bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,peak,step,time,temperature
1,+,338.74,56.47,332.63,2056464,78.8880,61.8203,1.0003e+11,16920,4.23000000e+03,4911.50
2,+,338.19,500.64,333.30,207263,36.7123,37.5384,1.0003e+11,16920,4.23000000e+03,4911.50
