bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,peak,step,time,temperature
1,+,338.76,59.50,332.60,2804372,87.4814,68.9364,1.0003e+11,16960,4.24000000e+03,4911.50
2,+,338.21,497.09,333.29,397683,45.6194,45.3242,1.0003e+11,16960,4.24000000e+03,4911.50
