T,S3/T,r_c,phi_esc
7840.0,44.60756201284596,0.11230441158067818,65669.93529214637
7860.0,74.70741435975782,0.06987338402986001,62876.09737095818
7880.0,96.63304444302081,0.0642692788866126,61029.49576436674
7900.0,115.3902596511416,0.048171407797157034,59577.723857798126
7920.0,132.44018647444756,0.04416052695579107,58349.691713694694
7940.0,148.43231839051248,0.03916187090702973,57267.78564270466
7960.0,163.72618114788963,0.034062598671012856,56287.438849555285
7980.0,178.51413933534047,0.03170759346399969,55384.26671894506
8000.0,192.93605224415322,0.03883653956882559,54541.02810149324
8020.0,207.09851523844102,0.03105611930109915,53745.08190203819
8040.0,221.06710529763774,0.031153507451120232,52987.52762251331
8060.0,234.8961500726568,0.03261765607310093,52262.600209193726
8080.0,248.62433829275028,0.026615071629663544,51564.72479044386
8100.0,262.2740688582852,0.029391973684150825,50890.81767939512
8120.0,275.88813395291095,0.027160345001863814,50236.778656535374
8140.0,289.47445748228864,0.025899168239588405,49600.847081229906
8160.0,303.0539726281012,0.024271451482724173,48980.45941513998
8180.0,316.65083474411097,0.023411864405568392,48373.43427793957
8200.0,330.2604653076921,0.025210776719812703,47779.38547866845
8220.0,343.90749757083483,0.022596671218452366,47196.0179726809
8240.0,357.5927773481428,0.02130834841622782,46622.72355437908
8260.0,371.31921646616246,0.021183443725856677,46059.1151100912
8280.0,385.1174564667295,0.02050516230865086,45502.609211852796
8300.0,398.9629126269317,0.020328090636024768,44954.67564024874
8320.0,412.88381287310733,0.02021616108606676,44412.936576329754
8340.0,426.87818742722226,0.020224547271750985,43877.49398500592
8360.0,440.95061498389833,0.021696939337833468,43347.727770267134
8380.0,455.1085406988249,0.019090069541126915,42823.09433604998
8400.0,469.34546427576635,0.0198260587015969,42303.70306364622
8420.0,483.67215282438224,0.019665941896246136,41788.723788472365
8440.0,498.089487815359,0.021019914072492464,41277.96428790326
8460.0,512.6015158779893,0.020876151998620484,40771.07814568938
8480.0,527.2111844075503,0.021186784869129886,40267.72406532002
8500.0,541.9234349574159,0.01885795200073805,39767.611612341716
8520.0,556.7292416473315,0.017809181509250732,39270.95651450713
8540.0,571.6503716963639,0.017845814907147196,38776.58789133472
8560.0,586.6710282422281,0.017759447753655143,38285.22984200762
8580.0,601.7957590388049,0.01717380970563566,37796.667534690874
8600.0,617.0385260877523,0.017503754385515158,37309.82573482771
8620.0,632.3880007266317,0.017434811154887826,36825.46261623741
8640.0,647.8489665209357,0.020938172391126962,36343.20364774647
8660.0,663.4263626112682,0.017609632632903657,35862.722139285324
8680.0,679.1168507309274,0.02040222448520436,35384.112276519176
8700.0,694.9254695980951,0.01822851977361779,34907.05379389072
8720.0,710.8556063229106,0.01637124551691244,34431.46201716424
8740.0,726.8962137011912,0.015818324267840654,33957.73193655642
8760.0,743.0670811475635,0.016840254140704634,33484.86429507301
8780.0,759.3574752354183,0.016563999885773825,33013.27524759969
8800.0,775.7711268244626,0.015948412927929395,32542.922183972372
8820.0,792.3058660726981,0.018814915287496032,32073.772898847532
8840.0,808.9704134050081,0.014934339093906679,31605.332235292786
8860.0,825.7548738452555,0.015008864336627676,31138.056117606655
8880.0,842.6648203986649,0.015185492750120821,30671.93696928593
8900.0,859.7100082832845,0.015406972755950061,30206.036787873523
8920.0,876.8765840313698,0.015502060024000964,29741.304861090666
8940.0,894.1818147566473,0.01465619801402968,29276.821278474155
8960.0,911.6050058738721,0.014653160415946316,28813.54825298418
8980.0,929.1743009493053,0.014162924088621973,28350.118752848462
9000.0,946.8618134717653,0.014562832646649905,27887.973385727306
9020.0,964.6890585029665,0.017089429362089008,27425.76737846691
9040.0,982.656711076069,0.014175861159445757,26964.025862762726
9060.0,1000.7497959765509,0.014157771883826664,26502.81490054995
9080.0,1018.9728538313378,0.01439945451676081,26042.20822084096
9100.0,1037.3464127424868,0.01385885497875398,25581.377749414347
9120.0,1055.8431072320077,0.014660062615949633,25121.327978519737
9140.0,1074.4844841201964,0.014940735063982961,24661.25507233134
9160.0,1093.2637201946216,0.014086819069033899,24201.275715612384
9180.0,1112.1830363437887,0.013432215685036247,23741.514359467837
9200.0,1131.2357486389958,0.014446685559282628,23282.1024666091
9220.0,1150.429042988597,0.015298768076350484,22822.7431389845
9240.0,1169.7642935248361,0.01565762986954982,22363.376339610324
9260.0,1189.246199710248,0.013282394996121391,21903.95770448108
9280.0,1208.8608367342767,0.014352947135645864,21444.882087863283
9300.0,1228.6237754617969,0.015326784695027393,20985.599342919937
9320.0,1248.527939878745,0.01522034536645867,20526.323624599172
9340.0,1268.577619151771,0.01435270650391183,20066.969547185075
9360.0,1288.766909169949,0.014169415445857094,19607.575081916548
9380.0,1309.1052970034566,0.013592490378922188,19148.196325391487
9400.0,1329.58633834385,0.014171722337991697,18688.51203421654
9420.0,1350.2154257138584,0.014589195232791492,18228.826497769343
9440.0,1370.9898321406718,0.013238383496741207,17768.876083412466
9460.0,1391.9116731962044,0.014539117219689292,17308.91313620019
9480.0,1412.982982974926,0.013358442728843591,16848.646088382506
9500.0,1434.1980888332598,0.012994404010707984,16388.2039934644
9520.0,1455.564346387115,0.014273053443170059,15927.642559397114
9540.0,1477.0778711398716,0.013426682719503763,15466.805081345818
9560.0,1498.7447276355115,0.013024573367065041,15005.579466536601
9580.0,1520.5596924352042,0.014020548036836162,14544.253554057683
9600.0,1542.524395013557,0.013993797309577337,14082.565165402442
9620.0,1564.6425606100336,0.013018463778892804,13620.6614362092
9640.0,1586.9105957508427,0.013780179117950708,13158.33749693451
9660.0,1609.3329502663782,0.013703370478843981,12695.732627733285
9680.0,1631.9071086132117,0.01414214799446205,12232.81208819186
9700.0,1654.6318880046324,0.013649013744475054,11769.51091803308
9720.0,1677.515280567087,0.012693543276525311,11305.940770959745
9740.0,1700.5492152451127,0.01309252696780929,10841.844881024164
9760.0,1723.744100469809,0.013689369406606628,10377.470366495181
9780.0,1747.0804331808135,0.013235735472860968,9912.68153860082
9800.0,1770.5876866921988,0.012834472007350975,9447.546126945655
