bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,peak,step,time,temperature
1,-,82.49,54.70,100.53,2075607,79.1320,62.2304,1.0003e+11,4400,1.10000000e+03,6769.82
2,-,82.32,243.30,101.11,258894,39.5377,39.6742,1.0003e+11,4400,1.10000000e+03,6769.82
3,-,108.98,125.37,14.93,68444,25.3756,20.6078,1.0932e+10,4400,1.10000000e+03,6769.82
4,-,104.78,124.00,249.02,21356,17.2112,16.0209,4.7768e+09,4400,1.10000000e+03,6769.82
5,-,254.87,47.70,100.30,568,5.1375,8.3978,3.7212e+05,4400,1.10000000e+03,6769.82
