bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,peak,step,time,temperature
1,-,82.83,56.28,100.53,2420258,83.2896,65.6793,1.0003e+11,4420,1.10500000e+03,6769.82
2,-,82.33,241.52,101.07,355209,43.9338,43.5089,1.0003e+11,4420,1.10500000e+03,6769.82
3,-,109.16,125.25,16.61,105345,29.2983,23.8982,1.0541e+11,4420,1.10500000e+03,6769.82
4,-,104.94,124.12,247.29,39049,21.0462,19.2959,8.1328e+10,4420,1.10500000e+03,6769.82
5,-,253.21,47.64,100.33,10251,13.4759,17.9102,3.8180e+08,4420,1.10500000e+03,6769.82
6,+,72.87,170.96,170.17,302,4.1620,3.2445,1.1028e+05,4420,1.10500000e+03,6769.82
