bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,peak,step,time,temperature
1,-,103.19,111.49,116.28,10683704,136.6295,116.7217,1.1190e+11,4600,1.15000000e+03,6769.81
2,-,242.50,238.54,100.97,130977,31.5042,37.7105,1.0002e+11,4600,1.15000000e+03,6769.81
3,-,82.70,244.54,248.36,35464,20.3814,27.9121,1.0002e+11,4600,1.15000000e+03,6769.81
4,-,255.00,47.50,255.00,22,1.7382,6.3443,1.4851e+05,4600,1.15000000e+03,6769.81
