bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,peak,step,time,temperature
1,-,101.23,109.54,114.77,9721871,132.3997,115.0462,1.0884e+11,4580,1.14500000e+03,6769.81
2,-,244.30,240.67,100.97,90125,27.8133,34.1831,1.0002e+11,4580,1.14500000e+03,6769.81
3,-,82.70,246.96,250.09,17926,16.2355,23.6713,1.0002e+11,4580,1.14500000e+03,6769.81
