bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,peak,step,time,temperature
1,-,88.41,67.85,96.15,4264823,100.6014,81.0422,1.1081e+11,4500,1.12500000e+03,6769.82
2,-,83.06,234.21,101.01,947201,60.9235,58.0503,1.0002e+11,4500,1.12500000e+03,6769.82
3,-,103.17,116.82,241.38,227103,37.8482,39.8158,1.0092e+11,4500,1.12500000e+03,6769.82
4,-,246.09,49.57,100.46,190902,35.7197,38.6653,1.0002e+11,4500,1.12500000e+03,6769.82
5,+,63.61,165.53,186.63,94344,28.2407,28.8285,8.1096e+09,4500,1.12500000e+03,6769.82
6,-,251.38,249.62,100.98,7397,12.0871,18.4615,8.2231e+10,4500,1.12500000e+03,6769.82
