bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,peak,step,time,temperature
1,-,89.67,107.44,110.59,7255538,120.0956,107.7459,1.0631e+11,4540,1.13500000e+03,6769.82
2,-,242.31,52.88,100.47,371429,44.5926,46.2520,1.0002e+11,4540,1.13500000e+03,6769.82
3,-,247.86,245.05,100.98,34573,20.2092,26.7872,1.0002e+11,4540,1.13500000e+03,6769.82
4,-,82.72,252.11,253.47,1552,7.1824,13.4857,2.2562e+08,4540,1.13500000e+03,6769.82
