bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,peak,step,time,temperature
1,-,82.46,47.21,100.61,455701,47.7380,36.9898,1.0038e+11,4260,1.06500000e+03,6769.83
