bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,peak,step,time,temperature
1,-,82.46,49.29,100.58,982160,61.6639,47.9454,1.0005e+11,4320,1.08000000e+03,6769.82
2,-,82.18,250.31,101.23,38291,20.9091,23.1429,9.9879e+10,4320,1.08000000e+03,6769.82
3,-,107.55,126.89,7.62,608,5.2554,5.4092,8.8110e+04,4320,1.08000000e+03,6769.82
