,T,S3/T,r_c,phi_esc
0,7350.0,26.06119354770721,0.1646383312035377,31631.781360365778
1,7366.666666666667,54.09744501464045,0.0849597384444982,28850.756594011888
2,7383.333333333333,72.14800555690866,0.07258908260652494,27230.24614145809
3,7400.0,87.04644255254772,0.05872500703845557,26017.23949301035
4,7416.666666666667,100.33236896750537,0.05504680770500788,25023.610065657744
5,7433.333333333333,112.64020242311787,0.0477468080958763,24168.736060132713
6,7450.0,124.29267940086199,0.039385966977350736,23410.098252440377
7,7466.666666666667,135.4801542531576,0.03732982431850254,22722.86370239327
8,7483.333333333333,146.33441616749556,0.034729539542226906,22089.5720031458
9,7500.0,156.93238208856258,0.03698823702386202,21500.071854868438
10,7516.666666666667,167.33800131762328,0.032931966300811764,20945.800931742397
11,7533.333333333333,177.59823538047053,0.03250426699306643,20420.682145411123
12,7550.0,187.7477469363412,0.031111170612429084,19920.19329837745
13,7566.666666666667,197.81135498406752,0.03797774915668861,19440.98601037581
14,7583.333333333333,207.81150611880113,0.02938365682084227,18979.964208220183
15,7600.0,217.7655601228132,0.028767384169406336,18535.045725688167
16,7616.666666666667,227.6912864956014,0.027076314470723235,18103.943640265275
17,7633.333333333333,237.598395458976,0.0257526858229422,17685.382794860958
18,7650.0,247.4947180667155,0.02576687708324934,17278.164190330273
19,7666.666666666667,257.3955222865174,0.026089893094717424,16880.593481773358
20,7683.333333333333,267.3035631756661,0.025482945749605863,16492.134544786768
21,7700.0,277.2262669530312,0.026367163006403765,16111.882625310387
22,7716.666666666667,287.1721113106569,0.02296909192568542,15738.868242374278
23,7733.333333333333,297.1408779182512,0.023430258074879223,15372.900045629192
24,7750.0,307.14279975061635,0.027286347203756237,15012.878835644105
25,7766.666666666667,317.1787384804654,0.02306919364119243,14658.650190050881
26,7783.333333333333,327.2553751439272,0.021768543438325575,14309.474068065212
27,7800.0,337.37019186260676,0.02302363281826993,13965.351954068374
28,7816.666666666667,347.5321397765602,0.02242432103096712,13625.534024402343
29,7833.333333333333,357.73957130414647,0.02118821388067035,13290.006473045509
30,7850.0,367.9992398482043,0.021905724323218037,12958.114500343598
31,7866.666666666667,378.3098535327281,0.023988310445424953,12629.925500261028
32,7883.333333333333,388.67389270453054,0.020330051184317403,12305.08911816428
33,7900.0,399.09433313892634,0.01992252845736557,11983.292501777525
34,7916.666666666667,409.5764721177422,0.020264719388190286,11664.258936949669
35,7933.333333333333,420.1129291094372,0.019338077288512952,11348.18030961121
36,7950.0,430.71424624493454,0.02088012740826085,11034.405961402023
37,7966.666666666667,441.375415663639,0.019180990635570903,10723.18443193015
38,7983.333333333333,452.102875045482,0.0193712998080102,10413.99129904007
39,8000.0,463.0002354240223,0.016683870417598074,68775.70726945654
40,8016.666666666667,473.87440067947773,0.01728661523658546,68592.29179323444
41,8033.333333333333,484.80447610010395,0.020113785409538322,68411.49365865158
42,8050.0,495.8054853089199,0.01816021584931854,68232.16425095387
43,8066.666666666667,506.88113339246746,0.015772147019213787,68054.17314502687
44,8083.333333333333,518.015246374766,0.017697648349387255,67878.40881477253
45,8100.0,529.230157797748,0.017062373044873548,67703.72859383654
46,8116.666666666667,540.5111762284907,0.018406485510775488,67530.51959010138
47,8133.333333333333,551.8729206148519,0.015358674533353258,67358.15461476333
48,8150.0,563.2923173424817,0.015216837768849979,67188.1249044874
49,8166.666666666667,574.8102692051931,0.015424958921967071,67017.66623256306
50,8183.333333333333,586.3922435541213,0.014797038135630498,66848.82994956081
51,8200.0,598.0428824678628,0.01731563907707802,66681.54828058486
52,8216.666666666666,609.7815878595303,0.01533827296770876,66514.63985732105
53,8233.333333333334,621.5876566564981,0.015720337617896422,66349.13670280519
54,8250.0,633.4786460532397,0.01603311607315543,66183.85682683765
55,8266.666666666666,645.4437370235453,0.01543768509167224,66019.84497087364
56,8283.333333333334,657.4996916765087,0.014543814443971686,65855.89715923442
57,8300.0,669.6263906139292,0.014683203309965037,65693.11044260494
58,8316.666666666666,681.8241347330109,0.014483906771870673,65531.43892252037
59,8333.333333333334,694.1160222258593,0.015209950572018844,65369.64071571296
60,8350.0,706.4810444540079,0.014024944822264816,65208.861023906895
61,8366.666666666666,718.942282413043,0.015653671399306877,65047.843868259326
62,8383.333333333334,731.3780640665701,0.013808649021506272,64886.53467102336
63,8400.0,743.9807091695633,0.015423810834423407,64727.28484179108
64,8416.666666666666,756.6806250254457,0.013758466030897316,64567.671429341666
65,8433.333333333334,769.4563863314871,0.013747988668691043,64408.83225784814
66,8450.0,782.30968671984,0.014431497313901663,64250.766731282994
67,8466.666666666666,795.2632762668319,0.013513042147871072,64092.18322353492
68,8483.333333333334,808.2935756189036,0.013303884480565352,63934.28571589016
69,8500.0,821.4017740923128,0.01695641384919516,63777.046620735724
70,8516.666666666666,834.6139672159863,0.012763207045796953,63619.17691921789
71,8533.333333333334,847.8866432364719,0.013599985516091824,63462.85533910794
72,8550.0,861.2685349834977,0.013528327730067607,63305.51841974837
73,8566.666666666666,874.7306399885321,0.013178668081419164,63148.722820003306
74,8583.333333333334,888.2735866181097,0.016347745445204117,62992.439992087675
75,8600.0,901.9104323173757,0.016233932616741102,62836.01530709801
76,8616.666666666666,915.6335934122357,0.016120204531221587,62679.738971498766
77,8633.333333333334,929.4508903522158,0.012969797404751833,62523.26553907382
78,8650.0,943.3451387908633,0.013371334046097538,62367.54264259279
79,8666.666666666666,957.334882047436,0.013003201203476217,62211.570723763325
80,8683.333333333334,971.4196148636663,0.01569394714439567,62055.32454891973
81,8700.0,985.5854542723754,0.01353814949765183,61899.4492285291
82,8716.666666666666,999.8523048226003,0.013182835202081774,61743.24857872351
83,8733.333333333334,1014.2015391239069,0.01539517563943836,61587.390603759806
84,8750.0,1028.648948800439,0.012604901177709661,61431.18250040265
85,8766.666666666666,1043.180339250718,0.01302505473558727,61275.26398573846
86,8783.333333333334,1057.8026315384307,0.015109984299130904,61119.30860623033
87,8800.0,1072.5266341302527,0.01222005672675317,60962.9331847052
88,8816.666666666666,1087.329913195777,0.013071301982561519,60807.16382394922
89,8833.333333333334,1102.2317610382293,0.012730794511792454,60650.95198660548
90,8850.0,1117.2340037336066,0.012518488242869647,60494.2788908063
91,8866.666666666666,1132.3231001566626,0.012423650043155075,60337.82706067777
92,8883.333333333334,1147.4998185115212,0.012624456101237089,60181.58732336146
93,8900.0,1162.7792211603346,0.012897061798144142,60024.8442154026
94,8916.666666666666,1178.1503311561744,0.01398878592399993,59867.93653486863
95,8933.333333333334,1193.6120688400702,0.012036133024910252,59711.20851241825
96,8950.0,1209.1835806802844,0.011989295242718169,59553.57917332866
97,8966.666666666666,1224.8372692421983,0.014191956981023404,59396.46542955065
98,8983.333333333334,1240.5931649150161,0.01189972030135791,59238.78376306546
99,9000.0,1256.4309343649886,0.011857547440113926,59081.605457681624
