,T,S3/T
760,153910.56056056058,34684316.4836706
761,154103.4034034034,34817818.95301505
762,154296.24624624624,34951646.69850466
763,154489.0890890891,35085804.445920005
764,154681.93193193193,35220312.393662155
765,154874.7747747748,35355182.88453274
766,155067.61761761762,35490420.98814512
767,155260.46046046048,35626034.73113772
768,155453.3033033033,35762021.916427135
769,155646.14614614614,35898407.78763601
770,155838.988988989,36035238.30164212
771,156031.83183183183,36172745.254854105
772,156224.6746746747,36310525.24933989
773,156417.51751751752,36448524.67397147
774,156610.36036036038,36586292.645288475
775,156803.20320320321,36725385.307362765
776,156996.04604604605,36863680.453452565
777,157188.8888888889,37002596.56894643
778,157381.73173173174,37141554.19821548
779,157574.5745745746,37281296.4535977
780,157767.41741741743,37421842.0357542
781,157960.26026026026,37562355.98995385
782,158153.10310310312,37703838.1176097
783,158345.94594594595,37843946.001251936
784,158538.7887887888,37984258.02100994
785,158731.63163163164,38126823.39028046
786,158924.4744744745,38269934.57451726
787,159117.31731731733,38415152.962719865
788,159310.16016016016,38565128.7143885
789,159503.00300300302,38686302.96223628
790,159695.84584584585,38835769.959093474
791,159888.6886886887,38994975.77613878
792,160081.53153153154,39136862.87802574
793,160274.3743743744,39272501.46808812
794,160467.21721721723,39416469.58308854
795,160660.06006006006,39568752.00009127
796,160852.90290290292,39708085.41537398
797,161045.74574574575,39883484.87527917
798,161238.5885885886,39999586.52293191
799,161431.43143143144,40157269.09538196
800,161624.2742742743,40305092.422616325
801,161817.11711711713,40451578.186239466
802,162009.95995995996,40598535.73732215
803,162202.80280280282,40747192.47561869
804,162395.64564564565,40896868.70606833
805,162588.4884884885,41048135.86886604
806,162781.33133133134,41182511.09635464
807,162974.17417417417,41335407.83022839
808,163167.01701701703,41490496.64757943
809,163359.85985985986,41631791.38074798
810,163552.70270270272,41823560.40420628
811,163745.54554554555,41963005.57765618
812,163938.3883883884,42102965.795361474
813,164131.23123123124,42230907.08818998
814,164324.07407407407,42379313.19287943
815,164516.91691691693,42542829.92994859
816,164709.75975975976,42687084.699367866
817,164902.60260260262,42856563.37994618
818,165095.44544544545,43003854.51203334
819,165288.2882882883,43151624.11253989
820,165481.13113113114,43302444.391211726
821,165673.97397397397,43479362.50231978
822,165866.81681681683,43630104.53863165
823,166059.65965965966,43806609.79082653
824,166252.50250250252,43965844.80212226
825,166445.34534534535,44096420.14493583
826,166638.1881881882,44252633.00323066
827,166831.03103103105,44405376.05706058
828,167023.87387387388,44569411.083776556
829,167216.71671671674,44780881.70369374
830,167409.55955955957,44865624.351187065
831,167602.40240240243,45043401.92492595
832,167795.24524524526,45202520.955781154
833,167988.0880880881,45352067.4429992
834,168180.93093093095,45522506.86452364
835,168373.77377377378,45670703.8143742
836,168566.61661661664,45865229.94230296
837,168759.45945945947,46003341.63224462
838,168952.30230230233,46194833.120463625
839,169145.14514514516,46350187.05802405
840,169337.987987988,46480301.45657709
841,169530.83083083085,46641829.563829295
842,169723.67367367368,46804637.90813632
843,169916.51651651654,46967218.47849561
844,170109.35935935937,47130443.23249413
845,170302.2022022022,47294809.2008327
846,170495.04504504506,47500688.78243869
847,170687.8878878879,47667383.09928013
848,170880.73073073075,47807430.35765175
849,171073.57357357358,47988035.69134634
850,171266.41641641644,48122709.30281474
851,171459.25925925927,48282605.092380285
852,171652.1021021021,48489205.54160805
853,171844.94494494496,48610207.85078282
854,172037.7877877878,48824092.88434194
855,172230.63063063065,48970313.20822947
856,172423.47347347348,49126843.394363716
857,172616.31631631634,49325421.387959756
858,172809.15915915917,49459935.35513279
859,173002.002002002,49661027.35982541
860,173194.84484484486,49791867.555685796
861,173387.6876876877,49993999.691902794
862,173580.53053053055,50155902.46628552
863,173773.37337337338,50313069.43098786
864,173966.2162162162,50480723.039896674
865,174159.05905905907,50650810.36465357
866,174351.9019019019,50821660.059067704
867,174544.74474474476,51086908.40726912
868,174737.5875875876,51185713.93400389
869,174930.43043043045,51379570.887279205
870,175123.27327327328,51515710.4229564
871,175316.1161161161,51688336.247526295
872,175508.95895895897,51876072.32221641
873,175701.8018018018,52048760.46647046
874,175894.64464464466,52228904.50104173
875,176087.4874874875,52383137.74019285
876,176280.33033033035,52625617.52955506
877,176473.17317317319,52765047.28174587
878,176666.01601601602,52957274.399240986
879,176858.85885885888,53118202.21644265
880,177051.7017017017,53271614.096238896
881,177244.54454454457,53440887.51352952
882,177437.3873873874,53636284.84859323
883,177630.23023023026,53846060.12752587
884,177823.0730730731,53976830.79633388
885,178015.91591591592,54175972.10928091
886,178208.75875875878,54442467.17547442
887,178401.6016016016,54565666.11024372
888,178594.44444444447,54743202.12413259
889,178787.2872872873,54875102.074218266
890,178980.13013013013,55069597.85674518
891,179172.972972973,55236149.83197775
892,179365.81581581582,55421100.2308252
893,179558.65865865868,55603080.334745795
894,179751.5015015015,55784337.41698635
895,179944.34434434437,56024856.38389043
896,180137.1871871872,56205831.705712594
897,180330.03003003003,56339698.761591695
898,180522.8728728729,56538899.78273475
899,180715.71571571572,56710736.35357049
900,180908.55855855858,56912529.938032486
901,181101.4014014014,57085623.50359569
902,181294.24424424427,57379262.29531375
903,181487.0870870871,57467711.06478909
904,181679.92992992993,57682919.766487055
905,181872.7727727728,57841945.04893126
906,182065.61561561562,58035522.414557666
907,182258.45845845848,58209773.5638574
908,182451.3013013013,58404366.69092337
909,182644.14414414414,58661064.16310881
910,182836.986986987,58790635.45897858
911,183029.82982982983,58976556.39384438
912,183222.6726726727,59167001.76726303
913,183415.51551551552,59357339.13863492
914,183608.35835835838,59550805.443265244
915,183801.2012012012,59734879.70394902
916,183994.04404404404,59928757.422309026
917,184186.8868868869,60157565.17507428
918,184379.72972972973,60330959.50606145
919,184572.5725725726,60505271.86635539
920,184765.41541541542,60698747.91409956
921,184958.25825825828,60902784.81287827
922,185151.1011011011,61154492.6452255
923,185343.94394394394,61274275.86963283
924,185536.7867867868,61501101.262030475
925,185729.62962962964,61672576.9395826
926,185922.4724724725,61869498.60376878
927,186115.31531531533,62066157.6312239
928,186308.15815815818,62261668.09483841
929,186501.00100100102,62458932.043952644
930,186693.84384384385,62660491.417209275
931,186886.6866866867,62841139.071085766
932,187079.52952952954,63062573.578836866
933,187272.3723723724,63262287.7260408
934,187465.21521521523,63460567.4075018
935,187658.05805805806,63638227.0448998
936,187850.90090090092,63843841.56181107
937,188043.74374374375,64044864.438162275
938,188236.5865865866,64245944.07565108
939,188429.42942942944,64441777.61210809
940,188622.2722722723,64667632.49228975
941,188815.11511511513,64868315.91870807
942,189007.95795795796,65055185.36126946
943,189200.80080080082,65275696.67345006
944,189393.64364364365,65477810.618465304
945,189586.4864864865,65671236.989193745
946,189779.32932932934,65851326.83512937
947,189972.1721721722,66100148.48832008
948,190165.01501501503,66315059.38941685
949,190357.85785785786,66487936.84295598
950,190550.70070070072,66728590.83898287
951,190743.54354354355,66883359.620350264
952,190936.3863863864,67144376.52123064
953,191129.22922922924,67320931.82833606
954,191322.07207207207,67508820.86921899
955,191514.91491491493,67748971.46507719
956,191707.75775775776,67963403.54908514
957,191900.60060060062,68183967.06663385
958,192093.44344344345,68379601.05742568
959,192286.2862862863,68583523.20732358
960,192479.12912912914,68770468.8858088
961,192671.97197197197,69000943.82280806
962,192864.81481481483,69203606.44413562
963,193057.65765765766,69412280.46608447
964,193250.50050050052,69607658.9585966
965,193443.34334334335,69847234.02660376
966,193636.1861861862,70045267.33244681
967,193829.02902902904,70256059.3303064
968,194021.87187187187,70457941.89324014
969,194214.71471471473,70699890.91721922
970,194407.55755755756,70936972.01150395
971,194600.40040040042,71178824.59283112
972,194793.24324324325,71341422.51965097
973,194986.08608608608,71542466.99830629
974,195178.92892892894,71751290.78335705
975,195371.77177177178,71966982.39673738
976,195564.61461461463,72183651.71740319
977,195757.45745745747,72402207.39975074
978,195950.30030030033,72619502.02524161
979,196143.14314314316,72839668.80791469
980,196335.985985986,73063927.99550453
981,196528.82882882885,73283549.501651
982,196721.67167167168,73503135.03895998
983,196914.51451451454,73717379.77443893
984,197107.35735735737,73937096.6662743
985,197300.20020020023,74153223.37982373
986,197493.04304304306,74374948.68616088
987,197685.8858858859,74607912.43484296
988,197878.72872872875,74841935.81699547
989,198071.57157157158,75057848.184346
990,198264.41441441444,75289849.41739069
991,198457.25725725727,75512192.59093887
992,198650.1001001001,75736082.54581821
993,198842.94294294296,75959837.00479147
994,199035.7857857858,76183061.32713154
995,199228.62862862865,76391213.21577595
996,199421.47147147148,76621065.37010811
997,199614.31431431434,76839059.66941153
998,199807.15715715717,77104588.05761641
999,200000.0,77309405.36078039
