bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,peak,step,time,temperature
1,+,45.91,85.06,179.38,24634,18.0502,14.0130,3.0639e+08,460,1.15000000e+02,4929.99
2,+,51.66,201.58,198.63,2546,8.4708,6.5890,7.7892e+05,460,1.15000000e+02,4929.99
