bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,peak,step,time,temperature
1,+,45.91,85.10,179.32,46704,22.3403,17.3320,5.1316e+09,480,1.20000000e+02,4929.99
2,+,51.55,201.70,198.79,8828,12.8211,9.9523,1.1215e+07,480,1.20000000e+02,4929.99
3,-,27.27,246.30,177.10,1974,7.7819,6.1393,2.7016e+05,480,1.20000000e+02,4929.99
4,-,74.33,248.23,229.42,1357,6.8680,5.4000,3.1906e+05,480,1.20000000e+02,4929.99
5,+,133.76,78.23,251.74,1328,6.8187,5.9778,2.5298e+05,480,1.20000000e+02,4929.99
6,-,19.17,58.10,162.36,1143,6.4861,5.0867,3.4280e+05,480,1.20000000e+02,4929.99
7,+,102.65,155.93,73.83,1091,6.3862,5.0106,2.3344e+05,480,1.20000000e+02,4929.99
8,+,134.74,79.12,1.37,462,4.7957,4.4039,2.0732e+05,480,1.20000000e+02,4929.99
