bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,peak,step,time,temperature
1,+,45.91,84.98,179.47,10985,13.7902,10.7182,1.9230e+07,440,1.10000000e+02,4929.99
2,+,51.86,201.40,198.44,50,2.2854,1.7796,6.1759e+04,440,1.10000000e+02,4929.99
