,T,S4,S3/T
0,10310.0,7994.409401651089,29.121017634378425
1,10341.476510067114,9625.785917340541,60.47536900691145
2,10372.953020134228,10866.19159502416,81.56245544831154
3,10404.429530201342,11929.89979060453,99.3592632903644
4,10435.906040268457,12882.950679173993,115.48445649327836
5,10467.382550335571,13826.72467513128,130.4833375274707
6,10498.859060402685,14785.502349115486,144.45997079048556
7,10530.335570469799,15657.428929126152,158.419959692891
8,10561.812080536913,16544.069309976625,171.89128043359972
9,10593.288590604026,17447.54384655145,185.29424862670922
10,10624.76510067114,18323.299751229344,198.644279393591
11,10656.241610738254,19222.274089708375,211.6610859417307
12,10687.71812080537,20122.231009808747,224.4269367779266
13,10719.194630872484,21006.47228589025,238.05593084111948
14,10750.671140939598,21913.55842545229,251.24350789898784
15,10782.147651006711,22830.001164863348,264.38674284910917
16,10813.624161073825,23770.766085092815,277.72190624962127
17,10845.100671140939,24734.47652422212,291.05128219104637
18,10876.577181208053,25737.458552084772,304.6345618462365
19,10908.053691275169,26680.491943670742,317.97210884272647
20,10939.530201342282,27626.915351662225,331.5335585036607
21,10971.006711409396,28644.68479662061,345.16613073456546
22,11002.48322147651,29664.374837664123,358.7250132445521
23,11033.959731543624,30612.093678835165,372.8246189723801
24,11065.436241610738,31676.798082123507,387.00566222921634
25,11096.912751677852,32697.415924639496,401.24899343407674
26,11128.389261744967,33700.50608691119,415.5749119653766
27,11159.865771812081,34765.144039600185,429.9870279616765
28,11191.342281879195,35834.86769724378,444.62105638450527
29,11222.818791946309,36953.59859481286,459.4747822170082
30,11254.295302013423,38024.21159581291,474.3207133120194
31,11285.771812080537,39146.19380323909,489.2596240150284
32,11317.24832214765,40275.58747269927,504.52965843940547
33,11348.724832214764,41427.83027754821,519.7738926944746
34,11380.20134228188,42597.403887158885,535.5347099441256
35,11411.677852348994,43770.94410594778,550.807865640688
36,11443.154362416108,44968.527709768234,566.6433894996525
37,11474.630872483222,46181.42485056845,582.5754536001649
38,11506.107382550335,47403.108866289156,598.6845987507877
39,11537.58389261745,48640.80762741652,614.8836499817256
40,11569.060402684563,49904.61777002488,631.6039211007626
41,11600.536912751679,51161.67863357952,647.982822645382
42,11632.013422818793,52431.53662129157,664.8724632880297
43,11663.489932885906,53739.137175877724,681.7108039558397
