bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,peak,step,time,temperature
1,-,147.27,95.02,79.22,4337325,101.1683,78.8436,1.0004e+11,13020,3.25500000e+03,4911.62
2,-,144.30,92.26,246.30,197135,36.1043,39.4803,1.0002e+11,13020,3.25500000e+03,4911.62
3,-,144.82,251.47,74.73,37485,20.7614,25.8467,5.8807e+10,13020,3.25500000e+03,4911.62
4,-,0.00,100.11,78.59,355,4.3925,7.5187,1.7543e+05,13020,3.25500000e+03,4911.62
