bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,peak,step,time,temperature
1,-,146.69,96.79,81.90,5466439,109.2795,85.4618,1.0004e+11,13060,3.26500000e+03,4911.61
2,-,144.43,92.40,242.79,403752,45.8503,48.2556,1.0002e+11,13060,3.26500000e+03,4911.61
3,-,144.82,247.99,74.63,139469,32.1709,36.6569,1.0002e+11,13060,3.26500000e+03,4911.61
4,-,3.35,100.00,78.89,34840,20.2611,25.4716,4.4812e+10,13060,3.26500000e+03,4911.61
