bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,peak,step,time,temperature
1,-,147.15,94.09,76.27,2815873,87.6008,68.0332,1.0006e+11,12960,3.24000000e+03,4911.62
2,-,144.36,92.11,251.51,32986,19.8951,24.3925,5.2436e+10,12960,3.24000000e+03,4911.62
