T,S3/T,r_c,phi_esc
6680.0,27.906615091052714,0.009507081611167244,3292.5982293099078
6700.0,46.37327683850105,0.0064155988021573586,5138.418756605388
6720.0,61.24598480945474,0.005313206747389466,6457.948361522474
6740.0,74.56898968460577,0.004708628904099099,7550.2158745208
6760.0,87.1295732663005,0.0043120449906171475,8506.10978699755
6780.0,99.1713692349502,0.004029031752257179,9374.087919116573
6800.0,110.88989063070889,0.003810319788747541,10176.161500838789
6820.0,122.41608771869494,0.003637415695306191,10928.187057080693
6840.0,133.7715181705531,0.0034952695016852264,11640.607362200419
6860.0,145.04419182718024,0.0033763794026394115,12321.862388791065
6880.0,156.2672544456373,0.0032741475602452628,12975.749426076785
6900.0,167.45232818188998,0.0031863736721309396,13606.982575271424
6920.0,178.6286165153972,0.0031092281605820567,14218.721270076203
6940.0,189.8223449619829,0.0030403920796455825,14813.351325255426
6960.0,201.0488253747434,0.0029797238385697957,15393.880865640487
6980.0,212.30926043529516,0.002924548987926159,15961.137706907975
7000.0,223.60726711627672,0.002874014112845076,16516.124414912527
7020.0,234.97500891843515,0.002829758378115632,17061.53712189739
7040.0,246.40510451007185,0.002788371462777247,17597.292982609346
7060.0,257.90624533818175,0.0027501337277805616,18125.113687577177
7080.0,269.46119605843217,0.002713867485750175,18643.782241004956
7100.0,281.11606467116115,0.0026821268390874622,19156.95258586078
7120.0,292.8426334626128,0.002650600304522276,19662.417766930637
7140.0,304.6774454723813,0.0026235193835085825,20163.770925306817
7160.0,316.58866129196167,0.0025969129336557884,20658.55971288387
7180.0,328.59344428043664,0.002572345879322656,21148.389934612438
7200.0,340.6986631705036,0.0025489059091746455,21633.701433451482
7220.0,352.898383369072,0.0025264014481833873,22114.517098740267
7240.0,365.20868331260704,0.0025064951360450035,22592.000082599785
7260.0,377.6198974918906,0.0024866453281381616,23065.67321273491
7280.0,390.13536312744145,0.002468309670031089,23535.82582310142
7300.0,402.7576765055686,0.00245035946524693,24002.729087212952
7320.0,415.48537267697964,0.0024332866787243382,24466.611234071213
7340.0,428.33411092775225,0.002418082777056218,24929.573983697715
7360.0,441.28865696215286,0.002403125793965378,25388.620132692624
7380.0,454.3574925427199,0.002388696040386053,25845.31797973154
7400.0,467.5360463163122,0.0023742325072481623,26299.365768343705
7420.0,480.84541128264675,0.0023617418405999075,26752.380444740338
7440.0,494.25971199462424,0.002349132086388014,27202.587084095998
7460.0,507.7934955339736,0.002336492747538152,27651.094020434466
7480.0,521.4494407479199,0.0023248582516534077,28098.046151169285
7500.0,535.2293256463641,0.002313882989960286,28543.575578754797
7520.0,549.1343454013004,0.0023034936181750617,28987.803118949203
7540.0,563.1648342643773,0.0022937912106154733,29430.850049691435
7560.0,577.3161909958525,0.0022839768476528824,29872.294305256306
7580.0,591.5941070247576,0.0022744465603793565,30312.7570461156
7600.0,605.9931424330089,0.0022652520361105357,30751.799034312222
7620.0,620.5246691512392,0.0022562038118039904,31190.038669897243
7640.0,635.1841823343569,0.002248270707493187,31627.564825883295
7660.0,649.9807104306092,0.002240034179806418,32064.46133988627
7680.0,664.8889131150315,0.0022320414183630995,32499.680832427126
7700.0,679.932365350035,0.002224022168730845,32934.401780241926
7720.0,695.1133572295489,0.0022167446754474632,33368.693796040156
7740.0,710.4294769252604,0.002209994077788952,33802.62061311302
7760.0,725.8748515475809,0.0022032184768156367,34235.66763500392
7780.0,741.4578719490567,0.0021965672944016476,34668.46299270671
7800.0,757.1687983424399,0.002190088353200085,35100.472765188846
7820.0,773.021509276533,0.0021837381950012224,35532.332121526015
7840.0,788.9914941549486,0.002177091474987198,35962.89380407816
7860.0,805.1281633123886,0.0021719073176480657,36394.586515895906
7880.0,821.3819396204556,0.0021659297755455124,36825.05834452027
7900.0,837.7807438105101,0.0021604118333198915,37255.54359505288
7920.0,854.3218124864334,0.0021552131880572664,37686.083099234245
7940.0,870.9857398310911,0.002149334389499761,38115.480012371096
7960.0,887.8128327730697,0.002144993796836571,38545.9173212029
7980.0,904.7662735381267,0.0021396064670653205,38975.57278108226
8000.0,921.8691353384052,0.0021350337442601268,39405.40198280537
8020.0,939.1105888971916,0.002130491791880623,39835.11620328385
8040.0,956.5022663974827,0.00212602682408662,40265.055711614026
8060.0,974.0224202427435,0.002121235852191579,40694.28722631675
8080.0,991.6985553110134,0.002117424688996899,41124.09980383809
8100.0,1009.5100427056519,0.0021127100988757126,41553.554594844776
