bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,r_phys,r_rms_phys,peak,step,time,temperature
1,+,117.77,117.22,131.17,13868159,149.0425,120.1106,1.490425e-01,1.201106e-01,1.0780e+11,112460,2.81150000e+04,4911.68
2,+,253.38,83.24,1.30,881,5.9470,13.7088,5.946970e-03,1.370884e-02,4.3181e+07,112460,2.81150000e+04,4911.68
