bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,r_phys,r_rms_phys,peak,step,time,temperature
1,+,94.90,85.01,135.52,3887108,97.5392,75.6358,9.753923e-02,7.563577e-02,1.0002e+11,112220,2.80550000e+04,4911.68
2,+,94.49,249.99,135.77,66763,25.1661,29.5539,2.516609e-02,2.955388e-02,1.0001e+11,112220,2.80550000e+04,4911.68
3,+,253.65,83.24,135.64,7627,12.2111,17.1915,1.221111e-02,1.719154e-02,7.6979e+07,112220,2.80550000e+04,4911.68
