bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,r_phys,r_rms_phys,peak,step,time,temperature
1,+,99.22,90.99,135.31,6994015,118.6349,92.7482,1.186349e-01,9.274823e-02,1.0002e+11,112320,2.80800000e+04,4911.68
2,+,94.51,241.24,135.71,535101,50.3635,52.4903,5.036348e-02,5.249028e-02,1.0002e+11,112320,2.80800000e+04,4911.68
3,+,244.97,83.31,135.60,298255,41.4476,45.3741,4.144763e-02,4.537408e-02,1.0002e+11,112320,2.80800000e+04,4911.68
4,+,94.61,83.44,1.53,11314,13.9265,19.9899,1.392652e-02,1.998986e-02,1.4347e+08,112320,2.80800000e+04,4911.68
