bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,r_phys,r_rms_phys,peak,step,time,temperature
1,+,94.71,83.73,135.52,2861736,88.0739,68.2406,8.807385e-02,6.824064e-02,1.0003e+11,112180,2.80450000e+04,4911.69
2,+,94.49,253.42,135.80,8549,12.6846,17.1725,1.268456e-02,1.717252e-02,1.5670e+08,112180,2.80450000e+04,4911.69
