bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,r_phys,r_rms_phys,peak,step,time,temperature
1,+,95.37,85.93,135.52,4449370,102.0321,79.1944,1.020321e-01,7.919436e-02,1.0002e+11,112240,2.80600000e+04,4911.68
2,+,94.50,248.26,135.75,120131,30.6094,34.6403,3.060945e-02,3.464031e-02,1.0001e+11,112240,2.80600000e+04,4911.68
3,+,251.92,83.27,135.60,29777,19.2279,24.4265,1.922785e-02,2.442647e-02,2.4080e+10,112240,2.80600000e+04,4911.68
