bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,r_phys,r_rms_phys,peak,step,time,temperature
1,+,94.71,83.48,135.52,2409754,83.1690,64.4389,8.316898e-02,6.443891e-02,1.0003e+11,112160,2.80400000e+04,4911.69
2,+,94.52,255.00,135.86,225,3.7731,5.9850,3.773097e-03,5.985022e-03,1.2491e+05,112160,2.80400000e+04,4911.69
