bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,r_phys,r_rms_phys,peak,step,time,temperature
1,+,96.07,87.01,135.51,5042385,106.3773,82.6801,1.063773e-01,8.268014e-02,1.0002e+11,112260,2.80650000e+04,4911.68
2,+,94.50,246.51,135.72,191944,35.7845,39.3849,3.578453e-02,3.938486e-02,1.0002e+11,112260,2.80650000e+04,4911.68
3,+,250.19,83.28,135.60,68196,25.3449,30.3990,2.534487e-02,3.039903e-02,9.9995e+10,112260,2.80650000e+04,4911.68
