bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,r_phys,r_rms_phys,peak,step,time,temperature
1,+,112.30,110.42,132.65,11549534,140.2249,113.3352,1.402249e-01,1.133352e-01,1.1068e+11,112400,2.81000000e+04,4911.68
2,+,249.40,248.89,135.70,16466,15.7822,24.5537,1.578216e-02,2.455373e-02,1.0002e+11,112400,2.81000000e+04,4911.68
