bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,r_phys,r_rms_phys,peak,step,time,temperature
1,+,113.90,112.45,132.13,12359949,143.4309,115.6638,1.434309e-01,1.156638e-01,1.0957e+11,112420,2.81050000e+04,4911.68
2,+,247.49,246.85,135.68,32993,19.8965,28.8882,1.989655e-02,2.888820e-02,1.0002e+11,112420,2.81050000e+04,4911.68
3,+,94.57,254.70,0.13,53,2.3302,7.0500,2.330214e-03,7.050042e-03,2.5044e+05,112420,2.81050000e+04,4911.68
