bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,r_phys,r_rms_phys,peak,step,time,temperature
1,+,94.71,84.26,135.52,3356112,92.8787,71.9823,9.287866e-02,7.198233e-02,1.0002e+11,112200,2.80500000e+04,4911.68
2,+,94.51,251.71,135.78,30133,19.3042,23.8934,1.930418e-02,2.389336e-02,3.7163e+10,112200,2.80500000e+04,4911.68
