bubble_id,sign,centroid_x,centroid_y,centroid_z,volume,r_eff,r_rms,r_phys,r_rms_phys,peak,step,time,temperature
1,+,106.74,103.63,134.43,8815120,128.1484,104.6406,1.281484e-01,1.046406e-01,1.0002e+11,112340,2.80850000e+04,4911.68
2,+,255.00,255.00,135.50,12,1.4202,3.4521,1.420248e-03,3.452053e-03,6.9818e+04,112340,2.80850000e+04,4911.68
