lambda,T,S3/T,r_c,phi_esc,Gamma_H4
0.25,27928.374999999905,331.1932545849381,0.7893103433720804,60553.798457750294,1.0155928981816386e-105
0.25,27928.349999999904,328.1463991923797,0.7314006468004107,60644.64851924103,2.1082874549424737e-104
0.25,27928.324999999903,324.83785452738135,0.8381298797958514,60735.70928547296,5.678183799207205e-103
0.25,27928.2999999999,321.65252008976745,0.6960715161713313,60828.9362858647,1.3525755977523502e-101
0.25,27928.2749999999,318.4537709076522,0.6789957141114777,60922.37320204171,3.2647375013529575e-100
0.25,27928.249999999898,315.0548265088605,0.7826195538443007,61016.91744050289,9.6161033340809e-99
0.25,27928.224999999897,311.7345638077154,1.0831859602549097,61112.01919049579,2.618590372534419e-97
0.25,27928.199999999895,308.58615077645186,1.0750935611906522,61208.84430997329,6.008853673738066e-96
0.25,27928.174999999894,305.009372425453,0.8275511585534525,61305.568530998076,2.11139896497964e-94
0.25,27928.149999999892,301.4414750508656,0.8833773709104764,61404.224944266534,7.352272979535782e-93
0.25,27928.12499999989,297.7155130322951,0.9154505266169909,61504.12146284001,2.9955908881072246e-91
0.25,27928.09999999989,294.4223089793478,0.8469605194447496,61605.396269875,7.933323568867335e-90
0.25,27928.074999999888,290.7733321797559,0.7063977048569295,61709.137991250005,2.992677304058903e-88
0.25,27928.049999999886,287.19846464098924,0.7377641039253027,61811.489303027985,1.048443161429355e-86
0.25,27928.024999999885,283.4533991997301,0.7501781738985001,61918.06984102229,4.3496461228002194e-85
0.25,27927.999999999884,279.6576953219281,0.8450858998235147,62023.26357870504,1.8972443861458124e-83
0.25,27927.974999999882,275.66012508053956,1.0810793340481903,62130.36264478879,1.0112654741468777e-81
0.25,27927.94999999988,272.28192868174386,0.8597837822641798,62239.11257998888,2.9104690402673904e-80
0.25,27927.92499999988,268.32246738100827,0.9343865231089732,62350.098491951365,1.492763316309805e-78
0.25,27927.899999999878,264.206340175257,0.98883962361902,62462.34014106362,8.943963654921539e-77
0.25,27927.874999999876,260.5077214624191,1.1792008870646185,62576.353122106346,3.5369931280664913e-75
0.25,27927.849999999875,256.0929487836355,1.148012444216894,62691.89252482073,2.849768653049342e-73
0.25,27927.824999999873,251.64069979910232,1.1872884889940811,62810.15826530464,2.382155519658451e-71
0.25,27927.799999999872,247.74392843239886,1.2178321354729311,62930.94695503873,1.1459035403506663e-69
0.25,27927.77499999987,243.73976724143898,1.1064930561511375,63051.87710614665,6.1307933035927546e-68
0.25,27927.74999999987,239.4556404429566,1.0163510521602253,63175.6752275668,4.330477302867596e-66
0.25,27927.724999999868,234.4254236039837,1.1686225654869227,63301.79129075295,6.416513090291158e-64
0.25,27927.699999999866,230.60775081813188,1.0860262709672643,63430.72046155376,2.8483643400102615e-62
0.25,27927.674999999865,225.76256493519182,0.9329058489361998,63562.236458858366,3.5075068146989596e-60
0.25,27927.649999999863,220.9419737277959,0.9492952154792383,63696.442848083665,4.2120408792000755e-58
0.25,27927.62499999986,215.5409380128603,1.1531029870640432,63833.461922267736,8.995148526959047e-56
0.25,27927.59999999986,211.4188023564784,1.2358304558086832,63971.94130744751,5.390739089470524e-54
0.25,27927.57499999986,205.78594643576906,1.3846572896306526,64114.770798602185,1.4466822654264044e-51
0.25,27927.549999999857,201.18912012200468,1.274404772302112,64261.303427405015,1.3868550522723431e-49
0.25,27927.524999999856,190.09841055126432,2.1135656066032413,64413.5402635624,8.350730660003244e-45
0.25,27927.499999999854,190.58825876716224,1.0682121755005516,64569.75680335908,5.136425923380766e-45
0.25,27927.474999999853,183.02940470779095,1.7260435008633632,64731.53679539927,9.269689110963313e-42
0.25,27927.44999999985,178.0249429868641,1.677383835524346,64896.23111718961,1.325603696227001e-39
0.25,27927.42499999985,171.0123584420306,1.4225880345014223,65064.626237289805,1.3859861312623245e-36
0.25,27927.39999999985,166.597157290674,1.627524010328918,65237.89184391323,1.1020846697757843e-34
0.25,27927.374999999847,159.08589816744575,1.2693993590730686,65424.41519160308,1.880433337524311e-31
0.25,27927.349999999846,153.69961061599525,1.3763996609086084,65609.26309929194,3.899895527015147e-29
0.25,27927.324999999844,146.2007123007952,1.3471901081409272,65810.25824099648,6.534263721127544e-26
0.25,27927.299999999843,137.40705786760572,1.4112618353873148,66023.42377412629,3.9248225647142847e-22
0.25,27927.27499999984,128.57454015708117,2.1689365515126484,66244.39100617912,2.4347315540854086e-18
0.25,27927.24999999984,121.32958621161133,1.6411537177767443,66470.80933829419,3.1268759657637854e-15
0.25,27927.22499999984,122.62327799984647,2.7806300232505805,66723.36706830011,8.713150230171928e-16
0.25,27927.199999999837,104.47192206866494,1.950920878025829,67005.2552620424,5.234164431538453e-08
0.25,27927.174999999836,92.81184515333156,2.1355280125885034,67293.18280154082,0.005077601370428889
0.25,27927.149999999834,84.55231937089926,2.7055626202622687,67644.38365853576,17.06108692452532
0.25,27927.124999999833,73.39436697619769,2.6717874894446294,68003.06121485609,967493.59935875
0.25,27927.09999999983,82.8975562993156,5.680895211399505,68554.82211965146,86.65275217629112
0.3,23359.975,474.9158150663713,0.27704443491344594,53876.95531571466,3.260725680072852e-168
0.3,23359.949999999997,473.999668593105,0.2931730949119336,53907.25172168689,8.127030159162176e-168
0.3,23359.924999999996,473.0662046805179,0.3035474149291031,53936.65291651991,2.0608390118436022e-167
0.3,23359.899999999994,472.1549119892733,0.29331058833909546,53968.087440361625,5.1115837146414934e-167
0.3,23359.874999999993,471.2205872807173,0.2857968004385892,53999.54496650459,1.297284711521407e-166
0.3,23359.84999999999,470.33322883995515,0.3187890554257165,54031.579281848724,3.1418136674953943e-166
0.3,23359.82499999999,469.37773481388945,0.2868017316721947,54062.680610067444,8.143659031470949e-166
0.3,23359.79999999999,468.4484864287415,0.3293652012061502,54094.345929619274,2.056336581874866e-165
0.3,23359.774999999987,467.4991139513372,0.4152064904531192,54125.613070897576,5.297585792703193e-165
0.3,23359.749999999985,466.60044145976536,0.2874520461747972,54156.83959341951,1.2975113739771416e-164
0.3,23359.724999999984,465.65717785903706,0.34555039100509277,54188.68414147561,3.3223488035050203e-164
0.3,23359.699999999983,464.71231914651946,0.28228478275273244,54220.58543896568,8.520539951968119e-164
0.3,23359.67499999998,463.78036308010945,0.32101428337249516,54251.57546815567,2.1572520542477634e-163
0.3,23359.64999999998,462.8384410641855,0.2828843776310247,54282.55277694165,5.5162782527384386e-163
0.3,23359.624999999978,461.90933440744965,0.3001420966501774,54314.63671567608,1.3926474061120255e-162
0.3,23359.599999999977,460.98309821134694,0.280433653058114,54345.77621757207,3.505831024285492e-162
0.3,23359.574999999975,460.007194051327,0.28474810678493606,54378.00943234735,9.27338614391767e-162
0.3,23359.549999999974,459.0296365712908,0.3165110353631645,54409.2541375965,2.4569621032760554e-161
0.3,23359.524999999972,458.15498813567433,0.2925644366432854,54442.58892609663,5.875017002165094e-161
0.3,23359.49999999997,457.1831621132842,0.34218089546375363,54474.985048616945,1.5476853056564832e-160
0.3,23359.47499999997,456.23661317806204,0.28953172802583493,54507.442161276165,3.975682011720817e-160
0.3,23359.449999999968,455.2574132842921,0.3348105655229262,54538.96723589748,1.0550455981409451e-159
0.3,23359.424999999967,454.29589049909646,0.31987524640825227,54571.55485704685,2.7509081071993775e-159
0.3,23359.399999999965,453.35858245642027,0.30113876627129804,54604.19766662489,7.001586925231317e-159
0.3,23359.374999999964,452.38018083778684,0.3084143595039982,54635.41749758595,1.8565285919883476e-158
0.3,23359.349999999962,451.4351767234181,0.34705715708949136,54668.20670881384,4.761541743738895e-158
0.3,23359.32499999996,450.4831355282102,0.31144563103799394,54700.56023522288,1.2298062181097095e-157
0.3,23359.29999999996,449.4886409304973,0.2888241202003373,54733.45417860731,3.313588828299571e-157
0.3,23359.274999999958,448.52220000756074,0.33628764952472046,54765.43761413775,8.681895456434628e-157
0.3,23359.249999999956,447.5169399751209,0.3440753864045847,54798.02208385388,2.364448620886588e-156
0.3,23359.224999999955,446.58729253170327,0.2984703978297698,54830.64161994338,5.971921627137986e-156
0.3,23359.199999999953,445.6042964746279,0.36204450919796854,54863.825576285744,1.5906935361206366e-155
0.3,23359.174999999952,444.59392524748375,0.30776642163491436,54897.07556955485,4.354161544763843e-155
0.3,23359.14999999995,443.5999043967568,0.377080032601977,54929.856683160986,1.1725795838561887e-154
0.3,23359.12499999995,442.6780554096549,0.29574274258964156,54962.802133867044,2.93859152521955e-154
0.3,23359.099999999948,441.6881910491077,0.3589320454256546,54997.179737194834,7.880825006617406e-154
0.3,23359.074999999946,440.71856677874746,0.3555540219338391,55030.69952917956,2.0712886881946784e-153
0.3,23359.049999999945,439.7277157690493,0.3041209008344245,55064.287100275615,5.560241299778644e-153
0.3,23359.024999999943,438.7505547646153,0.3181544587746657,55097.0416974259,1.4723741035652484e-152
0.3,23358.99999999994,437.7318896212986,0.3115577492425672,55130.707630675286,4.0635230196418154e-152
0.3,23358.97499999994,436.7441550623839,0.3672125293322131,55164.02906914078,1.087418971321958e-151
0.3,23358.94999999994,435.76467215371116,0.3153579251692713,55197.426400845805,2.886133689830795e-151
0.3,23358.924999999937,434.75424272052277,0.3478182820714165,55231.375602944296,7.899984290952041e-151
0.3,23358.899999999936,433.7369127532751,0.34360946225197553,55265.40456448016,2.1773036069074662e-150
0.3,23358.874999999935,432.7473774152977,0.3103996730887909,55299.494947485546,5.836855753895406e-150
0.3,23358.849999999933,431.7493878838266,0.3162743539904394,55333.67065909371,1.5779541389868166e-149
0.3,23358.82499999993,430.7234003910279,0.37585118510136095,55367.91292784557,4.386552471656193e-149
0.3,23358.79999999993,429.72820999588123,0.31979456071799967,55402.341097552184,1.1825520435012475e-148
0.3,23358.77499999993,428.7088831970867,0.3803398834427645,55436.268123577625,3.265572535941855e-148
0.3,23358.749999999927,427.7191650891976,0.3325657576146894,55470.271807790814,8.755499556215592e-148
0.3,23358.724999999926,426.6826862245554,0.338696969999156,55504.831056454306,2.459436351987069e-147
0.3,23358.699999999924,425.6664188194929,0.3169312788726634,55539.464217541856,6.770794121234136e-147
0.3,23358.674999999923,424.6502722195225,0.3102053531956771,55574.053218803645,1.863749912665569e-146
0.3,23358.64999999992,423.5944357459676,0.49899474262550136,55608.37222272734,5.3371325752898445e-146
0.3,23358.62499999992,422.60625320485684,0.3255806655259414,55642.76996621731,1.4287191462206451e-145
0.3,23358.59999999992,421.5801200901309,0.338720789245105,55677.85314667847,3.9719636137676855e-145
0.3,23358.574999999917,420.5413182756794,0.3166188814734419,55712.74735714641,1.1182582753550497e-144
0.3,23358.549999999916,419.5123402424108,0.31978195494699196,55747.86486630646,3.117624791465628e-144
0.3,23358.524999999914,418.46371298356746,0.3636925551022146,55783.20140720043,8.863487055938287e-144
0.3,23358.499999999913,417.3566005721244,0.5204810467328049,55818.333986189245,2.671097801699661e-143
0.3,23358.47499999991,416.34152938747326,0.3228371145474978,55853.694409678916,7.344147915012739e-143
0.3,23358.44999999991,415.3188265943147,0.3975794106814763,55888.82044832647,2.0346586697721436e-142
0.3,23358.42499999991,414.23987755237505,0.4969244103087421,55924.19574911173,5.961791023530046e-142
0.3,23358.399999999907,413.2194367240795,0.33339853307878414,55959.34067963638,1.6479345737153782e-141
0.3,23358.374999999905,412.15549563907257,0.3473373495366403,55995.039258322766,4.756882005852367e-141
0.3,23358.349999999904,411.1220057084994,0.4030078150907218,56030.99463008717,1.3320604568816298e-140
0.3,23358.324999999903,410.08725433727835,0.33177770670943174,56066.7814984759,3.734798791413242e-140
0.3,23358.2999999999,409.0150113125064,0.3437916437097622,56103.1461077619,1.0869987461803131e-139
0.3,23358.2749999999,407.9540336601877,0.3978999156835382,56138.87742741094,3.1283252494340333e-139
0.3,23358.249999999898,406.8828303453901,0.34559596267951886,56175.016177272504,9.095256005774933e-139
0.3,23358.224999999897,405.7879556003498,0.3602656316923555,56211.049147921745,2.707421113354248e-138
0.3,23358.199999999895,404.7219763934568,0.3562118792685659,56247.36385401021,7.8304963546012e-138
0.3,23358.174999999894,403.66959833741095,0.37454492060719724,56283.51584908116,2.2342578784240037e-137
0.3,23358.149999999892,402.5778605623611,0.4106622709287924,56320.02182812429,6.629837711469698e-137
0.3,23358.12499999989,401.4910853287282,0.412742015412077,56356.61890384775,1.957584664405222e-136
0.3,23358.09999999989,400.40856713481475,0.32821589330204604,56393.54038286154,5.755612598851423e-136
0.3,23358.074999999888,399.3361880994652,0.33986909186225034,56430.3133180419,1.675216543795609e-135
0.3,23358.049999999886,398.24508018380226,0.3536822187154799,56467.195025614645,4.9676257305716295e-135
0.3,23358.024999999885,397.1483292653198,0.33904142725594527,56504.161717009534,1.4813693726194352e-134
0.3,23357.999999999884,396.0741863302948,0.3326465361942291,56540.575730901175,4.3190829973981627e-134
0.3,23357.974999999882,394.9600453835944,0.3320782186578586,56578.393123336566,1.3104483060320384e-133
0.3,23357.94999999988,393.8542184677497,0.3313316048929591,56615.6565460097,3.9431751475870326e-133
0.3,23357.92499999988,392.77969518913926,0.3394496352903055,56652.37864382061,1.1500693521483795e-132
0.3,23357.899999999878,391.6442535852451,0.3321194409302877,56690.483361930485,3.5641197629316897e-132
0.3,23357.874999999876,390.54707855901694,0.3311926190974702,56728.04123998729,1.0632121754609457e-131
0.3,23357.849999999875,389.4290254212052,0.3400006635309647,56765.71499405059,3.2382828268492287e-131
0.3,23357.824999999873,388.32319390059297,0.36285846705947444,56803.4822433639,9.74354431134355e-131
0.3,23357.799999999872,387.19002160179866,0.3391257698967318,56841.502933487136,3.012602414337556e-130
0.3,23357.77499999987,386.09436509306954,0.4276295703285934,56879.17765490544,8.972872497939024e-130
0.3,23357.74999999987,384.9664735818545,0.33660834170823584,56916.83172488868,2.7596935912556443e-129
0.3,23357.724999999868,383.8382027449056,0.4317261980437474,56955.46664718346,8.490802454352699e-129
0.3,23357.699999999866,382.6902272468128,0.3782843188261024,56993.912711956604,2.664127856755547e-128
0.3,23357.674999999865,381.5622720376449,0.39297168195626486,57032.18071971174,8.193982065219527e-128
0.3,23357.649999999863,380.40977303105063,0.39014834365520695,57070.831428673126,2.582536498989692e-127
0.3,23357.62499999986,379.2761669732223,0.3521846137137371,57109.77214671941,7.987654943061042e-127
0.3,23357.59999999986,378.12338258183763,0.3753046451410555,57148.20290863051,2.518154125085011e-126
0.3,23357.57499999986,376.9904917580346,0.36782497173258155,57187.04609369032,7.782766047870009e-126
0.3,23357.549999999857,375.840681997747,0.36402962650409343,57226.006349086856,2.446235342625684e-125
0.3,23357.524999999856,374.68842422150584,0.3621138182836477,57265.075051886975,7.707531420977502e-125
0.3,23357.499999999854,373.48874215959273,0.44434502556710503,57304.7051031705,2.5458898143596263e-124
0.3,23357.474999999853,372.35136455480165,0.35067340616045406,57344.42927070883,7.903286266584601e-124
0.3,23357.44999999985,371.1781666046197,0.36029551531654275,57383.86059023489,2.542514616646008e-123
0.3,23357.42499999985,369.99484308975883,0.36572877350276994,57423.4058179537,8.26213610280185e-123
0.3,23357.39999999985,368.84574690660816,0.4527785940847393,57462.996018881946,2.5948381870164723e-122
0.3,23357.374999999847,367.6594431441773,0.3824080271700154,57502.86299958688,8.456974414630631e-122
0.3,23357.349999999846,366.5015882916162,0.3665067462140853,57542.75982181427,2.679219741784881e-121
0.3,23357.324999999844,365.2895064806478,0.4555902675954754,57583.167895058396,8.958781008968485e-121
0.3,23357.299999999843,364.1071650457306,0.3687480515191215,57622.96449186676,2.9081678248715427e-120
0.3,23357.27499999984,362.89506155119125,0.4595252192692406,57663.66846503043,9.724229822720389e-120
0.3,23357.24999999984,361.7307722884693,0.37435075716084504,57704.050919719775,3.1003045191863996e-119
0.3,23357.22499999984,360.50205608851684,0.3711009737095921,57745.04697273988,1.053927156508629e-118
0.3,23357.199999999837,359.3073849741559,0.40971468068661115,57785.72645296574,3.463262454047447e-118
0.3,23357.174999999836,358.1033881862478,0.37005580220966766,57826.93669634882,1.1486458196999443e-117
0.3,23357.149999999834,356.9045818091582,0.37128592720081677,57867.6707518544,3.7899616136127435e-117
0.3,23357.124999999833,355.6629244311155,0.3764435526173988,57909.3768710121,1.3049912729274884e-116
0.3,23357.09999999983,354.4393241637436,0.3831099928600727,57950.58576297829,4.4133010052783056e-116
0.3,23357.07499999983,353.2441552527684,0.36918812125861283,57991.54209661581,1.4508301769521347e-115
0.3,23357.04999999983,351.9639205287988,0.4692174753353133,58033.42112637717,5.190967858871822e-115
0.3,23357.024999999827,350.74523185039567,0.38966305730940287,58075.05432006091,1.7468543365814998e-114
0.3,23356.999999999825,349.4943828314494,0.4891287997517505,58117.225353818605,6.069659046749163e-114
0.3,23356.974999999824,348.2595166446943,0.40176799082081577,58159.53866521756,2.0756407897849734e-113
0.3,23356.949999999822,347.0354875133151,0.4313292713306695,58201.59148986625,7.021756691408982e-113
0.3,23356.92499999982,345.7722631771796,0.49105864748588235,58244.19638081846,2.469901724704663e-112
0.3,23356.89999999982,344.5040984136128,0.38351880735994437,58286.93905053629,8.730540544055942e-112
0.3,23356.874999999818,343.24508785888986,0.42692258782378506,58329.43862834706,3.0579861745865972e-111
0.3,23356.849999999817,341.9937083318617,0.3860630130429174,58372.54521645484,1.0629713517036598e-110
0.3,23356.824999999815,340.72799647868504,0.5035830695412025,58415.281333921856,3.7479684708821257e-110
0.3,23356.799999999814,339.4462151843417,0.4041786244502811,58458.31849218839,1.342793836728861e-109
0.3,23356.774999999812,338.1889233662014,0.5097767003461193,58501.97948568785,4.69488535120385e-109
0.3,23356.74999999981,336.866554189045,0.3891349451322802,58545.81092130588,1.751332234049992e-108
0.3,23356.72499999981,335.57619092929474,0.4643032256811803,58589.01433924213,6.327966830391055e-108
0.3,23356.699999999808,334.2609535512879,0.3956249268716988,58633.379523200056,2.3437130150249887e-107
0.3,23356.674999999806,332.98528070274386,0.47049782365552323,58677.11684377013,8.345057511866352e-107
0.3,23356.649999999805,331.6861487131849,0.41935385232044015,58721.807332898126,3.041492696637215e-106
0.3,23356.624999999804,330.3512138128862,0.47143698848427384,58765.886458961984,1.1487159102014864e-105
0.3,23356.599999999802,329.0719687710308,0.4310816596829823,58810.40878622401,4.104424898457928e-105
0.3,23356.5749999998,327.7387689746929,0.41924788116372214,58855.62696135062,1.5474162805692846e-104
0.3,23356.5499999998,326.44715346572,0.4525744313698927,58900.22993637873,5.597245972934105e-104
0.3,23356.524999999798,325.10153809073284,0.524225249002326,58945.39576359447,2.1363631218386506e-103
0.3,23356.499999999796,323.7776381121297,0.4623730774554887,58990.762039816706,7.979531768325567e-103
0.3,23356.474999999795,322.41543565215574,0.4035464093744999,59036.659355654134,3.0961787280231624e-102
0.3,23356.449999999793,321.05383005545855,0.49477099666128876,59082.18439695991,1.2006184279593401e-101
0.3,23356.424999999792,319.7105744325621,0.4482852780371942,59128.08423503604,4.571306789626625e-101
0.3,23356.39999999979,318.3653934813998,0.40762626500438826,59173.785348524776,1.7437991136724468e-100
0.3,23356.37499999979,316.9804325839644,0.4244393627833314,59220.59843706217,6.920466471112111e-100
0.3,23356.349999999788,315.64556875309853,0.4462003137148602,59266.67393770372,2.6128132503653447e-99
0.3,23356.324999999786,314.26111620922796,0.4333162267274541,59313.682405642445,1.0363418552473815e-98
0.3,23356.299999999785,312.8950927775169,0.4707336396554894,59360.1521151925,4.035708343252461e-98
0.3,23356.274999999783,311.47910682138,0.4182380686962302,59407.570715854265,1.6516501204902388e-97
0.3,23356.24999999978,310.1011675079559,0.5782848681330179,59454.43412993359,6.508176991088332e-97
0.3,23356.22499999978,308.651097198111,0.5827222739301114,59501.895681803515,2.7552541510583482e-96
0.3,23356.19999999978,307.2855546659869,0.5587729900794276,59549.55141501693,1.0723063353879384e-95
0.3,23356.174999999777,305.8721049559265,0.45153605567523636,59597.68879699,4.376903912875665e-95
0.3,23356.149999999776,304.46203108373226,0.447335541590065,59645.49274783867,1.780501555895256e-94
0.3,23356.124999999774,303.02209813876334,0.464967388419521,59694.08061129284,7.461174055769052e-94
0.3,23356.099999999773,301.5526878025231,0.5341904653002978,59742.674048833105,3.2195521704794776e-93
0.3,23356.07499999977,300.0871308921627,0.6324508603076169,59791.50870950216,1.3838949922877456e-92
0.3,23356.04999999977,298.68796948672207,0.47261647293215747,59840.73032962507,5.5680726718915595e-92
0.3,23356.02499999977,297.2286291148768,0.5130474411245328,59889.650158779594,2.37846008744734e-91
0.3,23355.999999999767,295.76779383116593,0.4683985737625396,59939.37498065506,1.0174593717991172e-90
0.3,23355.974999999766,294.2955519595546,0.501898459162752,59989.3878692211,4.4020093654918775e-90
0.3,23355.949999999764,292.8184430051638,0.4442606948432163,60039.662055317705,1.913689456657475e-89
0.3,23355.924999999763,291.3790891091389,0.4742079653793017,60089.46484908796,8.012406795983451e-89
0.3,23355.89999999976,289.86901965130124,0.4807780288551248,60140.20519971051,3.599076638837755e-88
0.3,23355.87499999976,288.3220103615197,0.5064691493574394,60191.16023279721,1.6771072131314939e-87
0.3,23355.84999999976,286.84497976810735,0.4581692606942142,60242.39925476515,7.289191962742824e-87
0.3,23355.824999999757,285.32440519988495,0.49330338278415825,60293.82168612031,3.308203167737325e-86
0.3,23355.799999999756,283.79130984638294,0.45103398419929197,60345.64369355339,1.5201814328182984e-85
0.3,23355.774999999754,282.26393151928386,0.5258872402407584,60397.011086136736,6.945603451537944e-85
0.3,23355.749999999753,280.7652118415636,0.6523528233048667,60449.393514184645,3.08408028236661e-84
0.3,23355.72499999975,279.20017352959525,0.5126596558501333,60501.75749412996,1.4627493052321432e-83
0.3,23355.69999999975,277.56674325477627,0.5434531785073059,60554.65191611279,7.425666062523181e-83
0.3,23355.67499999975,276.073283218632,0.6513768958056239,60607.65452413081,3.27959664554476e-82
0.3,23355.649999999747,274.4623667310638,0.5275649765146698,60661.113364276214,1.6278648706482672e-81
0.3,23355.624999999745,272.91852936431667,0.5057709640066882,60714.51324018204,7.558260718561432e-81
0.3,23355.599999999744,271.30040967745185,0.5338869642723747,60768.74163766514,3.778214417658932e-80
0.3,23355.574999999742,269.65754876803584,0.7152932744687284,60823.232895715584,1.9355899932566898e-79
0.3,23355.54999999974,268.07510711739764,0.5420257750170432,60877.887016409615,9.337337230444531e-79
0.3,23355.52499999974,266.4574915495203,0.6182424746425043,60932.81658759367,4.664443856285145e-78
0.3,23355.499999999738,264.85056478400446,0.5810267212012623,60988.117006325716,2.305350108420127e-77
0.3,23355.474999999737,263.20741584506993,0.5276014970412197,61044.12299869224,1.1811127959619014e-76
0.3,23355.449999999735,261.55691345513213,0.5504497010270899,61100.09646920315,6.095308889494627e-76
0.3,23355.424999999734,259.9332770031632,0.5625891264957011,61156.10054344778,3.0624832967494915e-75
0.3,23355.399999999732,258.2741707475939,0.5284482980795902,61212.46088468039,1.5938270803311526e-74
0.3,23355.37499999973,256.6203054148669,0.5378771178452366,61269.46860573727,8.251235686941492e-74
0.3,23355.34999999973,254.84767137122597,0.593686875753458,61326.9702874449,4.806697535055112e-73
0.3,23355.324999999728,253.14252814509013,0.5004116679333325,61385.30953271207,2.6182185429720536e-72
0.3,23355.299999999726,251.48986940397538,0.4999232074266815,61443.65269721782,1.353560524189367e-71
0.3,23355.274999999725,249.74805357889932,0.5475025845895719,61501.575686548276,7.64555905242562e-71
0.3,23355.249999999724,248.00255851791866,0.6080259753845595,61561.06144092844,4.3340840998190545e-70
0.3,23355.224999999722,246.28254048664118,0.5198339140521951,61620.36016528936,2.3952784646054877e-69
0.3,23355.19999999972,244.454250965878,0.5115399843108427,61681.2504838833,1.4740633695030607e-68
0.3,23355.17499999972,242.6341348839805,0.5107929588473716,61741.915975821874,8.997298385326268e-68
0.3,23355.149999999718,240.91048308963056,0.6221661344095444,61801.94392562186,4.989286300376295e-67
0.3,23355.124999999716,239.04753701850387,0.62035792003909,61863.41662645149,3.177215169187969e-66
0.3,23355.099999999715,237.23994307291906,0.5795154025741484,61924.85567692785,1.9148208624232725e-65
0.3,23355.074999999713,235.4488328742404,0.5118822621813759,61987.901220090265,1.1351641395100104e-64
0.3,23355.049999999712,233.5977545218021,0.5360159994458454,62050.25845882566,7.142135745234993e-64
0.3,23355.02499999971,231.7574280872389,0.5870971415228847,62113.08446860184,4.4454666294174895e-63
0.3,23354.99999999971,229.90807667033698,0.5512561838041059,62176.18228422379,2.791640298173823e-62
0.3,23354.974999999708,227.98614142898293,0.5351696088170954,62241.19920099122,1.883973541869723e-61
0.3,23354.949999999706,226.03519541332858,0.5470482794647074,62305.829660622745,1.3084570074982084e-60
0.3,23354.924999999705,224.1235835694831,0.5963677035425906,62370.77454523958,8.738307209140116e-60
0.3,23354.899999999703,221.7549246060739,1.154987605382807,62436.18979672154,9.18754627789041e-59
0.3,23354.8749999997,220.2807696232139,0.627739029919229,62502.227580182305,3.972555950290068e-58
0.3,23354.8499999997,218.315134895087,0.721072542624921,62569.288931774805,2.798294172886968e-57
0.3,23354.8249999997,216.28440566978443,0.5994821956713583,62637.11075031679,2.102509901144907e-56
0.3,23354.799999999697,214.30303183428435,0.645892259057234,62704.84892276003,1.5039748540804015e-55
0.3,23354.774999999696,212.1003028348191,0.7483632241479651,62774.33160827844,1.3401123982943585e-54
0.3,23354.749999999694,210.1811523152024,0.594091271520278,62844.526829386006,9.009372974004485e-54
0.3,23354.724999999693,208.12779471563408,0.5960388879039997,62915.293840536746,6.919250478514365e-53
0.3,23354.69999999969,206.01241705247216,0.6668088731266059,62985.6282012074,5.650657853427434e-52
0.3,23354.67499999969,203.94237901236878,0.6045846209872038,63057.968472288834,4.4108711923114106e-51
0.3,23354.64999999969,201.82447836443689,0.5925760350003556,63130.64327302109,3.610061637154349e-50
0.3,23354.624999999687,199.58140504495898,0.8810937396842687,63203.26778161938,3.3449257215394384e-49
0.3,23354.599999999686,197.43226025159635,0.6235245211061133,63277.67029718647,2.8228864282055396e-48
0.3,23354.574999999684,195.19926381474144,0.9044295074476689,63351.939410387495,2.5885685104727183e-47
0.3,23354.549999999683,192.80303741878447,0.8623502409360857,63426.940098479514,2.790482154274562e-46
0.3,23354.52499999968,190.7632429528213,0.6998898696900551,63503.85294917379,2.11164111107917e-45
0.3,23354.49999999968,188.51332924837942,0.636492043471536,63581.60876444288,1.9679515653873499e-44
0.3,23354.47499999968,186.27940881280145,0.6519780437797497,63660.154223790116,1.8047873799679e-43
0.3,23354.449999999677,183.77809262748065,0.909521020834633,63739.501379211266,2.1573734810489576e-42
0.3,23354.424999999675,181.319171821499,0.9836871580409623,63819.916877587246,2.4719756830860225e-41
0.3,23354.399999999674,179.07819383891822,0.814100326095127,63901.0584293948,2.2813145727619202e-40
0.3,23354.374999999673,176.52735734779512,0.7516866206837828,63983.74057027402,2.8618805222766688e-39
0.3,23354.34999999967,174.16480733952253,0.6982431617696331,64067.473404990735,2.9779311115177313e-38
0.3,23354.32499999967,171.57723131798778,1.0677539738781883,64151.683286809806,3.871967049046023e-37
0.3,23354.29999999967,169.13721859714062,0.718598998588671,64237.86442388813,4.347936042985605e-36
0.3,23354.274999999667,166.61593669483298,0.7691232951663203,64325.569673424245,5.290249280358782e-35
0.3,23354.249999999665,163.91579896610432,0.8217055964089438,64415.14204414485,7.6821999559472715e-34
0.3,23354.224999999664,161.36410635983057,0.7619886997732256,64505.78368520623,9.626068530978242e-33
0.3,23354.199999999662,158.55004404365135,0.877735957543542,64597.26525106881,1.5635723075008943e-31
0.3,23354.17499999966,155.82158161986538,1.085383235410517,64690.44718867601,2.332191171275982e-30
0.3,23354.14999999966,153.04305913947715,0.922717338479643,64786.04907091279,3.6537456665575207e-29
0.3,23354.124999999658,149.95254427184764,1.1557864120338615,64882.26726595704,7.791845061292204e-28
0.3,23354.099999999657,147.1860106145829,0.8423706975066056,64981.20703015423,1.2050298159908913e-26
0.3,23354.074999999655,144.2339508039259,0.9512951341388323,65081.34973714405,2.2380030161235577e-25
