r,phi
0.0,13920.011621947684
4.0079193253397314e-08,13920.011620417274
7.586112999893852e-05,13914.52967849325
0.00015168218080462362,13898.116103500091
0.00022750323161030872,13870.809922208093
0.00030332428241599386,13832.715628436272
0.000379145333221679,13783.983806336917
0.00045496638402736406,13724.765138215473
0.0005307874348330492,13655.190985508663
0.0006066084856387343,13575.442736534089
0.0006824295364444194,13485.860818302623
0.0007582505872501046,13386.793777124061
0.0008340716380557897,13278.590159308282
0.0009098926888614747,13161.598511165124
0.00098571373966716,13036.167379004444
0.0010615347904728452,12902.645309136082
0.0011373558412785302,12761.380847869892
0.0012131768920842154,12612.74238365102
0.0012889979428899005,12457.236536299155
0.0013648189936955855,12295.341329588402
0.0014406400445012707,12127.52123821999
0.0015164610953069559,11954.240736895168
0.0015922821461126409,11775.96430031518
0.001668103196918326,11593.15640318123
0.0017439242477240112,11406.281520194585
0.0018197452985296962,11215.804126056493
0.0018955663493353814,11022.188695468183
0.0019713874001410663,10825.899703130897
0.0020472084509467513,10627.401623745878
0.0021230295017524367,10427.159493819687
0.0021988505525581217,10225.709372724137
0.0022746716033638066,10023.455513398061
0.002350492654169492,9820.704145668453
0.002426313704975177,9617.7614993623
0.002502134755780862,9414.933804306616
0.0025779558065865474,9212.527290328333
0.0026537768573922324,9010.848187254524
0.0027295979081979173,8810.202724912102
0.0028054189590036027,8610.897133128092
0.0028812400098092877,8413.237641729473
0.0029570610606149727,8217.53048054321
0.003032882111420658,8024.081879396326
0.003108703162226343,7833.19344702486
0.003184524213032028,7645.053266246548
0.0032603452638377134,7459.732551188914
0.0033361663146433984,7277.297239817606
0.0034119873654490833,7097.813270098268
0.0034878084162547687,6921.346579996512
0.0035636294670604537,6747.9631074780045
0.0036394505178661387,6577.7287905083795
0.003715271568671824,6410.709567053258
0.003791092619477509,6246.971375078283
0.0038669136702831944,6086.580152549082
0.003942734721088879,5929.601837431299
0.004018555771894565,5776.102367690575
0.004094376822700249,5626.147681292554
0.004170197873505935,5479.801812342856
0.00424601892431162,5337.02019934803
0.004321839975117305,5197.718131423375
