T,S3/T,r_c,phi_esc,Gamma_H4
23358.62499999992,422.60625320485684,0.3255806655259414,55642.76996621731,1.4287191462206451e-145
23358.59999999992,421.5801200901309,0.338720789245105,55677.85314667847,3.9719636137676855e-145
23358.574999999917,420.5413182756794,0.3166188814734419,55712.74735714641,1.1182582753550497e-144
23358.549999999916,419.5123402424108,0.31978195494699196,55747.86486630646,3.117624791465628e-144
23358.524999999914,418.46371298356746,0.3636925551022146,55783.20140720043,8.863487055938287e-144
23358.499999999913,417.3566005721244,0.5204810467328049,55818.333986189245,2.671097801699661e-143
23358.47499999991,416.34152938747326,0.3228371145474978,55853.694409678916,7.344147915012739e-143
23358.44999999991,415.3188265943147,0.3975794106814763,55888.82044832647,2.0346586697721436e-142
23358.42499999991,414.23987755237505,0.4969244103087421,55924.19574911173,5.961791023530046e-142
23358.399999999907,413.2194367240795,0.33339853307878414,55959.34067963638,1.6479345737153782e-141
23358.374999999905,412.15549563907257,0.3473373495366403,55995.039258322766,4.756882005852367e-141
23358.349999999904,411.1220057084994,0.4030078150907218,56030.99463008717,1.3320604568816298e-140
23358.324999999903,410.08725433727835,0.33177770670943174,56066.7814984759,3.734798791413242e-140
23358.2999999999,409.0150113125064,0.3437916437097622,56103.1461077619,1.0869987461803131e-139
23358.2749999999,407.9540336601877,0.3978999156835382,56138.87742741094,3.1283252494340333e-139
23358.249999999898,406.8828303453901,0.34559596267951886,56175.016177272504,9.095256005774933e-139
23358.224999999897,405.7879556003498,0.3602656316923555,56211.049147921745,2.707421113354248e-138
23358.199999999895,404.7219763934568,0.3562118792685659,56247.36385401021,7.8304963546012e-138
23358.174999999894,403.66959833741095,0.37454492060719724,56283.51584908116,2.2342578784240037e-137
23358.149999999892,402.5778605623611,0.4106622709287924,56320.02182812429,6.629837711469698e-137
23358.12499999989,401.4910853287282,0.412742015412077,56356.61890384775,1.957584664405222e-136
23358.09999999989,400.40856713481475,0.32821589330204604,56393.54038286154,5.755612598851423e-136
23358.074999999888,399.3361880994652,0.33986909186225034,56430.3133180419,1.675216543795609e-135
23358.049999999886,398.24508018380226,0.3536822187154799,56467.195025614645,4.9676257305716295e-135
23358.024999999885,397.1483292653198,0.33904142725594527,56504.161717009534,1.4813693726194352e-134
23357.999999999884,396.0741863302948,0.3326465361942291,56540.575730901175,4.3190829973981627e-134
23357.974999999882,394.9600453835944,0.3320782186578586,56578.393123336566,1.3104483060320384e-133
23357.94999999988,393.8542184677497,0.3313316048929591,56615.6565460097,3.9431751475870326e-133
23357.92499999988,392.77969518913926,0.3394496352903055,56652.37864382061,1.1500693521483795e-132
23357.899999999878,391.6442535852451,0.3321194409302877,56690.483361930485,3.5641197629316897e-132
23357.874999999876,390.54707855901694,0.3311926190974702,56728.04123998729,1.0632121754609457e-131
23357.849999999875,389.4290254212052,0.3400006635309647,56765.71499405059,3.2382828268492287e-131
23357.824999999873,388.32319390059297,0.36285846705947444,56803.4822433639,9.74354431134355e-131
23357.799999999872,387.19002160179866,0.3391257698967318,56841.502933487136,3.012602414337556e-130
23357.77499999987,386.09436509306954,0.4276295703285934,56879.17765490544,8.972872497939024e-130
23357.74999999987,384.9664735818545,0.33660834170823584,56916.83172488868,2.7596935912556443e-129
23357.724999999868,383.8382027449056,0.4317261980437474,56955.46664718346,8.490802454352699e-129
23357.699999999866,382.6902272468128,0.3782843188261024,56993.912711956604,2.664127856755547e-128
23357.674999999865,381.5622720376449,0.39297168195626486,57032.18071971174,8.193982065219527e-128
23357.649999999863,380.40977303105063,0.39014834365520695,57070.831428673126,2.582536498989692e-127
23357.62499999986,379.2761669732223,0.3521846137137371,57109.77214671941,7.987654943061042e-127
23357.59999999986,378.12338258183763,0.3753046451410555,57148.20290863051,2.518154125085011e-126
23357.57499999986,376.9904917580346,0.36782497173258155,57187.04609369032,7.782766047870009e-126
23357.549999999857,375.840681997747,0.36402962650409343,57226.006349086856,2.446235342625684e-125
23357.524999999856,374.68842422150584,0.3621138182836477,57265.075051886975,7.707531420977502e-125
23357.499999999854,373.48874215959273,0.44434502556710503,57304.7051031705,2.5458898143596263e-124
23357.474999999853,372.35136455480165,0.35067340616045406,57344.42927070883,7.903286266584601e-124
23357.44999999985,371.1781666046197,0.36029551531654275,57383.86059023489,2.542514616646008e-123
23357.42499999985,369.99484308975883,0.36572877350276994,57423.4058179537,8.26213610280185e-123
23357.39999999985,368.84574690660816,0.4527785940847393,57462.996018881946,2.5948381870164723e-122
23357.374999999847,367.6594431441773,0.3824080271700154,57502.86299958688,8.456974414630631e-122
23357.349999999846,366.5015882916162,0.3665067462140853,57542.75982181427,2.679219741784881e-121
23357.324999999844,365.2895064806478,0.4555902675954754,57583.167895058396,8.958781008968485e-121
23357.299999999843,364.1071650457306,0.3687480515191215,57622.96449186676,2.9081678248715427e-120
23357.27499999984,362.89506155119125,0.4595252192692406,57663.66846503043,9.724229822720389e-120
23357.24999999984,361.7307722884693,0.37435075716084504,57704.050919719775,3.1003045191863996e-119
23357.22499999984,360.50205608851684,0.3711009737095921,57745.04697273988,1.053927156508629e-118
23357.199999999837,359.3073849741559,0.40971468068661115,57785.72645296574,3.463262454047447e-118
23357.174999999836,358.1033881862478,0.37005580220966766,57826.93669634882,1.1486458196999443e-117
23357.149999999834,356.9045818091582,0.37128592720081677,57867.6707518544,3.7899616136127435e-117
23357.124999999833,355.6629244311155,0.3764435526173988,57909.3768710121,1.3049912729274884e-116
23357.09999999983,354.4393241637436,0.3831099928600727,57950.58576297829,4.4133010052783056e-116
23357.07499999983,353.2441552527684,0.36918812125861283,57991.54209661581,1.4508301769521347e-115
23357.04999999983,351.9639205287988,0.4692174753353133,58033.42112637717,5.190967858871822e-115
23357.024999999827,350.74523185039567,0.38966305730940287,58075.05432006091,1.7468543365814998e-114
23356.999999999825,349.4943828314494,0.4891287997517505,58117.225353818605,6.069659046749163e-114
23356.974999999824,348.2595166446943,0.40176799082081577,58159.53866521756,2.0756407897849734e-113
23356.949999999822,347.0354875133151,0.4313292713306695,58201.59148986625,7.021756691408982e-113
23356.92499999982,345.7722631771796,0.49105864748588235,58244.19638081846,2.469901724704663e-112
23356.89999999982,344.5040984136128,0.38351880735994437,58286.93905053629,8.730540544055942e-112
23356.874999999818,343.24508785888986,0.42692258782378506,58329.43862834706,3.0579861745865972e-111
23356.849999999817,341.9937083318617,0.3860630130429174,58372.54521645484,1.0629713517036598e-110
23356.824999999815,340.72799647868504,0.5035830695412025,58415.281333921856,3.7479684708821257e-110
23356.799999999814,339.4462151843417,0.4041786244502811,58458.31849218839,1.342793836728861e-109
23356.774999999812,338.1889233662014,0.5097767003461193,58501.97948568785,4.69488535120385e-109
23356.74999999981,336.866554189045,0.3891349451322802,58545.81092130588,1.751332234049992e-108
23356.72499999981,335.57619092929474,0.4643032256811803,58589.01433924213,6.327966830391055e-108
23356.699999999808,334.2609535512879,0.3956249268716988,58633.379523200056,2.3437130150249887e-107
23356.674999999806,332.98528070274386,0.47049782365552323,58677.11684377013,8.345057511866352e-107
23356.649999999805,331.6861487131849,0.41935385232044015,58721.807332898126,3.041492696637215e-106
23356.624999999804,330.3512138128862,0.47143698848427384,58765.886458961984,1.1487159102014864e-105
23356.599999999802,329.0719687710308,0.4310816596829823,58810.40878622401,4.104424898457928e-105
23356.5749999998,327.7387689746929,0.41924788116372214,58855.62696135062,1.5474162805692846e-104
23356.5499999998,326.44715346572,0.4525744313698927,58900.22993637873,5.597245972934105e-104
23356.524999999798,325.10153809073284,0.524225249002326,58945.39576359447,2.1363631218386506e-103
23356.499999999796,323.7776381121297,0.4623730774554887,58990.762039816706,7.979531768325567e-103
23356.474999999795,322.41543565215574,0.4035464093744999,59036.659355654134,3.0961787280231624e-102
23356.449999999793,321.05383005545855,0.49477099666128876,59082.18439695991,1.2006184279593401e-101
23356.424999999792,319.7105744325621,0.4482852780371942,59128.08423503604,4.571306789626625e-101
23356.39999999979,318.3653934813998,0.40762626500438826,59173.785348524776,1.7437991136724468e-100
23356.37499999979,316.9804325839644,0.4244393627833314,59220.59843706217,6.920466471112111e-100
23356.349999999788,315.64556875309853,0.4462003137148602,59266.67393770372,2.6128132503653447e-99
23356.324999999786,314.26111620922796,0.4333162267274541,59313.682405642445,1.0363418552473815e-98
23356.299999999785,312.8950927775169,0.4707336396554894,59360.1521151925,4.035708343252461e-98
23356.274999999783,311.47910682138,0.4182380686962302,59407.570715854265,1.6516501204902388e-97
23356.24999999978,310.1011675079559,0.5782848681330179,59454.43412993359,6.508176991088332e-97
23356.22499999978,308.651097198111,0.5827222739301114,59501.895681803515,2.7552541510583482e-96
23356.19999999978,307.2855546659869,0.5587729900794276,59549.55141501693,1.0723063353879384e-95
23356.174999999777,305.8721049559265,0.45153605567523636,59597.68879699,4.376903912875665e-95
23356.149999999776,304.46203108373226,0.447335541590065,59645.49274783867,1.780501555895256e-94
23356.124999999774,303.02209813876334,0.464967388419521,59694.08061129284,7.461174055769052e-94
23356.099999999773,301.5526878025231,0.5341904653002978,59742.674048833105,3.2195521704794776e-93
23356.07499999977,300.0871308921627,0.6324508603076169,59791.50870950216,1.3838949922877456e-92
23356.04999999977,298.68796948672207,0.47261647293215747,59840.73032962507,5.5680726718915595e-92
23356.02499999977,297.2286291148768,0.5130474411245328,59889.650158779594,2.37846008744734e-91
23355.999999999767,295.76779383116593,0.4683985737625396,59939.37498065506,1.0174593717991172e-90
23355.974999999766,294.2955519595546,0.501898459162752,59989.3878692211,4.4020093654918775e-90
23355.949999999764,292.8184430051638,0.4442606948432163,60039.662055317705,1.913689456657475e-89
23355.924999999763,291.3790891091389,0.4742079653793017,60089.46484908796,8.012406795983451e-89
23355.89999999976,289.86901965130124,0.4807780288551248,60140.20519971051,3.599076638837755e-88
23355.87499999976,288.3220103615197,0.5064691493574394,60191.16023279721,1.6771072131314939e-87
23355.84999999976,286.84497976810735,0.4581692606942142,60242.39925476515,7.289191962742824e-87
23355.824999999757,285.32440519988495,0.49330338278415825,60293.82168612031,3.308203167737325e-86
23355.799999999756,283.79130984638294,0.45103398419929197,60345.64369355339,1.5201814328182984e-85
23355.774999999754,282.26393151928386,0.5258872402407584,60397.011086136736,6.945603451537944e-85
23355.749999999753,280.7652118415636,0.6523528233048667,60449.393514184645,3.08408028236661e-84
23355.72499999975,279.20017352959525,0.5126596558501333,60501.75749412996,1.4627493052321432e-83
23355.69999999975,277.56674325477627,0.5434531785073059,60554.65191611279,7.425666062523181e-83
23355.67499999975,276.073283218632,0.6513768958056239,60607.65452413081,3.27959664554476e-82
23355.649999999747,274.4623667310638,0.5275649765146698,60661.113364276214,1.6278648706482672e-81
23355.624999999745,272.91852936431667,0.5057709640066882,60714.51324018204,7.558260718561432e-81
23355.599999999744,271.30040967745185,0.5338869642723747,60768.74163766514,3.778214417658932e-80
23355.574999999742,269.65754876803584,0.7152932744687284,60823.232895715584,1.9355899932566898e-79
23355.54999999974,268.07510711739764,0.5420257750170432,60877.887016409615,9.337337230444531e-79
23355.52499999974,266.4574915495203,0.6182424746425043,60932.81658759367,4.664443856285145e-78
23355.499999999738,264.85056478400446,0.5810267212012623,60988.117006325716,2.305350108420127e-77
23355.474999999737,263.20741584506993,0.5276014970412197,61044.12299869224,1.1811127959619014e-76
23355.449999999735,261.55691345513213,0.5504497010270899,61100.09646920315,6.095308889494627e-76
23355.424999999734,259.9332770031632,0.5625891264957011,61156.10054344778,3.0624832967494915e-75
23355.399999999732,258.2741707475939,0.5284482980795902,61212.46088468039,1.5938270803311526e-74
23355.37499999973,256.6203054148669,0.5378771178452366,61269.46860573727,8.251235686941492e-74
23355.34999999973,254.84767137122597,0.593686875753458,61326.9702874449,4.806697535055112e-73
23355.324999999728,253.14252814509013,0.5004116679333325,61385.30953271207,2.6182185429720536e-72
23355.299999999726,251.48986940397538,0.4999232074266815,61443.65269721782,1.353560524189367e-71
23355.274999999725,249.74805357889932,0.5475025845895719,61501.575686548276,7.64555905242562e-71
23355.249999999724,248.00255851791866,0.6080259753845595,61561.06144092844,4.3340840998190545e-70
23355.224999999722,246.28254048664118,0.5198339140521951,61620.36016528936,2.3952784646054877e-69
23355.19999999972,244.454250965878,0.5115399843108427,61681.2504838833,1.4740633695030607e-68
23355.17499999972,242.6341348839805,0.5107929588473716,61741.915975821874,8.997298385326268e-68
23355.149999999718,240.91048308963056,0.6221661344095444,61801.94392562186,4.989286300376295e-67
23355.124999999716,239.04753701850387,0.62035792003909,61863.41662645149,3.177215169187969e-66
23355.099999999715,237.23994307291906,0.5795154025741484,61924.85567692785,1.9148208624232725e-65
23355.074999999713,235.4488328742404,0.5118822621813759,61987.901220090265,1.1351641395100104e-64
23355.049999999712,233.5977545218021,0.5360159994458454,62050.25845882566,7.142135745234993e-64
23355.02499999971,231.7574280872389,0.5870971415228847,62113.08446860184,4.4454666294174895e-63
23354.99999999971,229.90807667033698,0.5512561838041059,62176.18228422379,2.791640298173823e-62
23354.974999999708,227.98614142898293,0.5351696088170954,62241.19920099122,1.883973541869723e-61
23354.949999999706,226.03519541332858,0.5470482794647074,62305.829660622745,1.3084570074982084e-60
23354.924999999705,224.1235835694831,0.5963677035425906,62370.77454523958,8.738307209140116e-60
23354.899999999703,221.7549246060739,1.154987605382807,62436.18979672154,9.18754627789041e-59
23354.8749999997,220.2807696232139,0.627739029919229,62502.227580182305,3.972555950290068e-58
23354.8499999997,218.315134895087,0.721072542624921,62569.288931774805,2.798294172886968e-57
23354.8249999997,216.28440566978443,0.5994821956713583,62637.11075031679,2.102509901144907e-56
23354.799999999697,214.30303183428435,0.645892259057234,62704.84892276003,1.5039748540804015e-55
23354.774999999696,212.1003028348191,0.7483632241479651,62774.33160827844,1.3401123982943585e-54
23354.749999999694,210.1811523152024,0.594091271520278,62844.526829386006,9.009372974004485e-54
23354.724999999693,208.12779471563408,0.5960388879039997,62915.293840536746,6.919250478514365e-53
23354.69999999969,206.01241705247216,0.6668088731266059,62985.6282012074,5.650657853427434e-52
23354.67499999969,203.94237901236878,0.6045846209872038,63057.968472288834,4.4108711923114106e-51
23354.64999999969,201.82447836443689,0.5925760350003556,63130.64327302109,3.610061637154349e-50
23354.624999999687,199.58140504495898,0.8810937396842687,63203.26778161938,3.3449257215394384e-49
23354.599999999686,197.43226025159635,0.6235245211061133,63277.67029718647,2.8228864282055396e-48
23354.574999999684,195.19926381474144,0.9044295074476689,63351.939410387495,2.5885685104727183e-47
23354.549999999683,192.80303741878447,0.8623502409360857,63426.940098479514,2.790482154274562e-46
23354.52499999968,190.7632429528213,0.6998898696900551,63503.85294917379,2.11164111107917e-45
23354.49999999968,188.51332924837942,0.636492043471536,63581.60876444288,1.9679515653873499e-44
23354.47499999968,186.27940881280145,0.6519780437797497,63660.154223790116,1.8047873799679e-43
23354.449999999677,183.77809262748065,0.909521020834633,63739.501379211266,2.1573734810489576e-42
23354.424999999675,181.319171821499,0.9836871580409623,63819.916877587246,2.4719756830860225e-41
23354.399999999674,179.07819383891822,0.814100326095127,63901.0584293948,2.2813145727619202e-40
23354.374999999673,176.52735734779512,0.7516866206837828,63983.74057027402,2.8618805222766688e-39
23354.34999999967,174.16480733952253,0.6982431617696331,64067.473404990735,2.9779311115177313e-38
23354.32499999967,171.57723131798778,1.0677539738781883,64151.683286809806,3.871967049046023e-37
23354.29999999967,169.13721859714062,0.718598998588671,64237.86442388813,4.347936042985605e-36
23354.274999999667,166.61593669483298,0.7691232951663203,64325.569673424245,5.290249280358782e-35
23354.249999999665,163.91579896610432,0.8217055964089438,64415.14204414485,7.6821999559472715e-34
23354.224999999664,161.36410635983057,0.7619886997732256,64505.78368520623,9.626068530978242e-33
23354.199999999662,158.55004404365135,0.877735957543542,64597.26525106881,1.5635723075008943e-31
23354.17499999966,155.82158161986538,1.085383235410517,64690.44718867601,2.332191171275982e-30
23354.14999999966,153.04305913947715,0.922717338479643,64786.04907091279,3.6537456665575207e-29
23354.124999999658,149.95254427184764,1.1557864120338615,64882.26726595704,7.791845061292204e-28
23354.099999999657,147.1860106145829,0.8423706975066056,64981.20703015423,1.2050298159908913e-26
23354.074999999655,144.2339508039259,0.9512951341388323,65081.34973714405,2.2380030161235577e-25
23354.049999999654,140.97901632081195,1.3349708490256438,65183.49089892708,5.605177334783495e-24
23354.024999999652,137.93671133665254,1.1647881554194048,65288.00729772788,1.136663335889615e-22
23353.99999999965,135.1361760059733,1.2164301086101734,65396.24365206719,1.8135296880293706e-21
23353.97499999965,131.65271281985656,1.1511222452116805,65507.23562863841,5.680138564797519e-20
23353.949999999648,128.76803311665697,1.3435940046618424,65618.98473340514,9.833880400112545e-19
23353.924999999646,124.63301339018172,1.3302547516864707,65735.37902444538,5.851630063606969e-17
23353.899999999645,121.72363493224495,1.1631871747322196,65854.0074189559,1.0361311701218594e-15
23353.874999999643,117.95718820611177,1.0374165428137045,65976.1496360273,4.272520515989586e-14
23353.849999999642,114.08672053977993,1.5942658598441952,66102.00228501519,1.9492658501253904e-12
23353.82499999964,110.55348502893764,1.0947449869689054,66232.70829523672,6.365608311858e-11
23353.79999999964,106.04118106997399,1.4901551072044317,66368.71009121994,5.4495412015829335e-09
23353.774999999638,102.60981276809181,1.281540442509436,66508.4043556146,1.6038136600352346e-07
23353.749999999636,97.47353947651493,1.4396964464014854,66653.64779858611,2.5255382978772506e-05
23353.724999999635,93.18045609044931,1.6372514590809033,66806.48550854885,0.0017277132619898177
23353.699999999633,89.2169920133017,1.280588001369772,66966.90870779878,0.08520488655189637
23353.674999999632,84.37501119211976,1.7238578654417958,67135.94504774366,9.930190843616844
23353.64999999963,78.87879011014253,1.823292906103097,67314.28664341374,2188.0327506290373
23353.62499999963,71.18118304817985,1.8718365977087372,67507.69661765768,4132260.305355
23353.599999999627,65.55491737342454,2.5965898753577927,67717.18355343022,1013916187.6671913
23353.574999999626,62.64003401778753,3.058344786545284,67947.71568228352,17469803488.238674
23353.549999999625,50.04236263036085,2.9695934685741405,68200.35852541095,3690745166736624.5
23353.524999999623,51.127721360582406,3.6711596900950765,68495.15030499914,1287433603852088.2
23353.49999999962,34.25173857185584,2.85100918621891,68870.29849426365,1.506289529227103e+22
23353.47499999962,21.505379387721298,4.043993398109854,69333.94179246415,2.5726267880642167e+27
23353.44999999962,15.493150316682941,2.5443575684516286,69612.52462718452,6.424536135703203e+29
