T,S3/T,r_c,phi_esc,Gamma_H4
15799.975,222.20110652922014,0.19360203688674038,58931.14144532296,1.235515392124198e-59
15799.95,221.91825122466466,0.18706399960565637,58944.94050792274,1.6362818591666087e-59
15799.925000000001,221.63061005466673,0.19066479975556502,58959.250885956964,2.1773659170311975e-59
15799.900000000001,221.34497090635753,0.1913070734020905,58973.33214474214,2.8916122329680217e-59
15799.875000000002,221.05808909865294,0.19062729115003488,58987.444320269045,3.8448873446045655e-59
15799.850000000002,220.77366721674824,0.18898384729150783,59001.30321782626,5.0999393905172005e-59
15799.825000000003,220.48605562319898,0.18941098976577053,59015.437332711466,6.786114435553089e-59
15799.800000000003,220.19692494644266,0.19116607102543087,59029.83090524411,9.04339436420863e-59
15799.775000000003,219.9106899082257,0.190054253809529,59043.75994361483,1.2016878102328572e-58
15799.750000000004,219.62057960223368,0.19014806395190997,59058.18771828964,1.6029583958593656e-58
15799.725000000004,219.33187984734437,0.1897691938443028,59072.392495893,2.135223318021476e-58
15799.700000000004,219.042921610147,0.18957316775655625,59086.61499860919,2.844950514662983e-58
15799.675000000005,218.75391298472167,0.18936233084278764,59100.85541489381,3.7907638403709606e-58
15799.650000000005,218.46629990198693,0.19147729083204854,59114.87752416653,5.044007106128701e-58
15799.625000000005,218.17634270881803,0.19176987222742425,59129.1556417086,6.727203357458197e-58
15799.600000000006,217.88613354729387,0.19206836822783163,59143.451138929515,8.97430751820015e-58
15799.575000000006,217.59521544897976,0.1923724051126306,59157.76546341696,1.1980417350208872e-57
15799.550000000007,217.30685854974655,0.19269230782430335,59171.95669935467,1.5952808303609584e-57
15799.525000000007,217.01540287688297,0.19302661850261005,59186.30707536285,2.1307754137806408e-57
15799.500000000007,216.72360820508743,0.1933755444921486,59200.7027616825,2.846972281322476e-57
15799.475000000008,216.43228918986705,0.21178781092123924,59215.20653962164,3.802090730357196e-57
15799.450000000008,216.13975980232294,0.19413046017111502,59229.46919468339,5.0837307818660827e-57
15799.425000000008,215.84697004976366,0.19432462078174004,59243.893563088495,6.799135666286252e-57
15799.400000000009,215.55413574710025,0.19422893139229855,59258.336856616625,9.093747364396156e-57
15799.37500000001,215.26032602239206,0.19409589626328938,59272.79897789327,1.217451106872483e-56
15799.35000000001,214.9664911412475,0.1941585270543886,59287.27983538774,1.6299332091102769e-56
15799.32500000001,214.67234209898015,0.19437631332696992,59301.78011572125,2.182842273494962e-56
15799.30000000001,214.37743797086313,0.20655452094381496,59316.44562808781,2.9254946977651793e-56
15799.27500000001,214.08268774636295,0.2062268927061811,59330.98408684339,3.9202040305158094e-56
15799.250000000011,213.78797134976082,0.1961050636869624,59345.39468216828,5.252937134295886e-56
15799.225000000011,213.49195623830363,0.202516964378317,59360.118751771945,7.047816038610464e-56
15799.200000000012,213.19537808004125,0.1988709635859122,59374.71578943251,9.461248975938092e-56
15799.175000000012,212.89846339624162,0.19628101150728616,59389.33151756095,1.2705338601395047e-55
15799.150000000012,212.60428759053872,0.2146311807753697,59403.817573879234,1.7015380354907382e-55
15799.125000000013,212.30917594484524,0.19945971069472282,59418.2547912611,2.280864001997047e-55
15799.100000000013,212.01006349673986,0.20010463082555424,59432.93068457689,3.0695951143080515e-55
15799.075000000013,211.7147335180752,0.1962405657847966,59447.47556437269,4.115574193496057e-55
15799.050000000014,211.41460690027534,0.20128694882075304,59462.23596756387,5.544302046624263e-55
15799.025000000014,211.11262804587912,0.20188016163167216,59477.077560366626,7.482741056840108e-55
15799.000000000015,210.81595318006634,0.20243410055321148,59491.680967211905,1.0045836722821321e-54
15798.975000000015,210.5147335712429,0.20294651209086728,59506.50485092483,1.3547835567285635e-54
15798.950000000015,210.2146817273851,0.2034572064831002,59521.252952020135,1.824941089973315e-54
15798.925000000016,209.91154127543268,0.20394015885234673,59536.223832508884,2.4658022000617845e-54
15798.900000000016,209.61223514293115,0.20438995253572642,59550.90671871774,3.3190435878590946e-54
15798.875000000016,209.30954721555608,0.21454457959732387,59565.92001930205,4.482543548205167e-54
15798.850000000017,209.0060568042165,0.20524534191809407,59580.79955077164,6.058717872457374e-54
15798.825000000017,208.70347037134496,0.20556841286750002,59595.69958250341,8.181742318246045e-54
15798.800000000017,208.40429387511114,0.20558668791601345,59610.4640034267,1.1011316302199422e-53
15798.775000000018,208.09984151571663,0.20539677818985275,59625.535910138155,1.4897249755616718e-53
15798.750000000018,207.79735691972985,0.20539886991477946,59640.52661143917,2.0115143980733662e-53
15798.725000000019,207.49359364374388,0.205632707953821,59655.5114047727,2.71950662381907e-53
15798.700000000019,207.1913987549505,0.19567289142133648,59670.3579749749,3.6709586244105795e-53
15798.67500000002,206.88354761504175,0.2066631410009574,59685.544383208566,4.983175018422193e-53
15798.65000000002,206.5770239946139,0.20723873061368842,59700.59447734378,6.755523378631535e-53
15798.62500000002,206.27342018084695,0.19676169167896568,59715.503938444366,9.13169910703551e-53
15798.60000000002,205.9622866311256,0.20832441329702894,59730.79391381388,1.2436239595266482e-52
15798.57500000002,205.65903180062404,0.19639651800689953,59745.77487919509,1.6804606764572312e-52
15798.550000000021,205.34613159914153,0.20161712403715154,59761.36628389882,2.2925802384963652e-52
15798.525000000021,205.03875630149503,0.20318212085263598,59776.524296076124,3.1105511038612466e-52
15798.500000000022,204.7316103920279,0.20998746280813863,59791.541275980555,4.21939108554455e-52
15798.475000000022,204.42324260128424,0.21044574793598927,59806.74374910822,5.730434032964128e-52
15798.450000000023,204.11417065758584,0.21091902371696414,59821.96853289197,7.788024945129975e-52
15798.425000000023,203.80475341773894,0.21140777797790852,59837.21577656994,1.0588014154847421e-51
15798.400000000023,203.49406026014506,0.21473825768295354,59852.65179012324,1.441286207006991e-51
15798.375000000024,203.18601066151658,0.2124034188054698,59867.77845699202,1.9567927101102732e-51
15798.350000000024,202.87534979618283,0.21290631705295926,59883.094171589044,2.663566778817805e-51
15798.325000000024,202.5646672618205,0.21339894002504511,59898.43259506504,3.6256858431958376e-51
15798.300000000025,202.2476941974819,0.2077169744490483,59914.14733317377,4.966230817948166e-51
15798.275000000025,201.93591925234628,0.21164264793148238,59929.53136815415,6.767391242277003e-51
15798.250000000025,201.62654104419673,0.21487353447252863,59944.75601957869,9.199854750655948e-51
15798.225000000026,201.31493410160905,0.21511439229851287,59960.187837560625,1.253429285889433e-50
15798.200000000026,201.00151411008423,0.20684930348192593,59975.642956327596,1.7107977282743752e-50
15798.175000000027,200.68791405056768,0.20274786327385985,59991.122430429445,2.335465877077136e-50
15798.150000000027,200.371282612387,0.21524175604219856,60006.8038712767,3.19781586325896e-50
15798.125000000027,200.05485829164266,0.21569620751136726,60022.50085096238,4.377664520168985e-50
15798.100000000028,199.74301228264915,0.2126300972728509,60037.87868367433,5.965632103774969e-50
15798.075000000028,199.42745832287912,0.20829594702976492,60053.45179995693,8.159566766206668e-50
15798.050000000028,199.108240853142,0.21788535813479057,60069.22310558283,1.1200957738129429e-49
15798.025000000029,198.79226830181042,0.2186199763131623,60084.845186105274,1.5326497753535666e-49
15798.00000000003,198.4753846791767,0.21915215032193844,60100.49197275962,2.0990449083150163e-49
15797.97500000003,198.1538842451867,0.21956197024610655,60116.33451558856,2.8879438955538433e-49
15797.95000000003,197.8362624283201,0.22012415161572654,60132.02931465073,3.958059954558621e-49
15797.92500000003,197.5176412476023,0.22066118274510435,60147.74794636836,5.430064995095396e-49
15797.90000000003,197.1933212945308,0.21025312448537062,60163.837646276814,7.49172990506472e-49
15797.875000000031,196.8733038548219,0.21550863777670887,60179.60506773453,1.0292079028161641e-48
15797.850000000031,196.55546573406482,0.22239187858014883,60195.232321787735,1.4108574910872344e-48
15797.825000000032,196.2360032616242,0.22300559729675593,60211.052487544526,1.93714235004282e-48
