T,S3/T,r_c,phi_esc,Gamma_H4
17679.975,298.15986113498826,0.19675886991137545,56699.23744228567,3.091972409883698e-92
17679.949999999997,297.78503503092304,0.21032235938059576,56715.83240851788,4.489506443812502e-92
17679.924999999996,297.4235499847877,0.1885440801791207,56731.687886733875,6.43273750471942e-92
17679.899999999994,297.0474118282522,0.2143676993978473,56748.44855284206,9.352414119713271e-92
17679.874999999993,296.6805273709562,0.20802409458552137,56764.659571237884,1.3472620361333202e-91
17679.84999999999,296.31850302816275,0.1883720543051943,56780.76357244422,1.9314318247625484e-91
17679.82499999999,295.9372045850997,0.1942985838967679,56797.83358246949,2.822499870735523e-91
17679.79999999999,295.57060174994734,0.2392689966247285,56813.90925559208,4.0647848716226453e-91
17679.774999999987,295.19788206927956,0.20994579618576967,56830.26791953629,5.889564901417984e-91
17679.749999999985,294.82624461600267,0.19307322969880347,56846.51490381116,8.52432905081452e-91
17679.724999999984,294.44945303529386,0.24239190679080594,56863.223056991264,1.240118455057393e-90
17679.699999999983,294.0678278250512,0.20076848776005324,56879.95020909342,1.8128153903600847e-90
17679.67499999998,293.7033411442745,0.18951915467040306,56895.887648237534,2.605180012490846e-90
17679.64999999998,293.32528446087343,0.20294081887525595,56912.58641514448,3.7947584149400913e-90
17679.624999999978,292.9499035320351,0.22227695173590828,56929.37331254215,5.5128138812522065e-90
17679.599999999977,292.5684016277295,0.1969144172863187,56946.18041409924,8.05760800318071e-90
17679.574999999975,292.19567651547936,0.21544567006956405,56962.57010751422,1.1674698892585024e-89
17679.549999999974,291.82397587263904,0.20166258191693698,56978.838805184045,1.6898242829090564e-89
17679.524999999972,291.443389921426,0.24758193074032292,56995.70507578525,2.4676032194708657e-89
17679.49999999997,291.0682096205918,0.2149385796736677,57012.30058343342,3.584036742124816e-89
17679.47499999997,290.68616340511727,0.2099316466201715,57029.20875363806,5.241250756408444e-89
17679.449999999968,290.31321185629713,0.20596486574780778,57045.55648631993,7.59568493646133e-89
17679.424999999967,289.92784655193196,0.20265784893779132,57062.72611355332,1.1144515813262584e-88
17679.399999999965,289.5525937239666,0.24973422374496435,57079.26296370851,1.6187704779125747e-88
17679.374999999964,289.1751103890528,0.20072512942780435,57095.820397517215,2.3565243081981522e-88
17679.349999999962,288.7942370395128,0.22097789306232207,57112.75781900077,3.4420888795258296e-88
17679.32499999996,288.41670156240014,0.19594769251848126,57129.3578010649,5.01105331046239e-88
17679.29999999996,288.02416732813987,0.19907161075619545,57146.84487268201,7.404825088464739e-88
17679.274999999958,287.65012884206993,0.22983438554406488,57163.33378589752,1.0742581645267295e-87
17679.249999999956,287.2680182363078,0.21042667228844364,57180.15132643476,1.5710456057170478e-87
17679.224999999955,286.88916609102614,0.19494409506245433,57196.83803796813,2.290129476276859e-87
17679.199999999953,286.50324887985147,0.2512286460594043,57214.05530625054,3.3618814888141853e-87
17679.174999999952,286.11508451084,0.22037349858280436,57231.13630330677,4.946230976870365e-87
17679.14999999995,285.73398825297426,0.21366789857449575,57247.888843598,7.2262279989405035e-87
17679.12499999995,285.35303073241965,0.19640267753511506,57264.66264409313,1.0555719286883518e-86
17679.099999999948,284.95809810690525,0.21533816459093402,57282.15545546149,1.5635083563159593e-86
17679.074999999946,284.5763850198713,0.22385674523566623,57298.9741539227,2.2856010115527603e-86
17679.049999999945,284.1906583360164,0.20897458766282515,57315.97665080276,3.3545428449664706e-86
17679.024999999943,283.7991926524886,0.21898564504213883,57333.34901908057,4.951585804016875e-86
17678.99999999994,283.4092316485671,0.20690672824139245,57350.57975314919,7.298002709841319e-86
17678.97499999994,283.0261212610908,0.25561644789555066,57367.488171583194,1.068324237193198e-85
17678.94999999994,282.64049885980825,0.20517274369505342,57384.42090498388,1.5677835844292672e-85
17678.924999999937,282.25101341833704,0.25658377310201647,57401.800978212996,2.309599690819877e-85
17678.899999999936,281.854160686525,0.21339436454393715,57419.20349647371,3.427430192250812e-85
17678.874999999935,281.4691240516002,0.22738963145762955,57436.20434816724,5.026838289979213e-85
17678.849999999933,281.0819360567235,0.20138410384888933,57453.22892585246,7.388381795329752e-85
17678.82499999993,280.6808657031332,0.20560872430945137,57471.12303502886,1.1010304274798336e-84
17678.79999999993,280.2954512891113,0.25731225714747014,57488.194272877125,1.615418609683218e-84
17678.77499999993,279.90751710276635,0.2064687473027309,57505.28842019234,2.376063644993749e-84
17678.749999999927,279.5135837374175,0.23027898690219384,57522.82869719702,3.5157763025896752e-84
17678.724999999926,279.1141741982243,0.2199508055142765,57540.392596420665,5.230564919269028e-84
17678.699999999924,278.72349855713344,0.21996993929337044,57557.557675966105,7.714396463221568e-84
17678.674999999923,278.3337715321308,0.20104347382957283,57574.7483689197,1.1366958494848939e-83
17678.64999999992,277.92727194690457,0.22386567436106208,57592.620834845555,1.7030611203390953e-83
17678.62499999992,277.537548357727,0.23067655929350508,57609.857996149876,2.5093916969946366e-83
17678.59999999992,277.14205462836594,0.21663974715534287,57627.3037436406,3.718756750722779e-83
17678.574999999917,276.74152173114595,0.22174639790934836,57645.10006085439,5.5386303408661435e-83
17678.549999999916,276.3433645427012,0.21201520793825554,57662.73692578536,8.229614045740998e-83
17678.524999999914,275.95049352781933,0.26401175353711315,57680.07318723241,1.2163874385383667e-82
17678.499999999913,275.54854585797136,0.26475346566246655,57697.66382792745,1.8141932533161036e-82
17678.47499999991,275.1524222921157,0.2654527228734363,57715.236295008,2.6901605222002993e-82
17678.44999999991,274.7498215610075,0.2662600699913671,57732.87277570426,4.0148482272714436e-82
17678.42499999991,274.3523196395999,0.2354831251098958,57750.59368982822,5.961511594037136e-82
17678.399999999907,273.9500904667552,0.2678221294831279,57768.18264001295,8.893732523936463e-82
17678.374999999905,273.553428022519,0.23804542554182784,57785.860604678,1.3194896502393685e-81
17678.349999999904,273.1481263209426,0.2484795136251612,57803.59138776221,1.9745035566829228e-81
17678.324999999903,272.75159395456194,0.20864713122173206,57821.128096448425,2.929010237073525e-81
17678.2999999999,272.34591076751224,0.26808726201985106,57839.39781276687,4.384648109402049e-81
17678.2749999999,271.9449689200261,0.2674427445149786,57857.2995895401,6.532800183031902e-81
17678.249999999898,271.5429479138851,0.2072709256487835,57874.91341472177,9.74380698474872e-81
17678.224999999897,271.128618035035,0.21184970264310468,57893.37759555846,1.4712031422093877e-80
17678.199999999895,270.72575398921975,0.229557445718286,57911.04328669823,2.1961557482713828e-80
17678.174999999894,270.32399439203874,0.23528819404623658,57928.735125985935,3.2747276902379696e-80
17678.149999999892,269.9183293550833,0.21254283880071453,57946.45363738586,4.901990826296851e-80
17678.12499999989,269.5110970922823,0.2736581232491617,57964.60783586688,7.349286435218182e-80
17678.09999999989,269.096637334784,0.22806967160481048,57982.78872016914,1.1097821402820516e-79
17678.074999999888,268.6949806944032,0.2119717866955196,58000.37911578075,1.654624542252577e-79
17678.049999999886,268.27520366203845,0.21690808871147832,58019.018615487796,2.5118015439052234e-79
17678.024999999885,267.872172654776,0.22531546141690856,58036.77641762699,3.75005475746905e-79
17677.999999999884,267.4642941517389,0.24250835953571417,58054.95623735151,5.625768472323795e-79
17677.974999999882,267.054325356135,0.21115794421674236,58072.86206515812,8.45721339705647e-79
17677.94999999988,266.63385872757783,0.2175244338968613,58091.60658749605,1.2847087767388564e-78
17677.92499999988,266.22761608320525,0.22296705242819154,58109.35238074713,1.924145375824908e-78
17677.899999999878,265.816954721335,0.21445826965579198,58127.552967761054,2.8945279699335885e-78
17677.874999999876,265.40028055381407,0.22944916121496362,58145.9729618306,4.380388544362215e-78
17677.849999999875,264.9870289374959,0.28106203440131866,58164.418373077184,6.606446642464983e-78
17677.824999999873,264.5749707035556,0.21430019535913913,58182.48824330397,9.95190687720406e-78
17677.799999999872,264.1579930335767,0.28041884122972927,58201.17066165493,1.5064941425521424e-77
17677.77499999987,263.74590476981956,0.23215321126848215,58219.51703178647,2.2694237873464722e-77
17677.74999999987,263.32117138783383,0.22421020110834278,58238.25015849793,3.4619643401770765e-77
17677.724999999868,262.9063270108105,0.22778674536274504,58256.65412094866,5.229469643623903e-77
17677.699999999866,262.4929290279765,0.23902669135163573,58274.86387055448,7.887992865273165e-77
17677.674999999865,262.07049059639576,0.2469645895145939,58293.50398117317,1.2005423956668115e-76
17677.649999999863,261.65135672758413,0.2846688294403418,58311.942801628094,1.8212093649692927e-76
17677.62499999986,261.2319109531227,0.2407493663717078,58330.466992924936,2.7636004705620484e-76
17677.59999999986,260.81188807207843,0.2858331950693927,58349.19110350876,4.196025843005595e-76
17677.57499999986,260.39013347489805,0.2516871007144341,58367.71138229422,6.381857512947864e-76
17677.549999999857,259.9688283031353,0.23444277066896066,58386.32743885028,9.701978031686226e-76
17677.524999999856,259.53857176799806,0.23129918627631843,58405.29970346824,1.4881161144440833e-75
17677.499999999854,259.11809885384827,0.23960326361679113,58423.97751677816,2.2604098261069334e-75
17677.474999999853,258.69927375996264,0.22762077077793041,58442.45011025142,3.427870040450168e-75
17677.44999999985,258.26813855903043,0.24556941682662176,58461.50550312217,5.262292261136293e-75
17677.42499999985,257.84865429412827,0.2904527341878334,58480.27521917771,7.985337282097791e-75
17677.39999999985,257.4220609346364,0.24402504587328877,58498.99380759188,1.2203356269330273e-74
17677.374999999847,256.99335708527707,0.2920586100213628,58517.97931948859,1.868851320240377e-74
17677.349999999846,256.567868434043,0.22312818088463224,58536.84422530947,2.852858431390916e-74
17677.324999999844,256.13917401572775,0.2913341643525101,58555.89323802444,4.368858636563037e-74
17677.299999999843,255.7124995990374,0.2432311158227157,58574.97009258207,6.677006662399143e-74
17677.27499999984,255.28573127494508,0.22782878967222595,58593.68820252976,1.020550164015695e-73
17677.24999999984,254.85047297636055,0.258957798538636,58612.96982064505,1.5730789916597566e-73
17677.22499999984,254.42180808804207,0.22487872010883944,58631.99702976179,2.4088968627901508e-73
17677.199999999837,253.99210164116215,0.2641062789224754,58651.198222538886,3.6926122268357606e-73
17677.174999999836,253.56176026917163,0.2378539820102577,58670.179383864146,5.663976586222254e-73
17677.149999999834,253.13105714387578,0.224180765410416,58689.30665541568,8.690874837891774e-73
17677.124999999833,252.6911649167347,0.2286232130715243,58708.73657959217,1.3457696893971468e-72
17677.09999999983,252.2576691319235,0.22944826326107381,58728.06207374769,2.0706876555667293e-72
17677.07499999983,251.82219142098683,0.22903949270353174,58747.67604314822,3.192362018756943e-72
17677.04999999983,251.39524263652444,0.2250026428662411,58766.42177043143,4.880066761516449e-72
17677.024999999827,250.9519700400996,0.2315074654970754,58786.1039443317,7.582012233878851e-72
17676.999999999825,250.51910165989182,0.23364033346684823,58805.29861334979,1.1658689266748071e-71
17676.974999999824,250.08399966175625,0.22415016133016183,58824.66157804795,1.7967069952923434e-71
17676.949999999822,249.64090784522188,0.2510577438377798,58844.30472685438,2.7909490149344737e-71
17676.92499999982,249.19797684924498,0.23380884495260298,58863.85581823842,4.334660334868473e-71
17676.89999999982,248.75706691288494,0.30720668679455854,58883.441537611376,6.71867664864459e-71
17676.874999999818,248.31821210427694,0.23406418242999344,58902.94476404169,1.0392576330248676e-70
17676.849999999817,247.87238638391256,0.23766344134970432,58922.711606951816,1.6187127193104883e-70
17676.824999999815,247.43303584404714,0.2433349374304625,58942.28491179816,2.50506581862431e-70
17676.799999999814,246.9952206167805,0.23560173224427997,58961.624180001905,3.870826633289358e-70
17676.774999999812,246.54535792872818,0.23561072917687792,58981.48638407074,6.053221514041287e-70
17676.74999999981,246.09901190250181,0.23644093990258314,59001.27492142982,9.432988099105339e-70
17676.72499999981,245.6552479425106,0.3112265928970498,59021.09561667965,1.4662071511965197e-69
17676.699999999808,245.20318747012567,0.2827918625825505,59040.95141590221,2.2978429492712567e-69
17676.674999999806,244.75708113696018,0.26019167795172693,59060.84285264865,3.579918465790191e-69
17676.649999999805,244.31580205662414,0.23642898059997475,59080.389304579585,5.550603260728454e-69
17676.624999999804,243.85774101175235,0.3139426604950325,59100.60854528781,8.750816902940015e-69
17676.599999999802,243.41315499729464,0.2617061185542037,59120.62835188384,1.3612523471958332e-68
17676.5749999998,242.96656955716767,0.2333080554804786,59140.28503590249,2.1217269447562747e-68
17676.5499999998,242.5116915797022,0.2557660003441353,59160.44199193401,3.3343967109487486e-68
17676.524999999798,242.06263517281903,0.24165759558452019,59180.45522644068,5.2099090931142566e-68
17676.499999999796,241.60397312517736,0.2421263932445055,59200.68012151266,8.21838641908704e-68
17676.474999999795,241.153491090597,0.24282438414835,59220.76966427576,1.2859088481623763e-67
