r,phi
0.0,19821.336743818836
2.581847642743565e-08,19821.336742471445
5.3116940821802705e-05,19815.63449743719
0.00010620806316717797,19798.551551753393
0.00015929918551255324,19770.108700422337
0.0002123903078579285,19730.38009781085
0.0002654814302033038,19679.462768624173
0.00031857255254867905,19617.453737567557
0.0003716636748940543,19544.439719682065
0.0004247547972394296,19460.51621163507
0.00047784591958480486,19365.911178860653
0.0005309370419301801,19260.867071404828
0.0005840281642755554,19145.626339313603
0.0006371192866209307,19020.431432632933
0.0006902104089663059,18885.524801408865
0.0007433015313116812,18741.148895687395
0.0007963926536570565,18587.546165514526
0.0008494837760024317,18424.959073404112
0.000902574898347807,18253.66835977239
0.0009556660206931823,18074.052674474042
0.0010087571430385577,17886.505529847782
0.001061848265383933,17691.420438232337
0.0011149393877293082,17489.19091196645
0.0011680305100746835,17280.210463388816
0.0012211216324200587,17064.872604838194
0.001274212754765434,16843.570848653282
0.0013273038771108093,16616.698707172807
0.0013803949994561845,16384.64969273552
0.0014334861218015598,16147.817317680121
0.001486577244146935,15906.595094345343
0.0015396683664923104,15661.37653506991
0.0015927594888376856,15412.555152192552
0.001645850611183061,15160.613190220654
0.0016989417335284362,14906.045081043041
0.0017520328558738114,14649.206724956966
0.0018051239782191867,14390.4531194937
0.001858215100564562,14130.139262184523
0.0019113062229099372,13868.620150560753
0.0019643973452553123,13606.250782153722
0.0020174884676006878,13343.386154494685
0.0020705795899460633,13080.381265114978
0.0021236707122914383,12817.591111545888
0.0021767618346368134,12555.370691318712
0.002229852956982189,12294.075001964753
0.0022829440793275643,12034.059041015324
0.0023360352016729394,11775.677806001717
0.0023891263240183144,11519.298233389221
0.00244221744636369,11265.209144663779
0.0024953085687090654,11013.559620719381
0.0025483996910544405,10764.493184127532
0.0026014908133998155,10518.153357459822
0.002654581935745191,10274.683663287753
0.0027076730580905665,10034.227624182939
0.0027607641804359415,9796.928762716896
0.0028138553027813166,9562.93060146118
0.002866946425126692,9332.376662987343
0.0029200375474720676,9105.41046986694
0.0029731286698174426,8882.175544671518
0.0030262197921628177,8662.815409972623
0.003079310914508193,8447.473588341833
0.0031324020368535687,8236.29360235067
0.0031854931591989437,8029.413856130304
0.0032385842815443188,7826.852057801945
0.0032916754038896942,7628.561425014843
0.0033447665262350697,7434.5053132123285
0.0033978576485804448,7244.647077837806
0.00345094877092582,7058.950074334665
0.0035040398932711953,6877.37765814631
0.003557131015616571,6699.8931847161
0.003610222137961946,6526.460009487404
0.003663313260307321,6357.041487903669
0.0037164043826526964,6191.600975408204
0.003769495504998072,6030.101827444443
0.003822586627343447,5872.507399455775
0.003875677749688822,5718.781046885546
0.003928768872034197,5568.886125177167
0.0039818599943795725,5422.785989774027
0.004034951116724948,5280.443996119502
0.004088042239070323,5141.823499656974
0.0041411333614156986,5006.887855829846
0.004194224483761074,4875.586226398191
0.004247315606106449,4747.740176916261
0.004300406728451824,4623.252054475968
0.004353497850797199,4502.054498141057
0.004406588973142575,4384.080146975277
0.00445968009548795,4269.261640042401
0.004512771217833325,4157.531616406181
0.004565862340178701,4048.8227151304163
0.004618953462524076,3943.0675752788375
0.004672044584869451,3840.1988359152165
0.004725135707214826,3740.149136103326
0.004778226829560201,3642.8511149069236
0.004831317951905577,3548.237411389782
0.004884409074250952,3456.2406646156596
0.004937500196596327,3366.793513648343
0.004990591318941703,3279.8285975515755
0.005043682441287078,3195.278555389101
0.005096773563632453,3113.076026224735
0.005149864685977828,3033.153649122207
0.005202955808323203,2955.4440631453035
0.005256046930668579,2879.8799073577684
0.005309138053013954,2806.3938208233885
0.005362229175359329,2734.918442605893
0.005415320297704705,2665.3864117690973
0.00546841142005008,2597.7303673767165
0.005521502542395455,2531.882948492552
0.00557459366474083,2467.7704415561457
0.005627684787086205,2405.3374230340414
0.005680775909431581,2344.549669195796
0.005733867031776956,2285.3730340258917
0.005786958154122331,2227.7733715088107
0.005840049276467707,2171.7165356291225
0.005893140398813082,2117.168380371295
0.005946231521158457,2064.0947597198683
0.005999322643503832,2012.4615276593104
0.006052413765849207,1962.2345381742198
0.006105504888194583,1913.3796452489914
0.006158596010539958,1865.8627028682095
0.006211687132885333,1819.649565016327
0.006264778255230709,1774.7060856779426
0.006317869377576084,1730.9981188375095
0.006370960499921459,1688.491518479539
0.0064240516222668345,1647.1521385885426
0.0064771427446122095,1606.945833149046
0.0065302338669575855,1567.838456145546
0.0065833249893029605,1529.795861562554
0.0066364161116483356,1492.7839033845958
0.0066895072339937115,1456.7684355961537
0.0067425983563390865,1421.7153121817537
0.006795689478684462,1387.5903871259216
0.006848780601029837,1354.359514413154
0.006901871723375212,1321.9885480279481
0.006954962845720588,1290.4433419548295
0.007008053968065963,1259.6897501783242
0.007061145090411338,1229.6936266828998
0.007114236212756714,1200.4208254531113
0.007167327335102089,1171.842772045973
0.007220418457447464,1143.960810988574
0.007273509579792839,1116.7646401521488
0.007326600702138214,1090.2410591669613
0.00737969182448359,1064.3768676632462
0.007432782946828965,1039.1588652712526
0.00748587406917434,1014.5738516212296
0.007538965191519716,990.6086263434117
0.007592056313865091,967.249989068092
0.007645147436210466,944.4847394255194
0.007698238558555841,922.2996770458703
0.007751329680901216,900.6816015594959
0.007804420803246592,879.6173125965579
0.007857511925591967,859.0936097873782
0.007910603047937344,839.097292762177
0.007963694170282719,819.6151611512178
0.008016785292628094,800.6340145847062
0.008069876414973469,782.1406526929495
0.008122967537318844,764.1218751061824
0.008176058659664219,746.564481454654
0.008229149782009594,729.4552713685989
0.00828224090435497,712.7810444782808
0.008335332026700346,696.5286004139489
0.008388423149045721,680.6847388058814
0.008441514271391096,665.2362592842692
0.008494605393736471,650.1699614794197
0.008547696516081846,635.4726450215385
0.008600787638427221,621.1311095409183
0.008653878760772596,607.1321546677791
0.008706969883117971,593.4625800323993
0.008760061005463348,580.1091852649988
0.008813152127808723,567.0587699958414
0.008866243250154098,554.2981338551908
0.008919334372499473,541.8176699957257
0.008972425494844848,529.6185898006515
0.009025516617190223,517.6966850039462
0.009078607739535598,506.0472291060578
0.009131698861880975,494.66549560752173
0.00918478998422635,483.54675800887344
0.009237881106571725,472.6862898105901
0.0092909722289171,462.07936451319256
0.009344063351262475,451.7212556172308
0.00939715447360785,441.60723662321107
0.009450245595953225,431.73258103162516
0.0095033367182986,422.092562343023
0.009556427840643976,412.6824540578673
0.009609518962989352,403.4975296767079
0.009662610085334727,394.53306270010944
0.009715701207680102,385.78432662850537
0.009768792330025478,377.2465949624311
0.009821883452370853,368.9151412024512
0.009874974574716228,360.7852388490137
0.009928065697061603,352.8521614026977
0.00998115681940698,345.11118236398033
0.010034247941752355,337.55757523336797
0.01008733906409773,330.1866135114251
0.010140430186443105,322.99357069861435
0.01019352130878848,315.9737202954857
0.010246612431133855,309.1223358025454
0.01029970355347923,302.43469072029984
0.010352794675824605,295.9060585492989
0.01040588579816998,289.53171279000526
0.010458976920515357,283.3069269429834
0.010512068042860732,277.2269745087251
0.010565159165206107,271.2871289877512
0.010618250287551482,265.48266388058255
0.010671341409896857,259.8088526877109
0.010724432532242232,254.2609689096862
0.010777523654587607,248.83428604701476
0.010830614776932984,243.52407760018832
0.010883705899278359,238.3256170697714
0.010936797021623734,233.23417795622663
0.010989888143969109,228.24503376008943
0.011042979266314484,223.35588122221816
0.011096070388659859,218.56868510173808
0.011149161511005234,213.88206316379365
0.01120225263335061,209.2945081479993
0.011255343755695984,204.80451279394038
0.011308434878041361,200.410569841275
0.011361526000386736,196.11117202960304
0.011414617122732111,191.90481209855352
0.011467708245077486,187.78998278774088
0.011520799367422861,183.76517683677957
0.011573890489768236,179.8288869852986
0.011626981612113611,175.9796059729124
0.011680072734458988,172.21582653923542
0.011733163856804363,168.53604142388212
0.011786254979149738,164.9387433665106
0.011839346101495113,161.4224251067062
0.011892437223840488,157.9855793840834
0.011945528346185863,154.62669893827115
0.011998619468531238,151.34427650888392
0.012051710590876613,148.13680483555072
0.012104801713221989,145.0027766579151
0.012157892835567365,141.94068471556238
0.01221098395791274,138.9490217480925
0.012264075080258115,136.02628049516352
0.01231716620260349,133.17095369637536
0.012370257324948866,130.38153409137158
0.01242334844729424,127.65651441975206
0.012476439569639616,124.9943874211458
0.012529530691984992,122.39364583515271
0.012582621814330367,119.85278240141633
0.012635712936675743,117.37028985955112
0.012688804059021118,114.94466094915697
0.012741895181366493,112.57438840987743
0.012794986303711868,110.25796498132695
0.012848077426057243,107.99388340311998
0.012901168548402618,105.78063641485642
0.012954259670747993,103.61671675620892
0.01300735079309337,101.50061716673372
0.013060441915438745,99.43083038608893
0.01311353303778412,97.405849153889
0.013166624160129495,95.42416620974836
0.01321971528247487,93.48427429328149
0.013272806404820245,91.58466614413192
0.01332589752716562,89.7238345019141
0.013378988649510997,87.90027210621338
0.013432079771856372,86.11247169665876
0.013485170894201747,84.35892601290834
0.013538262016547122,82.63812779454747
0.013591353138892497,80.94856978120515
0.013644444261237872,79.2892087521177
0.013697535383583247,77.66156118328217
0.013750626505928622,76.06557535972388
0.013803717628273997,74.50083653505135
0.013856808750619374,72.9669299628149
0.013909899872964749,71.46344089662307
0.013962990995310124,69.98995459006983
0.014016082117655499,68.54605629677826
0.014069173240000874,67.13133127034234
0.01412226436234625,65.7453647643124
0.014175355484691624,64.38774203231151
0.014228446607037001,63.0580483279482
0.014281537729382376,61.7558689047728
0.014334628851727751,60.480789016437484
0.014387719974073126,59.232393916507135
0.014440811096418501,58.010268858561176
0.014493902218763876,56.81399909623724
0.014546993341109251,55.643169883071096
0.014600084463454626,54.49736647270038
0.014653175585800001,53.376174118719064
0.014706266708145378,52.27917807472113
0.014759357830490753,51.20596359427145
0.014812448952836128,50.156115931022214
0.014865540075181503,49.12922033849463
0.014918631197526878,48.124862070340896
0.014971722319872253,47.14262638014043
0.015024813442217629,46.182098521487205
0.015077904564563005,45.24286374798976
0.01513099568690838,44.32450731319841
0.015184086809253755,43.42661447075079
0.01523717793159913,42.54877047422633
0.015290269053944506,41.69056057724811
0.01534336017628988,40.85157003336644
0.015396451298635256,40.03138409618987
0.01544954242098063,39.22958801932691
0.015502633543326006,38.445767056357
0.015555724665671383,37.67950646088866
0.015608815788016758,36.93039148651587
0.01566190691036213,36.19800738681806
0.015714998032707504,35.48193941540376
0.015768089155052883,34.781772825852386
0.015821180277398258,34.09709287180158
0.015874271399743633,33.427484806787106
0.015927362522089008,32.7725338844466
0.015980453644434383,32.13182535835949
0.016033544766779758,31.504944482119754
0.016086635889125133,30.891476509321365
0.016139727011470508,30.291006693572854
0.016192818133815883,29.703120288453647
0.016245909256161258,29.127402547557722
0.016299000378506633,28.56343872450816
0.01635209150085201,28.010814072855283
0.016405182623197383,27.469113846236723
0.01645827374554276,26.937923298202804
0.016511364867888133,26.41682768239116
0.016564455990233512,25.90541225236666
0.016617547112578887,25.40326226175239
0.016670638234924262,24.90996296412777
0.016723729357269637,24.425099613072234
0.016776820479615012,23.948257462208858
0.016829911601960387,23.479021765117068
0.016883002724305762,23.016977775390842
0.016936093846651137,22.562294934366946
0.016989184968996512,22.11575845439802
0.017042276091341887,21.677292033375124
0.017095367213687263,21.246802224224666
0.017148458336032638,20.82419557974208
0.017201549458378013,20.409378652766463
0.017254640580723388,20.00225799616601
0.017307731703068763,19.602740162750706
0.017360822825414138,19.210731705417857
0.017413913947759513,18.826139176962897
0.01746700507010489,18.44886913022492
0.017520096192450266,18.07882811811578
0.01757318731479564,17.71592269341636
0.017626278437141017,17.36005940893665
0.01767936955948639,17.011144817603054
0.017732460681831767,16.66908547222556
0.01778555180417714,16.33378792561416
0.017838642926522517,16.005158730666153
0.017891734048867892,15.683104440191528
0.017944825171213267,15.367531607073033
0.017997916293558642,15.05834678406245
0.018051007415904017,14.755456524100737
0.018104098538249392,14.458767379983328
0.018157189660594767,14.168185904578422
0.018210280782940142,13.883618650681456
0.01826337190528552,13.604972171175177
0.018316463027630896,13.332153018927784
0.01836955414997627,13.065067746734712
0.018422645272321646,12.803622907449608
0.01847573639466702,12.547725053897011
0.018528827517012396,12.297280738988775
0.01858191863935777,12.052196515491232
0.018635009761703146,11.812378936287132
0.01868810088404852,11.577734554215567
0.018741192006393896,11.34816992211563
0.01879428312873927,11.123591592811863
0.018847374251084646,10.90390611915791
0.01890046537343002,10.68902005405107
0.018953556495775396,10.478839950272231
0.01900664761812077,10.273272360660485
0.019059738740466146,10.07222383809858
0.01911282986281152,9.875600935396506
0.0191659209851569,9.683310205422458
0.019219012107502275,9.495258200986427
0.01927210322984765,9.311351474971161
0.019325194352193025,9.131496580215753
0.0193782854745384,8.955600069530192
0.019431376596883775,8.783568495782674
0.01948446771922915,8.615308411812293
0.019537558841574525,8.450726370458142
0.0195906499639199,8.289728924559313
0.019643741086265275,8.132222626969451
0.01969683220861065,7.9781140305276494
0.019749923330956026,7.827309688073001
0.0198030144533014,7.67971615245915
0.019856105575646776,7.53523997652519
0.01990919669799215,7.393787713095662
0.01996228782033753,7.2552659150533145
0.020015378942682904,7.119581135208136
0.02006847006502828,6.986639926399221
0.020121561187373654,6.856348841494764
0.02017465230971903,6.72861443333386
0.020227743432064405,6.6033432547264965
0.02028083455440978,6.480441858569975
