======================================================================
LATTICE SIMULATION LOG
Started: 2026-02-19 19:27:49
Log file: logs/simulation_20260219_192749.log
======================================================================

Numba Configuration:
  Version: 0.63.1
  Threading layer: default
  Configured threads: 11
  Active threads: 11
----------------------------------------------------------------------
OVERDAMPED MODE: η = 10.0 (rescaled: 1.00e-02)

Hubble expansion: ENABLED (comoving lattice)
  g_* = 106.75, M_Pl = 2.40e+18 GeV, ΔV = 1.00e+28 GeV^4
  H² = (T⁴/χ_g² + ΔV) / (3 M_Pl²)
  H(T0=7341.0) = 2.4056e-05 GeV
  3H = 7.2169e-05 GeV
  η_phys = 0.3 GeV  →  3H/η = 2.41e-04
  T(t) = T0 / a(t)  (entropy conservation)
  Initial a = 1.0
Field precision: float32
Tree-level VEV: ±1.0000e+11

Finding thermal VEV at T = 7341.0...
  V'(0) = -3.3898e-08
  V'(VEV) = 7.1194e-31
  Thermal VEV found: 1.0000e+11
  Ratio thermal/tree: 1.0000

Finding escape point...
  V'(1e-10) = -3.3898e-08
  V'(1e0)   = -3.3899e+02
  V'(1e5)   = -9.9983e+10
  V'(1e8)   = -1.0000e+14
  V'(1e10)  = -9.9000e+15
  No barrier: V' < 0 everywhere (spinodal regime)
  Using thermal VEV: 1.0000e+11
  V'(escape) = 7.1194e-31

Using TREE-LEVEL VEV for seeding: 1.0000e+11
The bubble is seeded at the true vacuum (no rolling needed).
Bubble seeding: DISABLED (thermal nucleation only)
Field states will be saved to: data/set6/128x128_T0_7341_dt_1e-05_interval_50000_hubble_eta_10/field_states
Figures will be saved to: data/set6/128x128_T0_7341_dt_1e-05_interval_50000_hubble_eta_10/figs/latticeSnapshot

============================================================
Starting time evolution...
Grid: 128×128, Steps: 1000000000, dt: 1.00e-05
Using fused RK2: True
Using in-kernel RNG: True
Field precision: float32
Spline resolution N_Y: 256
Bubble seeding: DISABLED
Thermal noise: ENABLED (FDT noise_scale(T0) = 3.8317e-05)
Overdamped mode: ENABLED (η = 10.0, no ringing)
Hubble expansion: ENABLED
  H(T0) = 2.4056e-05 GeV, 3H/η = 2.41e-04
  g_* = 106.75, M_Pl = 2.40e+18 GeV
============================================================

Warming up JIT compilation...
JIT warmup complete.
Starting main loop...

Step 0/1000000000 | t=0.00e+00 | T=7341.0 | a=1.000000 | H=2.41e-05 | 1196.3 steps/s | 0.00 ms/step | ETA: 0.0 min
Step 30500000/1000000000 | t=3.05e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1290.8 steps/s | 0.77 ms/step | ETA: 12518.0 min
Step 30550000/1000000000 | t=3.05e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1290.9 steps/s | 0.77 ms/step | ETA: 12516.5 min
Step 30600000/1000000000 | t=3.06e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1291.0 steps/s | 0.77 ms/step | ETA: 12515.3 min
Step 30650000/1000000000 | t=3.06e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1291.0 steps/s | 0.77 ms/step | ETA: 12514.4 min
Step 30700000/1000000000 | t=3.07e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1291.1 steps/s | 0.77 ms/step | ETA: 12512.9 min
Step 30750000/1000000000 | t=3.07e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1291.1 steps/s | 0.77 ms/step | ETA: 12511.5 min
Step 30800000/1000000000 | t=3.08e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1291.2 steps/s | 0.77 ms/step | ETA: 12510.7 min
Step 30850000/1000000000 | t=3.08e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1291.2 steps/s | 0.77 ms/step | ETA: 12509.3 min
Step 30900000/1000000000 | t=3.09e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1291.3 steps/s | 0.77 ms/step | ETA: 12508.3 min
Step 30950000/1000000000 | t=3.09e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1291.3 steps/s | 0.77 ms/step | ETA: 12507.1 min
Step 31000000/1000000000 | t=3.10e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1291.4 steps/s | 0.77 ms/step | ETA: 12505.9 min
Step 31050000/1000000000 | t=3.10e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1291.5 steps/s | 0.77 ms/step | ETA: 12504.6 min
Step 31100000/1000000000 | t=3.11e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1291.5 steps/s | 0.77 ms/step | ETA: 12503.6 min
Step 31150000/1000000000 | t=3.11e-01 | T=7340.9 | a=1.000007 | H=2.41e-05 | 1291.5 steps/s | 0.77 ms/step | ETA: 12503.1 min
Step 31200000/1000000000 | t=3.12e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1291.5 steps/s | 0.77 ms/step | ETA: 12501.9 min
Step 31250000/1000000000 | t=3.12e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1291.6 steps/s | 0.77 ms/step | ETA: 12500.6 min
Step 31300000/1000000000 | t=3.13e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1291.7 steps/s | 0.77 ms/step | ETA: 12499.2 min
Step 31350000/1000000000 | t=3.14e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1291.8 steps/s | 0.77 ms/step | ETA: 12497.6 min
Step 31400000/1000000000 | t=3.14e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1291.8 steps/s | 0.77 ms/step | ETA: 12496.4 min
Step 31450000/1000000000 | t=3.15e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1291.9 steps/s | 0.77 ms/step | ETA: 12495.4 min
Step 31500000/1000000000 | t=3.15e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1291.9 steps/s | 0.77 ms/step | ETA: 12494.2 min
Step 31550000/1000000000 | t=3.16e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1292.0 steps/s | 0.77 ms/step | ETA: 12493.0 min
Step 31600000/1000000000 | t=3.16e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1291.9 steps/s | 0.77 ms/step | ETA: 12492.8 min
Step 31650000/1000000000 | t=3.17e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1291.9 steps/s | 0.77 ms/step | ETA: 12492.3 min
Step 31700000/1000000000 | t=3.17e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1292.1 steps/s | 0.77 ms/step | ETA: 12490.4 min
Step 31750000/1000000000 | t=3.18e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1292.1 steps/s | 0.77 ms/step | ETA: 12489.1 min
Step 31800000/1000000000 | t=3.18e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1292.2 steps/s | 0.77 ms/step | ETA: 12487.8 min
Step 31850000/1000000000 | t=3.19e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1292.3 steps/s | 0.77 ms/step | ETA: 12486.2 min
Step 31900000/1000000000 | t=3.19e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1292.3 steps/s | 0.77 ms/step | ETA: 12485.1 min
Step 31950000/1000000000 | t=3.20e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1292.4 steps/s | 0.77 ms/step | ETA: 12483.8 min
Step 32000000/1000000000 | t=3.20e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1292.5 steps/s | 0.77 ms/step | ETA: 12482.7 min
Step 32050000/1000000000 | t=3.21e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1292.5 steps/s | 0.77 ms/step | ETA: 12481.4 min
Step 32100000/1000000000 | t=3.21e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1292.5 steps/s | 0.77 ms/step | ETA: 12480.6 min
Step 32150000/1000000000 | t=3.22e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1292.5 steps/s | 0.77 ms/step | ETA: 12480.3 min
Step 32200000/1000000000 | t=3.22e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1292.6 steps/s | 0.77 ms/step | ETA: 12478.5 min
Step 32250000/1000000000 | t=3.23e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1292.7 steps/s | 0.77 ms/step | ETA: 12476.7 min
Step 32300000/1000000000 | t=3.23e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1292.9 steps/s | 0.77 ms/step | ETA: 12474.9 min
Step 32350000/1000000000 | t=3.24e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1293.0 steps/s | 0.77 ms/step | ETA: 12472.8 min
Step 32400000/1000000000 | t=3.24e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1293.1 steps/s | 0.77 ms/step | ETA: 12471.4 min
Step 32450000/1000000000 | t=3.25e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1293.2 steps/s | 0.77 ms/step | ETA: 12470.0 min
Step 32500000/1000000000 | t=3.25e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1293.3 steps/s | 0.77 ms/step | ETA: 12468.4 min
Step 32550000/1000000000 | t=3.26e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1293.4 steps/s | 0.77 ms/step | ETA: 12466.9 min
Step 32600000/1000000000 | t=3.26e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1293.4 steps/s | 0.77 ms/step | ETA: 12465.7 min
Step 32650000/1000000000 | t=3.27e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1293.5 steps/s | 0.77 ms/step | ETA: 12464.3 min
Step 32700000/1000000000 | t=3.27e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1293.6 steps/s | 0.77 ms/step | ETA: 12462.5 min
Step 32750000/1000000000 | t=3.28e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1293.8 steps/s | 0.77 ms/step | ETA: 12460.3 min
Step 32800000/1000000000 | t=3.28e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1293.9 steps/s | 0.77 ms/step | ETA: 12458.6 min
Step 32850000/1000000000 | t=3.29e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1294.0 steps/s | 0.77 ms/step | ETA: 12456.9 min
Step 32900000/1000000000 | t=3.29e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1294.1 steps/s | 0.77 ms/step | ETA: 12455.1 min
Step 32950000/1000000000 | t=3.30e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1294.2 steps/s | 0.77 ms/step | ETA: 12453.4 min
Step 33000000/1000000000 | t=3.30e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1294.3 steps/s | 0.77 ms/step | ETA: 12452.3 min
Step 33050000/1000000000 | t=3.31e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1294.4 steps/s | 0.77 ms/step | ETA: 12450.5 min
Step 33100000/1000000000 | t=3.31e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1294.5 steps/s | 0.77 ms/step | ETA: 12448.9 min
Step 33150000/1000000000 | t=3.32e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1294.6 steps/s | 0.77 ms/step | ETA: 12447.0 min
Step 33200000/1000000000 | t=3.32e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1294.6 steps/s | 0.77 ms/step | ETA: 12446.2 min
Step 33250000/1000000000 | t=3.33e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1294.7 steps/s | 0.77 ms/step | ETA: 12444.8 min
Step 33300000/1000000000 | t=3.33e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1294.8 steps/s | 0.77 ms/step | ETA: 12443.2 min
Step 33350000/1000000000 | t=3.34e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1294.9 steps/s | 0.77 ms/step | ETA: 12442.1 min
Step 33400000/1000000000 | t=3.34e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1294.9 steps/s | 0.77 ms/step | ETA: 12440.7 min
Step 33450000/1000000000 | t=3.35e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1295.0 steps/s | 0.77 ms/step | ETA: 12439.7 min
Step 33500000/1000000000 | t=3.35e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1295.1 steps/s | 0.77 ms/step | ETA: 12438.2 min
Step 33550000/1000000000 | t=3.36e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1295.1 steps/s | 0.77 ms/step | ETA: 12437.5 min
Step 33600000/1000000000 | t=3.36e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1295.1 steps/s | 0.77 ms/step | ETA: 12436.5 min
Step 33650000/1000000000 | t=3.37e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1295.1 steps/s | 0.77 ms/step | ETA: 12435.9 min
Step 33700000/1000000000 | t=3.37e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1295.2 steps/s | 0.77 ms/step | ETA: 12434.4 min
Step 33750000/1000000000 | t=3.38e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1295.3 steps/s | 0.77 ms/step | ETA: 12432.7 min
Step 33800000/1000000000 | t=3.38e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1295.5 steps/s | 0.77 ms/step | ETA: 12430.4 min
Step 33850000/1000000000 | t=3.39e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1295.6 steps/s | 0.77 ms/step | ETA: 12428.2 min
Step 33900000/1000000000 | t=3.39e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1295.8 steps/s | 0.77 ms/step | ETA: 12426.3 min
Step 33950000/1000000000 | t=3.40e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1296.0 steps/s | 0.77 ms/step | ETA: 12423.9 min
Step 34000000/1000000000 | t=3.40e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1296.1 steps/s | 0.77 ms/step | ETA: 12422.0 min
Step 34050000/1000000000 | t=3.41e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1296.2 steps/s | 0.77 ms/step | ETA: 12420.7 min
Step 34100000/1000000000 | t=3.41e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1296.3 steps/s | 0.77 ms/step | ETA: 12418.9 min
Step 34150000/1000000000 | t=3.42e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1296.4 steps/s | 0.77 ms/step | ETA: 12417.4 min
Step 34200000/1000000000 | t=3.42e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1296.5 steps/s | 0.77 ms/step | ETA: 12415.9 min
Step 34250000/1000000000 | t=3.43e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1296.5 steps/s | 0.77 ms/step | ETA: 12414.8 min
Step 34300000/1000000000 | t=3.43e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1296.6 steps/s | 0.77 ms/step | ETA: 12413.6 min
Step 34350000/1000000000 | t=3.44e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1296.6 steps/s | 0.77 ms/step | ETA: 12412.4 min
Step 34400000/1000000000 | t=3.44e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1296.6 steps/s | 0.77 ms/step | ETA: 12411.7 min
Step 34450000/1000000000 | t=3.44e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1296.6 steps/s | 0.77 ms/step | ETA: 12411.7 min
Step 34500000/1000000000 | t=3.45e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1296.6 steps/s | 0.77 ms/step | ETA: 12410.4 min
Step 34550000/1000000000 | t=3.45e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1296.7 steps/s | 0.77 ms/step | ETA: 12409.1 min
Step 34600000/1000000000 | t=3.46e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1296.8 steps/s | 0.77 ms/step | ETA: 12407.7 min
Step 34650000/1000000000 | t=3.46e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1296.9 steps/s | 0.77 ms/step | ETA: 12406.3 min
Step 34700000/1000000000 | t=3.47e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1296.9 steps/s | 0.77 ms/step | ETA: 12404.9 min
Step 34750000/1000000000 | t=3.48e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1297.1 steps/s | 0.77 ms/step | ETA: 12403.1 min
Step 34800000/1000000000 | t=3.48e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1297.2 steps/s | 0.77 ms/step | ETA: 12401.5 min
Step 34850000/1000000000 | t=3.49e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1297.2 steps/s | 0.77 ms/step | ETA: 12400.2 min
Step 34900000/1000000000 | t=3.49e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1297.2 steps/s | 0.77 ms/step | ETA: 12399.6 min
Step 34950000/1000000000 | t=3.50e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1297.3 steps/s | 0.77 ms/step | ETA: 12398.0 min
Step 35000000/1000000000 | t=3.50e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1297.4 steps/s | 0.77 ms/step | ETA: 12396.9 min
Step 35050000/1000000000 | t=3.51e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1297.5 steps/s | 0.77 ms/step | ETA: 12395.4 min
Step 35100000/1000000000 | t=3.51e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1297.5 steps/s | 0.77 ms/step | ETA: 12394.1 min
Step 35150000/1000000000 | t=3.52e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1297.6 steps/s | 0.77 ms/step | ETA: 12392.9 min
Step 35200000/1000000000 | t=3.52e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1297.7 steps/s | 0.77 ms/step | ETA: 12391.5 min
Step 35250000/1000000000 | t=3.53e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1297.8 steps/s | 0.77 ms/step | ETA: 12389.9 min
Step 35300000/1000000000 | t=3.53e-01 | T=7340.9 | a=1.000008 | H=2.41e-05 | 1297.9 steps/s | 0.77 ms/step | ETA: 12388.1 min
Step 35350000/1000000000 | t=3.54e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1298.0 steps/s | 0.77 ms/step | ETA: 12386.1 min
Step 35400000/1000000000 | t=3.54e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1298.1 steps/s | 0.77 ms/step | ETA: 12384.3 min
Step 35450000/1000000000 | t=3.55e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1298.3 steps/s | 0.77 ms/step | ETA: 12382.6 min
Step 35500000/1000000000 | t=3.55e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1298.3 steps/s | 0.77 ms/step | ETA: 12381.2 min
Step 35550000/1000000000 | t=3.56e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1298.5 steps/s | 0.77 ms/step | ETA: 12379.1 min
Step 35600000/1000000000 | t=3.56e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1298.6 steps/s | 0.77 ms/step | ETA: 12377.0 min
Step 35650000/1000000000 | t=3.57e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1298.8 steps/s | 0.77 ms/step | ETA: 12375.3 min
Step 35700000/1000000000 | t=3.57e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1298.8 steps/s | 0.77 ms/step | ETA: 12374.0 min
Step 35750000/1000000000 | t=3.58e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1298.9 steps/s | 0.77 ms/step | ETA: 12372.2 min
Step 35800000/1000000000 | t=3.58e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1299.0 steps/s | 0.77 ms/step | ETA: 12370.9 min
Step 35850000/1000000000 | t=3.59e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1299.1 steps/s | 0.77 ms/step | ETA: 12369.2 min
Step 35900000/1000000000 | t=3.59e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1299.2 steps/s | 0.77 ms/step | ETA: 12367.5 min
Step 35950000/1000000000 | t=3.60e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1299.3 steps/s | 0.77 ms/step | ETA: 12366.0 min
Step 36000000/1000000000 | t=3.60e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1299.5 steps/s | 0.77 ms/step | ETA: 12364.1 min
Step 36050000/1000000000 | t=3.61e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1299.5 steps/s | 0.77 ms/step | ETA: 12363.2 min
Step 36100000/1000000000 | t=3.61e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1299.5 steps/s | 0.77 ms/step | ETA: 12362.0 min
Step 36150000/1000000000 | t=3.62e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1299.6 steps/s | 0.77 ms/step | ETA: 12360.8 min
Step 36200000/1000000000 | t=3.62e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1299.6 steps/s | 0.77 ms/step | ETA: 12359.8 min
Step 36250000/1000000000 | t=3.63e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1299.7 steps/s | 0.77 ms/step | ETA: 12358.3 min
Step 36300000/1000000000 | t=3.63e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1299.8 steps/s | 0.77 ms/step | ETA: 12356.9 min
Step 36350000/1000000000 | t=3.64e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1299.9 steps/s | 0.77 ms/step | ETA: 12355.6 min
Step 36400000/1000000000 | t=3.64e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1299.9 steps/s | 0.77 ms/step | ETA: 12355.0 min
Step 36450000/1000000000 | t=3.65e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1299.8 steps/s | 0.77 ms/step | ETA: 12354.8 min
Step 36500000/1000000000 | t=3.65e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1299.8 steps/s | 0.77 ms/step | ETA: 12354.2 min
Step 36550000/1000000000 | t=3.66e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1299.8 steps/s | 0.77 ms/step | ETA: 12353.4 min
Step 36600000/1000000000 | t=3.66e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1299.9 steps/s | 0.77 ms/step | ETA: 12352.6 min
Step 36650000/1000000000 | t=3.67e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1299.9 steps/s | 0.77 ms/step | ETA: 12351.4 min
Step 36700000/1000000000 | t=3.67e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.0 steps/s | 0.77 ms/step | ETA: 12350.4 min
Step 36750000/1000000000 | t=3.68e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.0 steps/s | 0.77 ms/step | ETA: 12349.4 min
Step 36800000/1000000000 | t=3.68e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.1 steps/s | 0.77 ms/step | ETA: 12348.1 min
Step 36850000/1000000000 | t=3.69e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.1 steps/s | 0.77 ms/step | ETA: 12347.1 min
Step 36900000/1000000000 | t=3.69e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.2 steps/s | 0.77 ms/step | ETA: 12345.9 min
Step 36950000/1000000000 | t=3.70e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.2 steps/s | 0.77 ms/step | ETA: 12345.2 min
Step 37000000/1000000000 | t=3.70e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.2 steps/s | 0.77 ms/step | ETA: 12343.9 min
Step 37050000/1000000000 | t=3.71e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.2 steps/s | 0.77 ms/step | ETA: 12343.2 min
Step 37100000/1000000000 | t=3.71e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.2 steps/s | 0.77 ms/step | ETA: 12343.3 min
Step 37150000/1000000000 | t=3.72e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.2 steps/s | 0.77 ms/step | ETA: 12342.4 min
Step 37200000/1000000000 | t=3.72e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.2 steps/s | 0.77 ms/step | ETA: 12341.2 min
Step 37250000/1000000000 | t=3.73e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.2 steps/s | 0.77 ms/step | ETA: 12340.9 min
Step 37300000/1000000000 | t=3.73e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.2 steps/s | 0.77 ms/step | ETA: 12340.0 min
Step 37350000/1000000000 | t=3.74e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.3 steps/s | 0.77 ms/step | ETA: 12339.0 min
Step 37400000/1000000000 | t=3.74e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.3 steps/s | 0.77 ms/step | ETA: 12338.0 min
Step 37450000/1000000000 | t=3.75e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.4 steps/s | 0.77 ms/step | ETA: 12337.0 min
Step 37500000/1000000000 | t=3.75e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.4 steps/s | 0.77 ms/step | ETA: 12336.3 min
Step 37550000/1000000000 | t=3.76e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.4 steps/s | 0.77 ms/step | ETA: 12335.3 min
Step 37600000/1000000000 | t=3.76e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.4 steps/s | 0.77 ms/step | ETA: 12334.5 min
Step 37650000/1000000000 | t=3.77e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.4 steps/s | 0.77 ms/step | ETA: 12334.1 min
Step 37700000/1000000000 | t=3.77e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.4 steps/s | 0.77 ms/step | ETA: 12333.2 min
Step 37750000/1000000000 | t=3.78e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.5 steps/s | 0.77 ms/step | ETA: 12332.3 min
Step 37800000/1000000000 | t=3.78e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.5 steps/s | 0.77 ms/step | ETA: 12330.9 min
Step 37850000/1000000000 | t=3.79e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.6 steps/s | 0.77 ms/step | ETA: 12329.5 min
Step 37900000/1000000000 | t=3.79e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.7 steps/s | 0.77 ms/step | ETA: 12328.4 min
Step 37950000/1000000000 | t=3.80e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.7 steps/s | 0.77 ms/step | ETA: 12327.0 min
Step 38000000/1000000000 | t=3.80e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.8 steps/s | 0.77 ms/step | ETA: 12325.8 min
Step 38050000/1000000000 | t=3.81e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.8 steps/s | 0.77 ms/step | ETA: 12325.1 min
Step 38100000/1000000000 | t=3.81e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.9 steps/s | 0.77 ms/step | ETA: 12323.9 min
Step 38150000/1000000000 | t=3.82e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.9 steps/s | 0.77 ms/step | ETA: 12322.5 min
Step 38200000/1000000000 | t=3.82e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1300.9 steps/s | 0.77 ms/step | ETA: 12322.0 min
Step 38250000/1000000000 | t=3.83e-01 | T=7340.9 | a=1.000009 | H=2.41e-05 | 1301.0 steps/s | 0.77 ms/step | ETA: 12320.8 min
