loop_id,winding_sign,n_voxels,centroid_x,centroid_y,centroid_z,max_winding,step,time,temperature
1,-,64,26.00,410.00,31.50,1.0000,3825,9.56250000e+02,6769.84
12,-,64,386.00,358.00,31.50,1.0000,3825,9.56250000e+02,6769.84
13,+,64,470.00,456.00,31.50,1.0000,3825,9.56250000e+02,6769.84
14,-,64,475.00,207.00,31.50,1.0000,3825,9.56250000e+02,6769.84
15,+,64,503.00,199.00,31.50,1.0000,3825,9.56250000e+02,6769.84
9,+,23,289.52,342.00,9.48,1.0000,3825,9.56250000e+02,6769.84
4,+,13,285.62,343.00,57.38,2.0000,3825,9.56250000e+02,6769.84
2,+,9,283.67,344.00,48.33,2.0000,3825,9.56250000e+02,6769.84
3,+,7,284.00,343.86,40.14,1.0000,3825,9.56250000e+02,6769.84
8,+,3,287.00,343.00,29.00,1.0000,3825,9.56250000e+02,6769.84
11,+,3,289.00,342.00,23.00,1.0000,3825,9.56250000e+02,6769.84
5,+,2,285.00,343.00,35.50,1.0000,3825,9.56250000e+02,6769.84
6,+,2,286.00,343.00,32.50,1.0000,3825,9.56250000e+02,6769.84
7,+,2,287.50,342.00,63.00,1.0000,3825,9.56250000e+02,6769.84
10,+,2,288.00,342.00,26.50,1.0000,3825,9.56250000e+02,6769.84
