loop_id,winding_sign,n_voxels,centroid_x,centroid_y,centroid_z,max_winding,step,time,temperature
54,+,54,467.00,458.50,38.00,2.0000,2400,6.00000000e+02,6769.90
1,-,53,29.11,408.17,38.72,1.0000,2400,6.00000000e+02,6769.90
9,-,42,215.50,334.79,32.21,1.0000,2400,6.00000000e+02,6769.90
6,+,41,201.41,331.98,48.61,1.0000,2400,6.00000000e+02,6769.90
46,-,40,393.12,355.00,47.38,1.0000,2400,6.00000000e+02,6769.90
19,+,28,268.43,345.43,21.64,1.0000,2400,6.00000000e+02,6769.90
65,+,26,507.00,196.00,18.50,1.0000,2400,6.00000000e+02,6769.90
42,+,22,316.59,335.00,6.91,1.0000,2400,6.00000000e+02,6769.90
59,-,21,471.76,212.00,41.24,2.0000,2400,6.00000000e+02,6769.90
38,+,14,308.79,335.00,60.71,1.0000,2400,6.00000000e+02,6769.90
64,+,14,504.00,197.00,56.50,1.0000,2400,6.00000000e+02,6769.90
23,-,13,275.62,341.00,18.38,2.0000,2400,6.00000000e+02,6769.90
62,-,13,473.00,211.00,57.00,1.0000,2400,6.00000000e+02,6769.90
57,-,11,470.55,212.73,26.73,2.0000,2400,6.00000000e+02,6769.90
58,-,11,471.00,212.00,16.00,1.0000,2400,6.00000000e+02,6769.90
52,-,10,397.80,355.00,3.70,1.0000,2400,6.00000000e+02,6769.90
15,+,9,264.00,347.00,59.00,1.0000,2400,6.00000000e+02,6769.90
16,+,9,265.44,346.00,6.56,2.0000,2400,6.00000000e+02,6769.90
27,-,9,280.33,340.00,24.67,2.0000,2400,6.00000000e+02,6769.90
29,-,9,286.00,339.00,28.00,2.0000,2400,6.00000000e+02,6769.90
33,-,9,293.22,338.00,29.78,2.0000,2400,6.00000000e+02,6769.90
35,+,9,300.33,336.00,57.67,2.0000,2400,6.00000000e+02,6769.90
60,-,9,472.00,211.33,5.67,1.0000,2400,6.00000000e+02,6769.90
63,+,9,504.44,197.00,3.56,2.0000,2400,6.00000000e+02,6769.90
3,-,8,29.00,408.00,6.50,1.0000,2400,6.00000000e+02,6769.90
55,+,7,467.00,458.00,9.00,2.0000,2400,6.00000000e+02,6769.90
56,+,6,467.00,459.00,2.50,2.0000,2400,6.00000000e+02,6769.90
68,+,6,507.00,196.00,34.50,1.0000,2400,6.00000000e+02,6769.90
20,+,5,266.00,347.80,46.20,1.0000,2400,6.00000000e+02,6769.90
22,+,5,268.00,347.00,37.00,1.0000,2400,6.00000000e+02,6769.90
24,-,5,275.00,340.40,10.60,1.0000,2400,6.00000000e+02,6769.90
66,+,5,505.00,197.00,46.00,1.0000,2400,6.00000000e+02,6769.90
67,+,5,506.00,196.60,40.40,1.0000,2400,6.00000000e+02,6769.90
14,+,4,264.25,347.00,1.25,2.0000,2400,6.00000000e+02,6769.90
34,+,4,293.50,337.00,58.00,2.0000,2400,6.00000000e+02,6769.90
36,-,4,299.50,337.00,30.00,1.0000,2400,6.00000000e+02,6769.90
53,-,4,397.00,355.00,11.50,1.0000,2400,6.00000000e+02,6769.90
2,-,3,28.00,408.00,13.00,2.0000,2400,6.00000000e+02,6769.90
18,+,3,265.00,348.00,51.00,2.0000,2400,6.00000000e+02,6769.90
21,+,3,267.00,347.00,42.00,1.0000,2400,6.00000000e+02,6769.90
37,-,3,304.00,337.00,29.00,1.0000,2400,6.00000000e+02,6769.90
47,-,3,392.00,355.00,27.00,1.0000,2400,6.00000000e+02,6769.90
10,+,2,213.00,336.50,54.00,1.0000,2400,6.00000000e+02,6769.90
13,-,2,219.00,339.00,46.50,1.0000,2400,6.00000000e+02,6769.90
26,+,2,277.00,339.50,5.00,1.0000,2400,6.00000000e+02,6769.90
32,+,2,289.50,337.00,59.00,1.0000,2400,6.00000000e+02,6769.90
44,+,2,316.00,335.50,20.00,1.0000,2400,6.00000000e+02,6769.90
48,-,2,393.00,355.00,23.50,1.0000,2400,6.00000000e+02,6769.90
50,-,2,395.00,355.00,18.50,1.0000,2400,6.00000000e+02,6769.90
51,-,2,396.00,355.00,15.50,1.0000,2400,6.00000000e+02,6769.90
4,-,1,30.00,408.00,1.00,1.0000,2400,6.00000000e+02,6769.90
5,-,1,30.00,409.00,0.00,2.0000,2400,6.00000000e+02,6769.90
7,+,1,198.00,330.00,33.00,1.0000,2400,6.00000000e+02,6769.90
8,-,1,203.00,330.00,28.00,1.0000,2400,6.00000000e+02,6769.90
11,-,1,215.00,338.00,52.00,1.0000,2400,6.00000000e+02,6769.90
12,-,1,218.00,339.00,49.00,2.0000,2400,6.00000000e+02,6769.90
17,+,1,265.00,347.00,53.00,1.0000,2400,6.00000000e+02,6769.90
25,-,1,276.00,340.00,7.00,1.0000,2400,6.00000000e+02,6769.90
28,+,1,281.00,339.00,0.00,1.0000,2400,6.00000000e+02,6769.90
30,+,1,285.00,338.00,61.00,1.0000,2400,6.00000000e+02,6769.90
31,+,1,287.00,338.00,60.00,2.0000,2400,6.00000000e+02,6769.90
39,-,1,307.00,337.00,28.00,2.0000,2400,6.00000000e+02,6769.90
40,-,1,309.00,336.00,27.00,1.0000,2400,6.00000000e+02,6769.90
41,-,1,312.00,336.00,25.00,1.0000,2400,6.00000000e+02,6769.90
43,+,1,314.00,336.00,23.00,1.0000,2400,6.00000000e+02,6769.90
45,+,1,317.00,335.00,18.00,1.0000,2400,6.00000000e+02,6769.90
49,-,1,394.00,355.00,21.00,1.0000,2400,6.00000000e+02,6769.90
61,-,1,473.00,211.00,0.00,1.0000,2400,6.00000000e+02,6769.90
