loop_id,winding_sign,n_voxels,centroid_x,centroid_y,centroid_z,max_winding,step,time,temperature
1,-,64,27.00,409.00,31.50,1.0000,3450,8.62500000e+02,6769.86
20,-,64,388.00,358.00,31.50,1.0000,3450,8.62500000e+02,6769.86
23,-,64,474.00,208.00,31.50,1.0000,3450,8.62500000e+02,6769.86
24,+,64,504.00,198.00,31.50,1.0000,3450,8.62500000e+02,6769.86
21,+,60,469.00,456.42,34.08,1.0000,3450,8.62500000e+02,6769.86
15,+,11,292.00,340.00,5.00,2.0000,3450,8.62500000e+02,6769.86
2,+,8,278.00,345.00,46.50,2.0000,3450,8.62500000e+02,6769.86
4,+,8,279.62,344.00,52.88,2.0000,3450,8.62500000e+02,6769.86
18,+,8,294.75,339.00,11.75,1.0000,3450,8.62500000e+02,6769.86
6,+,6,282.00,343.00,57.50,2.0000,3450,8.62500000e+02,6769.86
9,+,6,284.67,342.00,60.83,2.0000,3450,8.62500000e+02,6769.86
13,+,5,288.20,341.00,0.80,2.0000,3450,8.62500000e+02,6769.86
22,+,5,469.00,457.00,2.00,2.0000,3450,8.62500000e+02,6769.86
3,+,3,279.00,344.33,40.67,1.0000,3450,8.62500000e+02,6769.86
16,+,3,291.00,340.33,23.67,2.0000,3450,8.62500000e+02,6769.86
19,+,3,294.00,340.00,17.00,1.0000,3450,8.62500000e+02,6769.86
5,+,2,280.00,344.00,37.50,1.0000,3450,8.62500000e+02,6769.86
12,+,2,286.50,341.00,63.00,1.0000,3450,8.62500000e+02,6769.86
14,-,2,287.00,341.50,28.00,2.0000,3450,8.62500000e+02,6769.86
7,-,1,281.00,344.00,35.00,1.0000,3450,8.62500000e+02,6769.86
8,+,1,282.00,343.00,34.00,1.0000,3450,8.62500000e+02,6769.86
10,-,1,284.00,343.00,31.00,1.0000,3450,8.62500000e+02,6769.86
11,+,1,285.00,342.00,30.00,1.0000,3450,8.62500000e+02,6769.86
17,+,1,293.00,340.00,20.00,1.0000,3450,8.62500000e+02,6769.86
