loop_id,winding_sign,n_voxels,centroid_x,centroid_y,centroid_z,max_winding,step,time,temperature
1,-,64,26.00,410.00,31.50,1.0000,4125,1.03125000e+03,6769.83
7,-,64,385.00,359.00,31.50,1.0000,4125,1.03125000e+03,6769.83
8,+,64,470.00,455.00,31.50,1.0000,4125,1.03125000e+03,6769.83
9,-,64,476.00,206.00,31.50,1.0000,4125,1.03125000e+03,6769.83
10,+,64,502.00,199.00,31.50,1.0000,4125,1.03125000e+03,6769.83
5,+,25,288.84,343.00,11.16,1.0000,4125,1.03125000e+03,6769.83
2,+,16,286.00,343.94,44.56,2.0000,4125,1.03125000e+03,6769.83
3,+,13,287.15,343.00,57.85,1.0000,4125,1.03125000e+03,6769.83
6,+,6,288.00,343.00,27.50,1.0000,4125,1.03125000e+03,6769.83
4,+,5,287.00,343.00,34.00,1.0000,4125,1.03125000e+03,6769.83
