loop_id,winding_sign,n_voxels,centroid_x,centroid_y,centroid_z,max_winding,step,time,temperature
1,-,58,28.38,408.53,35.59,1.0000,2700,6.75000000e+02,6769.89
42,+,52,468.00,457.79,35.71,2.0000,2700,6.75000000e+02,6769.89
37,-,36,391.25,356.00,47.25,1.0000,2700,6.75000000e+02,6769.89
49,+,23,505.30,197.00,9.70,2.0000,2700,6.75000000e+02,6769.89
33,+,22,310.59,336.00,5.91,1.0000,2700,6.75000000e+02,6769.89
45,-,22,471.77,211.00,32.73,2.0000,2700,6.75000000e+02,6769.89
46,-,21,472.00,210.43,11.57,1.0000,2700,6.75000000e+02,6769.89
47,-,21,472.76,210.00,53.24,1.0000,2700,6.75000000e+02,6769.89
52,+,20,506.00,196.65,29.85,1.0000,2700,6.75000000e+02,6769.89
6,+,15,268.00,347.00,53.00,2.0000,2700,6.75000000e+02,6769.89
43,+,11,468.00,458.00,5.00,2.0000,2700,6.75000000e+02,6769.89
50,+,11,504.00,197.00,58.00,1.0000,2700,6.75000000e+02,6769.89
51,+,11,505.00,197.00,46.00,1.0000,2700,6.75000000e+02,6769.89
30,+,10,302.50,336.00,62.00,1.0000,2700,6.75000000e+02,6769.89
41,-,9,393.00,356.00,12.00,1.0000,2700,6.75000000e+02,6769.89
24,-,8,287.50,339.00,26.00,2.0000,2700,6.75000000e+02,6769.89
40,-,8,393.62,356.00,2.88,1.0000,2700,6.75000000e+02,6769.89
21,-,7,282.29,340.00,23.71,2.0000,2700,6.75000000e+02,6769.89
27,-,7,294.00,338.00,27.00,2.0000,2700,6.75000000e+02,6769.89
28,+,7,295.00,337.00,61.00,2.0000,2700,6.75000000e+02,6769.89
2,-,6,28.00,409.00,4.50,2.0000,2700,6.75000000e+02,6769.89
8,+,6,269.00,347.00,41.50,1.0000,2700,6.75000000e+02,6769.89
10,+,6,270.00,346.50,35.00,1.0000,2700,6.75000000e+02,6769.89
11,+,6,271.00,345.67,28.83,1.0000,2700,6.75000000e+02,6769.89
38,-,6,391.00,356.00,26.50,1.0000,2700,6.75000000e+02,6769.89
4,+,5,268.60,346.00,1.40,2.0000,2700,6.75000000e+02,6769.89
7,+,5,269.60,345.00,5.40,2.0000,2700,6.75000000e+02,6769.89
9,+,5,271.20,344.00,8.80,2.0000,2700,6.75000000e+02,6769.89
20,-,5,278.80,341.00,21.20,2.0000,2700,6.75000000e+02,6769.89
39,-,5,392.00,356.00,20.00,1.0000,2700,6.75000000e+02,6769.89
13,+,4,273.50,342.75,10.75,2.0000,2700,6.75000000e+02,6769.89
5,+,3,268.00,346.00,62.00,1.0000,2700,6.75000000e+02,6769.89
12,+,3,272.00,345.00,24.00,1.0000,2700,6.75000000e+02,6769.89
15,+,3,275.67,341.67,10.00,2.0000,2700,6.75000000e+02,6769.89
29,-,3,299.00,337.00,27.00,1.0000,2700,6.75000000e+02,6769.89
44,+,3,468.00,458.00,62.00,1.0000,2700,6.75000000e+02,6769.89
14,+,2,273.00,344.00,21.50,1.0000,2700,6.75000000e+02,6769.89
17,-,2,276.50,342.00,20.00,2.0000,2700,6.75000000e+02,6769.89
19,+,2,278.00,340.50,7.00,2.0000,2700,6.75000000e+02,6769.89
22,+,2,281.00,339.50,4.00,2.0000,2700,6.75000000e+02,6769.89
26,+,2,289.50,338.00,62.00,2.0000,2700,6.75000000e+02,6769.89
36,+,2,312.00,336.00,16.50,1.0000,2700,6.75000000e+02,6769.89
3,-,1,29.00,409.00,0.00,1.0000,2700,6.75000000e+02,6769.89
16,-,1,275.00,343.00,20.00,2.0000,2700,6.75000000e+02,6769.89
18,-,1,277.00,341.00,8.00,1.0000,2700,6.75000000e+02,6769.89
23,+,1,285.00,339.00,0.00,2.0000,2700,6.75000000e+02,6769.89
25,+,1,287.00,338.00,63.00,1.0000,2700,6.75000000e+02,6769.89
31,-,1,302.00,337.00,26.00,1.0000,2700,6.75000000e+02,6769.89
32,-,1,304.00,337.00,25.00,1.0000,2700,6.75000000e+02,6769.89
34,-,1,306.00,337.00,24.00,2.0000,2700,6.75000000e+02,6769.89
35,+,1,311.00,336.00,19.00,1.0000,2700,6.75000000e+02,6769.89
48,-,1,473.00,210.00,0.00,1.0000,2700,6.75000000e+02,6769.89
