loop_id,winding_sign,n_voxels,centroid_x,centroid_y,centroid_z,max_winding,step,time,temperature
1,-,64,25.00,410.00,31.50,1.0000,4200,1.05000000e+03,6769.83
7,-,64,385.00,359.00,31.50,1.0000,4200,1.05000000e+03,6769.83
8,+,64,470.00,455.00,31.50,1.0000,4200,1.05000000e+03,6769.83
9,-,64,476.00,206.00,31.50,1.0000,4200,1.05000000e+03,6769.83
10,+,64,502.00,199.00,31.50,1.0000,4200,1.05000000e+03,6769.83
5,+,26,288.88,343.00,11.62,1.0000,4200,1.05000000e+03,6769.83
3,+,12,287.00,343.58,37.92,1.0000,4200,1.05000000e+03,6769.83
4,+,11,287.45,343.00,58.55,1.0000,4200,1.05000000e+03,6769.83
2,+,10,286.70,344.00,48.80,2.0000,4200,1.05000000e+03,6769.83
6,+,6,288.00,343.00,28.50,1.0000,4200,1.05000000e+03,6769.83
