loop_id,winding_sign,n_voxels,centroid_x,centroid_y,centroid_z,max_winding,step,time,temperature
1,-,57,27.49,409.00,35.51,1.0000,3000,7.50000000e+02,6769.88
39,+,48,504.98,197.08,25.44,1.0000,3000,7.50000000e+02,6769.88
35,+,41,469.00,457.00,20.00,1.0000,3000,7.50000000e+02,6769.88
37,-,31,472.90,209.00,48.10,1.0000,3000,7.50000000e+02,6769.88
30,-,27,389.96,356.37,51.67,1.0000,3000,7.50000000e+02,6769.88
34,+,24,468.33,457.88,52.29,2.0000,3000,7.50000000e+02,6769.88
36,-,21,472.00,209.52,23.48,2.0000,3000,7.50000000e+02,6769.88
25,+,17,301.29,337.00,3.71,2.0000,3000,7.50000000e+02,6769.88
33,-,14,391.00,357.00,6.50,1.0000,3000,7.50000000e+02,6769.88
41,+,14,504.00,198.00,56.50,1.0000,3000,7.50000000e+02,6769.88
32,-,13,390.00,357.00,21.00,1.0000,3000,7.50000000e+02,6769.88
38,-,13,473.00,209.00,6.00,1.0000,3000,7.50000000e+02,6769.88
31,-,11,389.00,357.00,34.00,2.0000,3000,7.50000000e+02,6769.88
4,+,10,271.00,347.00,46.50,2.0000,3000,7.50000000e+02,6769.88
29,+,9,306.00,336.56,11.44,1.0000,3000,7.50000000e+02,6769.88
2,-,7,28.00,409.00,3.00,1.0000,3000,7.50000000e+02,6769.88
3,+,7,271.43,346.00,54.57,2.0000,3000,7.50000000e+02,6769.88
23,+,6,293.00,338.00,0.50,2.0000,3000,7.50000000e+02,6769.88
5,+,5,273.00,345.00,59.00,2.0000,3000,7.50000000e+02,6769.88
20,-,5,287.80,339.80,26.00,2.0000,3000,7.50000000e+02,6769.88
8,+,4,275.00,344.00,61.50,2.0000,3000,7.50000000e+02,6769.88
17,+,4,284.50,340.00,1.00,2.0000,3000,7.50000000e+02,6769.88
22,-,4,291.50,339.00,25.00,2.0000,3000,7.50000000e+02,6769.88
6,+,3,272.00,346.00,40.00,1.0000,3000,7.50000000e+02,6769.88
7,+,3,273.00,346.00,36.00,1.0000,3000,7.50000000e+02,6769.88
11,+,3,277.00,343.00,63.00,2.0000,3000,7.50000000e+02,6769.88
13,+,3,279.00,342.00,0.00,2.0000,3000,7.50000000e+02,6769.88
15,+,3,282.00,341.00,0.00,2.0000,3000,7.50000000e+02,6769.88
21,+,3,289.00,339.00,0.00,2.0000,3000,7.50000000e+02,6769.88
26,-,3,298.67,337.67,23.00,2.0000,3000,7.50000000e+02,6769.88
40,+,3,504.00,198.00,1.00,2.0000,3000,7.50000000e+02,6769.88
24,-,2,295.50,338.00,24.00,1.0000,3000,7.50000000e+02,6769.88
9,+,1,274.00,345.00,34.00,1.0000,3000,7.50000000e+02,6769.88
10,-,1,275.00,345.00,32.00,1.0000,3000,7.50000000e+02,6769.88
12,-,1,277.00,344.00,30.00,1.0000,3000,7.50000000e+02,6769.88
14,-,1,280.00,343.00,28.00,2.0000,3000,7.50000000e+02,6769.88
16,-,1,282.00,342.00,27.00,2.0000,3000,7.50000000e+02,6769.88
18,-,1,283.00,341.00,27.00,1.0000,3000,7.50000000e+02,6769.88
19,-,1,285.00,341.00,26.00,2.0000,3000,7.50000000e+02,6769.88
27,-,1,300.00,337.00,22.00,1.0000,3000,7.50000000e+02,6769.88
28,+,1,305.00,337.00,17.00,1.0000,3000,7.50000000e+02,6769.88
