loop_id,winding_sign,n_voxels,centroid_x,centroid_y,centroid_z,max_winding,step,time,temperature
1,-,64,26.00,410.00,31.50,1.0000,3975,9.93750000e+02,6769.84
12,+,64,470.00,456.00,31.50,1.0000,3975,9.93750000e+02,6769.84
13,-,64,475.00,207.00,31.50,1.0000,3975,9.93750000e+02,6769.84
14,+,46,502.83,199.00,21.67,1.0000,3975,9.93750000e+02,6769.84
10,-,33,385.67,359.00,47.33,1.0000,3975,9.93750000e+02,6769.84
11,-,31,386.00,359.00,15.00,1.0000,3975,9.93750000e+02,6769.84
15,+,18,502.00,199.00,54.50,1.0000,3975,9.93750000e+02,6769.84
6,+,17,289.47,342.00,9.53,1.0000,3975,9.93750000e+02,6769.84
3,+,15,286.47,343.00,57.53,1.0000,3975,9.93750000e+02,6769.84
2,+,14,285.00,343.93,44.57,2.0000,3975,9.93750000e+02,6769.84
9,+,7,289.00,342.14,21.86,2.0000,3975,9.93750000e+02,6769.84
4,+,4,286.00,343.00,35.50,1.0000,3975,9.93750000e+02,6769.84
8,+,4,288.00,343.00,26.50,1.0000,3975,9.93750000e+02,6769.84
5,+,3,287.00,343.00,31.00,1.0000,3975,9.93750000e+02,6769.84
7,+,3,288.00,343.00,1.00,2.0000,3975,9.93750000e+02,6769.84
