loop_id,winding_sign,n_voxels,centroid_x,centroid_y,centroid_z,max_winding,step,time,temperature
1,-,64,27.00,409.00,31.50,1.0000,3375,8.43750000e+02,6769.86
18,-,64,388.00,357.00,31.50,1.0000,3375,8.43750000e+02,6769.86
23,+,64,504.00,198.00,31.50,1.0000,3375,8.43750000e+02,6769.86
21,-,53,473.49,208.00,37.51,1.0000,3375,8.43750000e+02,6769.86
19,+,51,469.00,456.65,38.35,1.0000,3375,8.43750000e+02,6769.86
15,+,16,295.06,339.00,9.44,1.0000,3375,8.43750000e+02,6769.86
20,+,14,469.00,457.00,6.50,2.0000,3375,8.43750000e+02,6769.86
2,+,12,277.17,345.00,47.33,2.0000,3375,8.43750000e+02,6769.86
22,-,11,474.00,208.00,5.00,1.0000,3375,8.43750000e+02,6769.86
13,+,8,290.38,340.00,2.12,2.0000,3375,8.43750000e+02,6769.86
4,+,6,278.83,344.00,54.67,2.0000,3375,8.43750000e+02,6769.86
8,+,6,284.00,342.00,60.50,2.0000,3375,8.43750000e+02,6769.86
6,+,5,281.20,343.00,57.80,2.0000,3375,8.43750000e+02,6769.86
3,+,3,278.00,344.67,39.33,1.0000,3375,8.43750000e+02,6769.86
10,+,3,286.33,341.00,62.67,1.0000,3375,8.43750000e+02,6769.86
16,+,3,294.00,339.33,20.67,2.0000,3375,8.43750000e+02,6769.86
7,+,2,281.00,343.50,34.00,1.0000,3375,8.43750000e+02,6769.86
12,+,2,287.50,341.00,0.00,2.0000,3375,8.43750000e+02,6769.86
14,-,2,290.00,340.50,25.00,2.0000,3375,8.43750000e+02,6769.86
5,+,1,279.00,344.00,37.00,1.0000,3375,8.43750000e+02,6769.86
9,-,1,283.00,343.00,31.00,1.0000,3375,8.43750000e+02,6769.86
11,-,1,286.00,342.00,28.00,1.0000,3375,8.43750000e+02,6769.86
17,+,1,295.00,339.00,18.00,1.0000,3375,8.43750000e+02,6769.86
