loop_id,winding_sign,n_voxels,centroid_x,centroid_y,centroid_z,max_winding,step,time,temperature
1,-,64,27.00,409.00,31.50,1.0000,3225,8.06250000e+02,6769.87
26,+,64,469.00,457.00,31.50,1.0000,3225,8.06250000e+02,6769.87
27,-,64,473.00,209.00,31.50,1.0000,3225,8.06250000e+02,6769.87
28,+,39,504.62,198.00,18.38,1.0000,3225,8.06250000e+02,6769.87
24,-,34,388.62,357.00,46.88,1.0000,3225,8.06250000e+02,6769.87
25,-,30,389.00,357.00,14.50,1.0000,3225,8.06250000e+02,6769.87
29,+,25,504.00,198.00,51.00,1.0000,3225,8.06250000e+02,6769.87
20,+,18,298.28,338.00,8.22,1.0000,3225,8.06250000e+02,6769.87
2,+,7,274.00,346.00,47.00,2.0000,3225,8.06250000e+02,6769.87
4,+,7,275.29,345.00,52.71,2.0000,3225,8.06250000e+02,6769.87
14,+,6,288.17,340.00,0.33,2.0000,3225,8.06250000e+02,6769.87
18,+,6,292.33,339.00,2.17,2.0000,3225,8.06250000e+02,6769.87
5,+,5,277.20,344.00,56.80,2.0000,3225,8.06250000e+02,6769.87
8,+,5,279.80,343.00,59.20,2.0000,3225,8.06250000e+02,6769.87
3,+,4,275.00,345.50,41.00,1.0000,3225,8.06250000e+02,6769.87
10,+,4,282.00,342.00,61.50,2.0000,3225,8.06250000e+02,6769.87
12,+,4,284.75,341.00,62.75,2.0000,3225,8.06250000e+02,6769.87
7,+,2,277.00,344.50,36.00,1.0000,3225,8.06250000e+02,6769.87
6,+,1,276.00,345.00,38.00,1.0000,3225,8.06250000e+02,6769.87
9,-,1,279.00,344.00,33.00,1.0000,3225,8.06250000e+02,6769.87
11,-,1,282.00,343.00,30.00,1.0000,3225,8.06250000e+02,6769.87
13,-,1,285.00,342.00,28.00,2.0000,3225,8.06250000e+02,6769.87
15,-,1,287.00,341.00,27.00,1.0000,3225,8.06250000e+02,6769.87
16,-,1,288.00,341.00,26.00,1.0000,3225,8.06250000e+02,6769.87
17,-,1,290.00,340.00,25.00,1.0000,3225,8.06250000e+02,6769.87
19,-,1,292.00,340.00,24.00,2.0000,3225,8.06250000e+02,6769.87
21,-,1,296.00,339.00,21.00,2.0000,3225,8.06250000e+02,6769.87
22,+,1,297.00,338.00,20.00,1.0000,3225,8.06250000e+02,6769.87
23,+,1,299.00,338.00,17.00,1.0000,3225,8.06250000e+02,6769.87
