loop_id,winding_sign,n_voxels,centroid_x,centroid_y,centroid_z,max_winding,step,time,temperature
17,+,64,470.00,456.00,31.50,1.0000,3750,9.37500000e+02,6769.85
18,-,64,475.00,207.00,31.50,1.0000,3750,9.37500000e+02,6769.85
19,+,64,503.00,199.00,31.50,1.0000,3750,9.37500000e+02,6769.85
1,-,48,26.00,409.81,39.69,1.0000,3750,9.37500000e+02,6769.85
15,-,45,386.20,358.00,41.80,1.0000,3750,9.37500000e+02,6769.85
16,-,19,387.00,358.00,9.00,1.0000,3750,9.37500000e+02,6769.85
2,-,17,26.00,410.00,8.00,2.0000,3750,9.37500000e+02,6769.85
3,+,15,283.00,344.00,46.00,2.0000,3750,9.37500000e+02,6769.85
13,+,13,290.77,341.00,11.23,1.0000,3750,9.37500000e+02,6769.85
5,+,11,284.91,343.00,57.09,2.0000,3750,9.37500000e+02,6769.85
10,+,8,288.75,342.00,2.75,2.0000,3750,9.37500000e+02,6769.85
9,+,4,287.25,342.00,62.25,1.0000,3750,9.37500000e+02,6769.85
14,+,4,290.00,341.25,20.25,1.0000,3750,9.37500000e+02,6769.85
4,+,3,284.00,343.33,36.67,1.0000,3750,9.37500000e+02,6769.85
6,+,2,285.00,343.00,33.50,1.0000,3750,9.37500000e+02,6769.85
8,+,2,287.00,342.50,29.00,1.0000,3750,9.37500000e+02,6769.85
11,+,2,288.00,342.00,26.50,1.0000,3750,9.37500000e+02,6769.85
12,+,2,289.00,342.00,23.50,1.0000,3750,9.37500000e+02,6769.85
7,+,1,286.00,343.00,31.00,1.0000,3750,9.37500000e+02,6769.85
