loop_id,winding_sign,n_voxels,centroid_x,centroid_y,centroid_z,max_winding,step,time,temperature
1,-,51,28.57,408.35,32.08,1.0000,2550,6.37500000e+02,6769.90
43,-,36,392.39,355.00,48.11,1.0000,2550,6.37500000e+02,6769.90
49,+,34,467.00,458.65,46.85,1.0000,2550,6.37500000e+02,6769.90
54,-,30,472.50,211.00,49.00,1.0000,2550,6.37500000e+02,6769.90
5,+,28,204.04,332.86,46.61,2.0000,2550,6.37500000e+02,6769.90
9,-,24,213.46,334.67,34.38,1.0000,2550,6.37500000e+02,6769.90
53,-,23,471.00,211.65,24.35,2.0000,2550,6.37500000e+02,6769.90
59,+,23,506.70,196.00,22.30,1.0000,2550,6.37500000e+02,6769.90
20,+,19,270.00,345.11,22.89,1.0000,2550,6.37500000e+02,6769.90
40,+,19,313.58,335.00,5.42,1.0000,2550,6.37500000e+02,6769.90
51,+,18,468.00,457.00,21.50,1.0000,2550,6.37500000e+02,6769.90
48,-,15,395.00,355.33,6.67,1.0000,2550,6.37500000e+02,6769.90
21,-,14,276.50,341.00,18.00,2.0000,2550,6.37500000e+02,6769.90
33,+,14,302.43,336.00,60.07,2.0000,2550,6.37500000e+02,6769.90
56,+,14,504.93,197.00,5.57,2.0000,2550,6.37500000e+02,6769.90
57,+,13,504.00,197.00,57.00,1.0000,2550,6.37500000e+02,6769.90
15,+,12,266.00,347.00,57.50,2.0000,2550,6.37500000e+02,6769.90
55,-,12,472.00,211.00,6.50,1.0000,2550,6.37500000e+02,6769.90
14,+,10,267.00,346.00,3.50,2.0000,2550,6.37500000e+02,6769.90
52,+,10,468.00,458.00,7.50,2.0000,2550,6.37500000e+02,6769.90
17,+,9,268.78,345.00,11.22,2.0000,2550,6.37500000e+02,6769.90
27,-,9,286.11,339.00,26.89,2.0000,2550,6.37500000e+02,6769.90
31,-,9,293.44,338.00,28.56,2.0000,2550,6.37500000e+02,6769.90
60,+,8,506.00,196.75,37.75,1.0000,2550,6.37500000e+02,6769.90
4,-,7,29.00,409.00,60.00,1.0000,2550,6.37500000e+02,6769.90
25,-,7,281.00,340.00,24.00,2.0000,2550,6.37500000e+02,6769.90
58,+,7,505.00,197.00,46.00,1.0000,2550,6.37500000e+02,6769.90
16,+,6,267.00,347.00,47.50,1.0000,2550,6.37500000e+02,6769.90
19,+,6,269.00,346.83,34.67,1.0000,2550,6.37500000e+02,6769.90
18,+,5,268.00,347.00,41.00,1.0000,2550,6.37500000e+02,6769.90
42,+,5,315.00,335.40,15.60,1.0000,2550,6.37500000e+02,6769.90
3,-,4,29.00,409.00,1.50,2.0000,2550,6.37500000e+02,6769.90
22,-,4,276.00,340.75,9.75,1.0000,2550,6.37500000e+02,6769.90
39,+,4,308.75,335.00,62.75,1.0000,2550,6.37500000e+02,6769.90
44,-,4,391.00,356.00,29.50,2.0000,2550,6.37500000e+02,6769.90
45,-,4,392.00,356.00,24.50,1.0000,2550,6.37500000e+02,6769.90
50,+,4,467.75,459.00,0.75,2.0000,2550,6.37500000e+02,6769.90
2,-,3,29.00,408.00,5.00,1.0000,2550,6.37500000e+02,6769.90
8,-,3,205.33,331.67,32.00,1.0000,2550,6.37500000e+02,6769.90
13,-,3,216.00,337.00,43.00,1.0000,2550,6.37500000e+02,6769.90
29,+,3,288.67,337.67,61.00,2.0000,2550,6.37500000e+02,6769.90
30,+,3,291.00,337.00,60.00,1.0000,2550,6.37500000e+02,6769.90
32,+,3,295.00,337.00,59.00,2.0000,2550,6.37500000e+02,6769.90
35,-,3,301.00,337.00,28.00,1.0000,2550,6.37500000e+02,6769.90
46,-,3,393.00,356.00,20.00,1.0000,2550,6.37500000e+02,6769.90
47,-,3,394.00,356.00,16.00,1.0000,2550,6.37500000e+02,6769.90
11,-,2,214.00,336.50,48.00,2.0000,2550,6.37500000e+02,6769.90
24,+,2,279.00,339.50,4.00,1.0000,2550,6.37500000e+02,6769.90
36,-,2,304.50,337.00,27.00,1.0000,2550,6.37500000e+02,6769.90
6,+,1,201.00,331.00,37.00,1.0000,2550,6.37500000e+02,6769.90
7,+,1,202.00,331.00,35.00,1.0000,2550,6.37500000e+02,6769.90
10,+,1,212.00,336.00,49.00,1.0000,2550,6.37500000e+02,6769.90
12,-,1,215.00,337.00,46.00,1.0000,2550,6.37500000e+02,6769.90
23,-,1,277.00,340.00,7.00,1.0000,2550,6.37500000e+02,6769.90
26,+,1,283.00,339.00,0.00,2.0000,2550,6.37500000e+02,6769.90
28,+,1,286.00,338.00,62.00,1.0000,2550,6.37500000e+02,6769.90
34,-,1,298.00,337.00,29.00,1.0000,2550,6.37500000e+02,6769.90
37,-,1,306.00,337.00,26.00,1.0000,2550,6.37500000e+02,6769.90
38,-,1,307.00,336.00,26.00,1.0000,2550,6.37500000e+02,6769.90
41,+,1,314.00,336.00,19.00,1.0000,2550,6.37500000e+02,6769.90
