loop_id,winding_sign,n_voxels,centroid_x,centroid_y,centroid_z,max_winding,step,time,temperature
1,-,64,26.00,409.00,31.50,1.0000,3600,9.00000000e+02,6769.85
17,-,64,387.00,358.00,31.50,1.0000,3600,9.00000000e+02,6769.85
18,+,64,470.00,456.00,31.50,1.0000,3600,9.00000000e+02,6769.85
19,-,51,474.00,207.84,24.16,2.0000,3600,9.00000000e+02,6769.85
21,+,47,503.83,198.00,22.17,1.0000,3600,9.00000000e+02,6769.85
22,+,17,503.00,198.00,55.00,1.0000,3600,9.00000000e+02,6769.85
2,+,16,281.19,344.00,47.31,2.0000,3600,9.00000000e+02,6769.85
20,-,14,474.00,207.00,56.50,1.0000,3600,9.00000000e+02,6769.85
12,+,12,290.17,341.00,4.33,2.0000,3600,9.00000000e+02,6769.85
16,+,11,292.00,340.18,13.82,1.0000,3600,9.00000000e+02,6769.85
3,+,8,283.50,343.00,57.00,2.0000,3600,9.00000000e+02,6769.85
7,+,6,286.17,342.00,61.33,1.0000,3600,9.00000000e+02,6769.85
5,+,3,283.00,343.33,35.67,2.0000,3600,9.00000000e+02,6769.85
4,+,2,282.00,344.00,37.50,1.0000,3600,9.00000000e+02,6769.85
10,+,2,287.50,342.00,0.00,2.0000,3600,9.00000000e+02,6769.85
13,+,2,289.00,341.50,25.00,1.0000,3600,9.00000000e+02,6769.85
15,+,2,291.00,341.00,20.50,1.0000,3600,9.00000000e+02,6769.85
6,+,1,284.00,343.00,33.00,1.0000,3600,9.00000000e+02,6769.85
8,-,1,285.00,343.00,31.00,1.0000,3600,9.00000000e+02,6769.85
9,+,1,286.00,342.00,30.00,1.0000,3600,9.00000000e+02,6769.85
11,+,1,287.00,342.00,28.00,1.0000,3600,9.00000000e+02,6769.85
14,+,1,290.00,341.00,23.00,1.0000,3600,9.00000000e+02,6769.85
