loop_id,winding_sign,n_voxels,centroid_x,centroid_y,centroid_z,max_winding,step,time,temperature
1,-,56,28.93,408.43,36.14,1.0000,2475,6.18750000e+02,6769.90
48,-,40,392.68,355.00,46.83,1.0000,2475,6.18750000e+02,6769.90
55,+,39,467.00,458.54,40.46,2.0000,2475,6.18750000e+02,6769.90
60,-,35,471.23,211.94,27.83,2.0000,2475,6.18750000e+02,6769.90
4,+,32,202.28,332.31,47.91,1.0000,2475,6.18750000e+02,6769.90
9,-,32,214.31,334.50,32.69,1.0000,2475,6.18750000e+02,6769.90
66,+,29,506.72,196.00,22.28,1.0000,2475,6.18750000e+02,6769.90
19,+,23,269.04,345.09,17.87,1.0000,2475,6.18750000e+02,6769.90
44,+,21,315.05,335.00,5.95,1.0000,2475,6.18750000e+02,6769.90
62,-,20,472.80,211.00,53.70,1.0000,2475,6.18750000e+02,6769.90
23,-,16,275.88,341.00,16.62,2.0000,2475,6.18750000e+02,6769.90
64,+,14,504.00,197.00,56.50,1.0000,2475,6.18750000e+02,6769.90
37,+,12,300.75,336.00,58.75,2.0000,2475,6.18750000e+02,6769.90
63,+,11,504.64,197.00,4.36,2.0000,2475,6.18750000e+02,6769.90
17,+,10,265.00,347.00,58.50,1.0000,2475,6.18750000e+02,6769.90
61,-,10,472.00,211.00,5.50,1.0000,2475,6.18750000e+02,6769.90
15,+,9,266.11,346.00,4.89,2.0000,2475,6.18750000e+02,6769.90
27,-,9,280.78,340.00,24.22,2.0000,2475,6.18750000e+02,6769.90
34,-,9,293.00,338.00,29.00,2.0000,2475,6.18750000e+02,6769.90
40,+,9,308.56,335.00,61.44,1.0000,2475,6.18750000e+02,6769.90
56,+,9,467.33,458.00,8.67,2.0000,2475,6.18750000e+02,6769.90
59,+,9,468.00,457.00,17.00,1.0000,2475,6.18750000e+02,6769.90
22,+,8,269.00,346.38,32.12,1.0000,2475,6.18750000e+02,6769.90
30,-,8,286.12,339.00,27.38,2.0000,2475,6.18750000e+02,6769.90
2,-,7,29.00,408.00,5.00,1.0000,2475,6.18750000e+02,6769.90
53,-,7,396.29,355.00,2.71,1.0000,2475,6.18750000e+02,6769.90
54,-,6,396.00,355.00,9.50,1.0000,2475,6.18750000e+02,6769.90
67,+,6,506.00,196.83,39.67,1.0000,2475,6.18750000e+02,6769.90
18,+,5,266.00,347.00,50.00,1.0000,2475,6.18750000e+02,6769.90
21,+,5,268.00,347.00,39.00,1.0000,2475,6.18750000e+02,6769.90
38,-,5,300.00,337.00,29.00,1.0000,2475,6.18750000e+02,6769.90
57,+,5,467.00,459.00,2.00,2.0000,2475,6.18750000e+02,6769.90
58,+,5,467.00,459.00,61.00,1.0000,2475,6.18750000e+02,6769.90
65,+,5,505.00,197.00,46.00,1.0000,2475,6.18750000e+02,6769.90
14,-,4,218.00,338.00,43.50,1.0000,2475,6.18750000e+02,6769.90
20,+,4,267.00,347.00,44.50,1.0000,2475,6.18750000e+02,6769.90
47,+,4,316.00,335.25,17.25,2.0000,2475,6.18750000e+02,6769.90
35,+,3,292.00,337.00,59.00,1.0000,2475,6.18750000e+02,6769.90
49,-,3,392.00,355.00,26.00,1.0000,2475,6.18750000e+02,6769.90
51,-,3,394.00,355.00,19.00,1.0000,2475,6.18750000e+02,6769.90
52,-,3,395.00,355.00,15.00,1.0000,2475,6.18750000e+02,6769.90
3,-,2,29.00,409.00,0.50,2.0000,2475,6.18750000e+02,6769.90
5,+,2,199.00,331.00,35.50,1.0000,2475,6.18750000e+02,6769.90
7,+,2,202.00,330.50,32.00,2.0000,2475,6.18750000e+02,6769.90
10,+,2,211.50,336.00,52.00,1.0000,2475,6.18750000e+02,6769.90
12,-,2,216.00,337.50,49.00,2.0000,2475,6.18750000e+02,6769.90
16,+,2,265.00,347.00,0.50,2.0000,2475,6.18750000e+02,6769.90
24,-,2,276.00,340.00,8.50,1.0000,2475,6.18750000e+02,6769.90
26,+,2,278.00,339.50,5.00,2.0000,2475,6.18750000e+02,6769.90
39,-,2,304.50,337.00,28.00,1.0000,2475,6.18750000e+02,6769.90
50,-,2,393.00,355.00,22.50,1.0000,2475,6.18750000e+02,6769.90
6,+,1,200.00,330.00,34.00,1.0000,2475,6.18750000e+02,6769.90
8,-,1,204.00,331.00,30.00,1.0000,2475,6.18750000e+02,6769.90
11,-,1,213.00,337.00,51.00,1.0000,2475,6.18750000e+02,6769.90
13,-,1,217.00,338.00,47.00,1.0000,2475,6.18750000e+02,6769.90
25,-,1,277.00,340.00,6.00,1.0000,2475,6.18750000e+02,6769.90
28,-,1,280.00,339.00,2.00,1.0000,2475,6.18750000e+02,6769.90
29,+,1,282.00,339.00,0.00,2.0000,2475,6.18750000e+02,6769.90
31,+,1,285.00,338.00,62.00,1.0000,2475,6.18750000e+02,6769.90
32,+,1,288.00,338.00,60.00,2.0000,2475,6.18750000e+02,6769.90
33,+,1,289.00,337.00,60.00,1.0000,2475,6.18750000e+02,6769.90
36,+,1,295.00,337.00,58.00,2.0000,2475,6.18750000e+02,6769.90
41,-,1,306.00,337.00,27.00,1.0000,2475,6.18750000e+02,6769.90
42,-,1,307.00,336.00,27.00,1.0000,2475,6.18750000e+02,6769.90
43,-,1,309.00,336.00,26.00,1.0000,2475,6.18750000e+02,6769.90
45,+,1,314.00,336.00,21.00,1.0000,2475,6.18750000e+02,6769.90
46,+,1,315.00,336.00,19.00,1.0000,2475,6.18750000e+02,6769.90
